,feature,review,similarity score
11,MySwimPro Coach unlocks:,"I loved the idea of this app and really wanted to like it. The workout structure was helpful and is pretty nice. However, I found numerous glitches in the app where it would tell you do to a specific type of stroke… but wouldn’t tell you how to do it. I would update my app and eventually had to contact support. That was a mixed bag. They also never issued refunds. That’s in the fine print but I didn’t think they were very upfront with that. So buyer beware. I found that very frustrating because I constantly had issues with the app and they’d say they’re working on it. I eventually gave up because it was super expensive and never worked. 

Honestly, I wish I would have used the Total Immersion Program with Terry Laughlin (may he Rest In Peace). It does a much better job of explaining the technique and Terry is a much better instructor. There are dvds and a book but the website is great too.",0.9456331
12,MySwimPro Coach unlocks:,"I love this app and have used it to set and log my swim workouts for the past few months since purchasing my first Apple Watch.  BUT, I was caught off guard this past Saturday when I went for my morning swim.  I selected my desired workout (one I programmed myself), and started swimming, the app did not appear to be logging any information other than showing a timer that was counting up.  Found out later that the developer pushed out an update to the app after my last swim and it apparently made my copy of the app go wonky.  I uninstalled the app from my watch and the phone, then reinstalled it both places and it seems to be working now.  But it made for a very frustrating swim workout that Saturday morning. Guess it shows how much I rely on it for my workouts.",0.9456331
13,MySwimPro Coach unlocks:,"It’s like I’m learning how to swim again. I’m a mom so I hardly ever get time to myself, but the pool is a great way to exercise and have that time while my boys play in the backyard! 

I grew up swimming every day, I’ve always been faster and more advanced swimmer than most people, even as a child. Since having kids, my core and my swim time is awful, of course. I can barely hold my breath like I used to! My lungs and muscles and core are not used to it anymore. So I’m really putting this app to work and trying to focus on one goal at a time to master. I’m loving it. 

I can’t wait to see what goals I hit from now til winter! And I love that you can use GPS for free open water swim or put in how long your pool is. I also can’t wait to do this at the beach!",0.9456331
14,MySwimPro Coach unlocks:,"I loved this app, but for the last week or more I’ve spent at least an hour a day installing an uninstalling it thinking that it’s finally fixed!  Then the next day I get ready to swim only to find that its not working again!  I’m so upset because I swim 3 to 4 days a week and when u get n the pool and r ready to start the last thing u want is to start the app and it’s not working again.  I live n Florida and many days I have to swim n between storms not to mention the schedule that I keep.  
Please respond and help me with my problem.  I have the latest update an Apple Watch 2 that’s still covered by Apple care, but since this isn’t an Apple app probably can’t be helpful.  Also have an iPhone 8 also still covered.  I’m adding to my review has anyone noticed that there isn’t a good review since June.  What has happened to this app?  When the good reviews r about customer service that’s know help!  Please undo what u did and fix this app.  People gave u five star review a year ago.  Remember if it’s not broken why do u have to mess with it!",0.9456331
15,MySwimPro Coach unlocks:,"I am at 67 a new swimmer . I cannot begin to explain the benefit that this app and the outstanding customer support has bestowed to me. I started out needing to rest after 25 meters . Going to the pool to swim was a source of anxiety and I went because I knew it was in my best interest. Enter My Swim Pro and I became mesmerized by the enthusiasm of Fares the founder . I wanted to become a swimmer . With the aid of Charles the “smartwatch whisperer “ suddenly I had a coach and a plan . I am know a swimmer , not a great swimmer but with the aid of this program suddenly I am treated and feel like an athlete in training . You want to just swim go ahead and enjoy but if you want to improve and become engaged in a fun healthy sport ? Stop wasting your time sign up and join all of us at MySeimPro community . Go ahead , I dare you !",0.9456331
16,MySwimPro Coach unlocks:,"I just recently renewed my paid subscription. It has been worth every penny.

I have loved to swim my entire life, however, as an adult I would often find myself getting bored / burnt out / unchallenged, picking it up here and there when I felt like it.

I bought this app last year and have done at least 3 swims a week - a consistency I haven't managed since I swam competitively in my teens. I just completed the 12 Week Open Water training plan, and I hope to do the IMx plan soon. The daily workouts are also fun.

This app has a huge library of drill videos and often posts about how to improve in different areas and / or strokes. But most importantly, it keeps swimming interesting and challenging, whether you are a beginner or advanced. It has really renewed my love for the sport, and I've gone from doing boring 1000 yard workouts to 3500 yard workouts over the past year. 

Customer service is EXCELLENT - though I've never actually had a problem with it bug-wise. After buying the app, the creator took the time to speak to me and get feedback on how to improve it. 

Highly recommend spending the cash on the paid version of this. It's the best app on my phone!",0.9456331
17,MySwimPro Coach unlocks:,"So this app is amazing when it works well, but it is beyond frustrating when it doesn’t work. It randomly shuts down in the middle of a workout or freezes and you lose everything. Without a hard copy of your workout, you’re left trying to remember what you were going to do and the intervals. You also don’t get credit for what you already swam, and personally I like the satisfaction of knowing when a job is done well and what my stats from the workout are. I paid for a year subscription, and on days like today I feel as though it was a waste. Yes, the app is apparently updated. My watch and phone are as well.  

Aside from the negativity, the workouts of the day are wonderful for saving and doing when you want to swim without coming up with your plan. I was doing a training regimen before covid, and that was a great way to push yourself. It is the best app for swimming when it works, but it’s the worst when it doesn’t function properly.",0.9456331
18,MySwimPro Coach unlocks:,"I used this app with my Apple Watch Series 4 and now with the Ultra. Even with the new IOS and updated version of the app, it still does not track my laps accurately. I have my own pool in my backyard and know the distance so it’s not that I’m possibly entering the wrong length of the pool. I can say in their defenses that Apple fitness doesn’t track accurately either. The only app that tracks accurately, though not all the time, is My Swim Tracker. I’m not concerned about all complaining I read here about the nagging for upgrades and costs. It won’t even count a lap accurately. By the way, it is consistently 6 laps off. I have reset the calibration on my phone for the watch and still no success. I have reset the phone and app with no change. I have even deleted and reinstalled the app and nothing seems to work to get this app to accurately track my swims. What gives??",0.9456331
19,MySwimPro Coach unlocks:,"The MySwimPro app is falsely advertised as a free product with in-app purchases available. 

The fact is that the free app offers nothing that the Apple Watch fitness app doesn’t already do. 

The features that MySwimPro have over the fitness app is locked behind a $180 annual paywall. 

Without the $180 purchase, the app does NOT: 

- allow custom or community workouts of any kind.
- track detailed swim times
- provide real time intervals on your watch during a generic swim

What does the free version do? 

- has a generic swim display that shows Total time, Total distance, and heart rate. (No intervals, splits, finish times, etc). It’s the same as the free Apple Watch fitness app, with different color lettering. 

Additionally, the phone app cannot be used without the $180 purchase. It puts a giant ad on your screen that takes up 50% of the display. With the added top and bottom control banners, the free app only has about 20% of screen available to you to use. 

This app is despicable. The people behind this app are despicable. I’ve always thought highly of my fellow competitive swimmers. The people behind this app have brought some reality to my naive and biased belief. 

They are simply taking advantage of older, out of shape, non-competitive swimmers who wouldn’t know any better. 

Save your $180. Google swim workouts, print, and bring to the pool deck.",0.3252354
20,MySwimPro Coach unlocks:,"I want to commend this app and all of the people behind it. I use this app more than anything on my phone. The workouts are challenging and the compatibility to my watch is unparalleled. I am working on the 10k training program and I am loving the workouts. 

My only criticism is in the apps interpretation of my speed. For some interval sets the pace is a bit too ambitious for me. It’s a petty criticism since I can go into the workout to adjust the time. I use the Hal Higden running app and find that the apps ability to adjust suggested paces based on previous workouts to be a really great addition.  Again, MySwimPro is worth every penny. It’s a great app and you can tell the people behind it are passionate and ambitious about swimming and this app!",0.9913136
21,MySwimPro Coach unlocks:,"UPDATE:

I have been using this app for maybe 4 months or so, and I love it even more now than when I first started with it!!

App developer VERY responsive, and they release positive app updates frequently without ruining the app. Just keeps getting better and better, and for REAL!

The premium subscription is SO worth it - you get a LOT for your money.

The community on Facebook is great as well - VERY positive, VERY encouraging to other swimmers, REGARDLESS of ability. 

Love this app, and it should be app of THE YEAR, not just the day!!!

I have completely immersed myself into ALL of the swim tracking apps - lots of time doing it - and this BY FAR is the best, by a mile - SO psyched about it. 

All of the other apps just try to track a workout, but this app has an INCREDIBLE library of pre-made workouts (app subscription required), and it is AMAZING, and has taken my swimming to a completely different level!

I have hired swim coaches in the past, and this app blows them all away. Very intuitive, accurate, and a very vibrant community, AND, IT WORKS!!!!

The customer support from the developer is unbelievable - seriously good!!

I use an Apple Watch Series 3 for reference.",0.4287175
22,MySwimPro Coach unlocks:,"I am not a professional swimmer but I do swim 6 days a week as my primary exercise. I used the one month free trial to get some of the premium features and I wasn’t sold. 

I like that there are workouts designed for me and that the watch tells you what to do. I used to print my workout and tape it to my water bottle at the end of the lane. I like that there are videos and helpful hints along the way when learning a new technique. 

I’m not a fan of the fact that I could finish a 1600yd workout just in time for the app the crash at the end of the workout and not record anything on the app. 

I would like to be able to restart a set or a rep in case the times didn’t match up or in case the app was buggy (which has happened). 

I have been so excited to see the times for reps and splits when I pop up out of the water only to find that it seems like the timer never started. Except it did start. And while I was trying to decide how to unlock, force touch pause, then force touch resume to see my times, I got a haptic notification that meant my next rep was starting and now I’m behind. 

I definitely wouldn’t pay for the app especially if the crashes so often. Even when I had the premium free trial it crashed. It needs some major bug fixes before I’ll try it out again.",0.9456331
23,MySwimPro Coach unlocks:,"I’ve waited a year to write this review. MSP was decent initially in the pool, but not open water swims. The team has thoughtfully and methodically improved the open water performance over the last year. The most recent update finally gets rid of the data anomalies - jagged lines - and inaccurate readings (was about 20% high on distance). I believe the distance now reads about 10% low, based on the garmin device that my swim partner uses that is quite accurate. I’ll give this app 5 stars when that gets fixed and when it can automatically detect pauses/breaks in open water swimming (now it pops up a dialog asking if I’ve stopped swimming or am doing drills, which doesn’t account for taking a break).",0.7668597
24,MySwimPro Coach unlocks:,"Keeping in mind the ridiculous hobbling that apple water lock causes, this app is still horrible. It undercounted a simple 300 free warmup. You have to screw around with trying to lunlick the water lock and then restart to go to the next set, which is a disaster. It somehow decided to pause a quarter of the way into my 16 repeat set. When you restart you have no idea what your set is so you waste the fort interval. You have no list of what’s next. All in all it captured almost none of my work out and I gave up on it eventually. To add insult to a bad experience the only thing it reported was my interval times. Yea that does a lot of good to know what interval I did. You don’t get your active time or stoke count without subscribing. You get both of those for free in the native apple activity app. An entire wasted workout of data. Glad I know not to spend money unless I just want workout ideas. This app is a huge fail.",0.9456331
25,MySwimPro Coach unlocks:,"This is THE app if you’re looking for something ton seamlessly track your swims and sync with your wearable tech. The swim workouts are varied enough there’s something for everyone. You can customize all the workouts, change the interval times, set number, order of the workout, anything and everything. That’s a great feature because sometimes I don’t have as much time as I need for some of the workouts. Problem solved. 

I recently had an issue with my account and the customer service was on point. I got an immediate response and my issue was resolved with that one response. Keep up the great work, MySwimPro!",0.9337764
26,MySwimPro Coach unlocks:,"Every time I open the app (about once every two days) they make me close a pop up about new features/upgrades/bug fixes. Good for you all for being so active at work, but shoving a bunch of text I don’t care about in my face literally every time I open the app is immensely annoying. Hire a UX researcher to investigate if you think I’m being dramatic, or, if you already have a UXR, perhaps listen to them more, as I’m certain they’re telling you it’s bad practice. 

Anyways, app is fine. Better tracking than Strava for swimming. Rarely gets my stroke right for pool swimming and I often have to adjust the distances for open water (always severely undercounted distance). But better than other options for now.",0.3956899
27,MySwimPro Coach unlocks:,"Buggy.  Poor split recording.   Switched from yards to meters And nothing happened to base times.   Occasionally will skip a workout in a series and there is no way to go back.  Frequently displays single workout results twice with slightly different times and splits.  No great way to edit this.

Unfavorable characteristics:
If I finish after the base time, the program has already started the next .  There doesn’t appear to be anyway to record this.  I can pause the workout but that’s not what really happened.  I can’t change my bases on the fly, and go back later, look at what I was able to do and change bases for the next workout.   It would be nice if the program would take tsplits into account when using designed workouts.  Can’t just extend a program workout if I want to do a few more meters",0.9723205
28,MySwimPro Coach unlocks:,"This app is amazing and the customer service is awesome! I had been a swimmer growing up and always had access to a coach. But after becoming an adult, I no longer had a coach and I stopped swimming. Every time I tried again to get back in the pool, I never knew what to swim, and it I wasn’t making any progress. I was hesitant at first to use an app to swim, but After starting MySwimPro I can never go back to just swimming. I’ve lost more weight than I thought I could, I’m swimming faster now than when I was a kid and I feel like I’m apart of a community. This app really changed my life for the better.",0.9456331
29,MySwimPro Coach unlocks:,"I’m really impressed with the app. I downloaded it in January, when I returned to the pool after 20 years off, following a running injury. Pools in the area were closed March-July, but I’ve been back for about a month, and I still love the app. You can create your own workout if you want, but there are also hundreds already written workouts to choose from. I send a workout to my Apple Watch and then jump in and swim. The watch communicates with my phone and I get “credit” from Strava for the workout. Even after 50+ workouts, I’m never bored. I’ve used the app for general strength building, too, through the dry land exercises. It’s expensive, but very worth it!",0.9456331
30,MySwimPro Coach unlocks:,"While the app itself is amazing between the video demos, training options, workouts, and tracking available, the customer service is what has made me come and place this review. I love that I can use my Apple Watch and transfer the data to my app. I knew it had transferred and saw it there the night prior. The next morning it was gone.  I sent an email, and within hours had received feedback, and was assisted in trying to retrieve the data. Sometimes it is out of our hands, but the fact that they were responsive and there to help not knowing whether I was going to get my data back or not was HUGE to me!",0.9456331
31,MySwimPro Coach unlocks:,"App subscription seems overall expensive. But i can see that it costs money to make the nice instruction videos. But paying extra for metrics seems a bit much.  My biggest gripe is that even with a series 4 watch the app doesn’t accurately gather the distance information, thus doesn’t appropriately capture the rep transitions and counts. Sometimes it seems to show the correct yardage but then when I end the workout it takes off 25 yard. I start and stop in the same place in a 25 yard pool, so not possible to not be in 50 yard increments. Sometimes I’ll do extra laps and it subtracts it off the total in the end, not giving me credit. 

I like the idea, and maybe I need to learn better how it expects to be used but it shouldn’t be that complicated.",0.9456331
32,MySwimPro Coach unlocks:,"I really do like this app. I love that it gives analytics on distance per stroke. I wear an Apple
Watch and use the app for my own work outs and open water swims. I am also not able to see well without my glasses. I like that I can make out most of the options in this app on my watch without them.  My only Dislike is that it does not recognize a kick set when you are only in pool swim mode. So I always have to Go in and manually add those as part of my workout. I also wish it would stop on a pause automatically as it is not easy to pause mid workout of time is your goal. Other than that I like the app and will keep using it. I’m happy to have a swim app.",0.9456331
33,MySwimPro Coach unlocks:,"I’m sad to say this app is no longer worth it. I enjoyed their workouts and the fitbit app is actually pretty good when you load the workouts to the app, however as soon as Fitbit announced a partnership with Myswimpro, they changed their pricing structure and also removed EVERY SINGLE FREE WORKOUT. You can no longer use the app unless you pay them money. This even goes against fitbits own workout app, which does provide some free workouts amongst the paid. It’s sad the developers got greedy and are now forcing people to pay for all items in the app. The ability to at least list a few free workouts was great, but now unless you make your own workout you can’t sync anything up to the fitbit app unless you subscribe to their plans. I’d even pay for the app itself if it didn’t mean some subscription. but unfortunately that’s what this app has come to.",0.4041062
34,MySwimPro Coach unlocks:,"I am in my late 50s, was a swimmer in HS and college and really came back to the sport because I needed low impact on my knees. I have loved this app for almost 3 yrs. 
I applaud MSP with developing the Dryland exercises but not until the Low Impact Training Plan did I get engaged in a routine. I love that I can control the timing as well as having Fares right there demonstrating and doing the exercise with me. What a way to keep us motivated and not feeling like we are losing out on our memberships!  I hope you will keep these plans available once we are back in the swim. 
Go MSP Team!",0.9456331
35,MySwimPro Coach unlocks:,"I really like this app, but I really only do two workouts at the pool. I rotate back and forth between a sprint workout and a distance workout. All I want is something to track those two. I can't create and save those workouts any more without paying for premium.

For nearly $200 a year, I just can't justify that. Comparable apps like Runkeeper and LoseIt have a free tier with solid basic functionality and even at premium tier they only charge $40 a year. MySwimPro seems to be trying to capitalize on having a near monopoly on the swimming app market. I'm going to the basic Apple Watch app instead until MySwimPro's pricing is more in line with market rates.",0.45176134
36,MySwimPro Coach unlocks:,"As others have stated there are technical issues with this app, most noticeably when you change things (yd to m, skip workout, add a set, etc).  The app is limited without a subscription, but the instructional videos are good.  I like the ability to define workouts but even that is limited if you’re not subscribed.

However, even with a subscription (which I paid for several months) the app still limits what you can do. For example you can only have one active workout plan. Well what if I want to alternate sprint and distance workouts throughout the week?  No can do.

But even if none of these issues and limitations existed I can’t get over the ludicrous subscription price.  The developers should go look at popular apps that provide tremendous value for non-subscribers (MapMyX comes to mind).  There are many services for which I pay half the cost for something which my entire family gets to use (movie and music streaming come to mind).  It’s impossible for me to pay the effective cost of another gym membership for an app only I can use for maybe 6h/week.

I knocked the rating down another star for the punitive subscription model.",0.38955593
37,MySwimPro Coach unlocks:,"For the cost of this app I didn’t expect the features to be so limited. Also, it takes forever (and sometimes  multiple attempts) to log a workout. But even more important, the workout program I was using (400IMX challenge) actually made me lose ground in my 400 IM training. My fly endurance decreased and my baseline 100 IM time got slower! There was zero explanation of the intensity levels or some of the drills. When I searched the internet for the intensity levels, it seems that the program is using “best average” pace with intervals that don’t provide nearly enough rest. Also the workouts don’t contain enough kicking. No wonder my progress went in the wrong direction. I only used it for four of the 10 weeks—a very expensive experiment. I sure hope it doesn’t automatically renew 11 months from now.",0.9456331
38,MySwimPro Coach unlocks:,"I went to the pool today and planned on using my watch and Swim Pro! Nope, I was greeted with tiny print telling me, nah, this app requires me to get permission! I’m sitting with my legs in the water and ready to start laps and no the app is NOT going to track my laps. And it didn’t. Useless! I paid for an app for swimming and it refused to work. If I can’t use it; what did I pay for? Now it’s my job to figure out how to use this? If the app requires me to figure out how to use it BEFORE I get in the pool it ought to tell me while I have glasses on and not goggles. I’m disappointed and actually angry. I pay to swim and paid for an app. Useless!
I have been to the pool 3 times with this app. Nothing works. Garbage. 
There needs to be instructions on setting it up and using it. Instead, it wants to sell upgrades. I hate it!",0.9456331
39,MySwimPro Coach unlocks:,"When I signed up and filled in my profile info there was a workout.  Paid my subscription fee and went to pool. When I opened app there was a confusing amount of info and the workout included dryland etc. My profile did not include dryland, and it did include my available workout time.   The workout I saw before subscription was good. After I paid … totally different and I’m not able to stop and fiddle on my phone in the bright sun.  I can’t read without my glasses so I’d have to print everything… this is for young people with apple watches… or anyone with an Apple Watch… but not for 50 something’s trying to get in shape and have some workouts that you don’t have to make up yourself.  Very disappointed and wishing I didn’t spend money on this nonsense.",0.9456331
40,MySwimPro Coach unlocks:,"I totally recommend this app to people learning to get better at swimming or get good workouts in the pool. However, I want to ask the developers if they could add more videos to most (those that aren’t easy described) workouts and reps. For example, it asks me to do a “heel tag breaststroke kick”, or a “flow kick.” Like, what is that? Could you add more description or a small video? If more clarification could be made on each, I would totally make this a 5/5. But please get the app, its great. Just wanted to ask the developers to improve this small part.",0.9456331
41,MySwimPro Coach unlocks:,"Used the app with my Garmin Fenix 5S pro today for the first time. Already seeing the bugs that previous reviewers have mentioned. Even though my settings across Garmin, this app, and my watch are all set to yards and miles, it kept switching back-and-forth between meters and yards and then it was short changing me on the yards. It crashed five times before I got it to work properly. The first five times I tried using the work out that was uploaded to my watch, it was not the work out that was on my phone in the app and it would crash. I like the idea of workouts but this is going to drive me nuts and not sure I’m willing to pay for something that doesn’t work properly.",0.9456331
42,MySwimPro Coach unlocks:,"This isn’t really a critique it’s more me asking if a feature could be added. I’m currently training my surfing and I need an app that can train my paddling and record distances, etc.. There are surf apps for tracking but those are mostly for surfing not training the paddling endurance. I was wondering if paddling could be added to the type since I’m sure it could be tracked as if it was free styling. Everything about the app would work with it, I’m planning on testing it out with free style stroke and see if it works well. 

Thank you.",0.6199569
43,MySwimPro Coach unlocks:,Getting back in the water after being out for two years because of surgery and Covid. Right now I am using the app as a structured way to stay focused and not get overwhelmed from the thousands of yards to train. So far it has really helped in slowly getting back into the groove of everything. Utilizing The Apple Watch has been a great way to see and track heart rate during the work out as well as yardage and the intervals to stay focused on what’s in front of me and not what’s to come.,0.9456331
44,MySwimPro Coach unlocks:,My very first time using it I swam 1600 yards in open water. I went to stop my workout and save it but it wouldn’t let me. The time showed 20 minutes but after changing out of my wetsuit I checked to see if I could try and save my workout and it was now showing 2600 yards but still 20 minutes. Every time I tried to save my swim it would give me an error. Nothing would work. It then drained my battery so fast that my battery didn’t even last half the day when usually I can go two full days before battery dying. It must have been stuck and still using GPS functions and killed the battery. I was very hopeful for this app as it was supposed to sync with Strava. I guess now I will just wait and hope that Strava comes out with a swim workout feature on the Apple Watch soon.,0.9456331
45,MySwimPro Coach unlocks:,"I began training and racing in triathlons last year. Previously I had been a college rugby player with very very little swimming experience. Using the MySwim app has helped me so much. The main thing has been the ease and convenience that comes with using it on my apple watch. Prior to using the app on my watch I was struggling to improve on my swim, all I had was a Nixon surf watch that I used as a stop watch. Now I can measure my length speed, work in drills, and reps all on the watch app, then I can go look up stats on the mobile app. I love this app and will continue to use it in the future.",0.9456331
46,MySwimPro Coach unlocks:,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",0.9456331
