,review,rating,title,keywords_by_method1,keywords_by_method2
10,Communicated with John who was very helpful. App has always correctly recorded times for me for the almost two years that I’ve used it. But one swim recently showed correct total time but recorded each length as exactly same time - obvious error. John guided me through a few steps and consulted with his engineer. Problem seems to have fixed itself. I appreciated John’s concern and his checking in with me later to verify app was working fine now.,5,Weird record on one particular swim,"['John', 'Communicated', 'helpful', 'Communicated with John', 'recorded', 'time', 'App', 'obvious error', 'correctly recorded', 'obvious']","['time recorded', 'recorded times', 'recorded length', 'total time', 'correctly recorded', 'app correctly', 'swim recently', 'used swim', 'exactly time', 'swim']"
11,This app is great when it works. Just after the new iOS update the app has been buggy and lost two of my swims. I️ like that it handles rest between intervals and sets. I️ also like to set the drill mode. The Apple Watch workout app tracks in the background and it adds to your rings.  Ending a workout can be a pain since the way the Apple Watch and app are relying on pressure. Did a 4000 yard workout with my masters group and the app locked up and lost the workout. It needs serious fixes and an update. May go back to apples fitness app which is harder to handle I️. The water for drill sets.,3,Good app,"['Apple Watch', 'app', 'Apple Watch workout', 'workout', 'Watch', 'Watch workout app', 'Apple', 'works', 'great', 'Watch workout']","['fitness app', 'workout app', 'watch app', 'apple watch', 'watch workout', 'app great', 'apples fitness', 'app', 'app buggy', 'app tracks']"
12,"I haven’t even gotten around to using this app in the pool because the interface/settings are extremely cumbersome. This app won’t save your preferences on workout searches; it defaults back to the preferences you input when you set up your account. I made the “mistake” of setting up preferences that turned out to be very restrictive and only showed one workout. If I want to search for a new workout, I have to change my preferences every time I navigate away from the Workouts tab. If I favorite a workout after fiddling with my preferences for the umpteenth time, I have to change my settings yet again when I want to view those workouts.",1,Terrible functionality,"['extremely cumbersome', 'preferences', 'workout', 'app', 'n’t', 'n’t save', 'interface', 'cumbersome', 'pool', 'extremely']","['workout searches', 'workouts tab', 'view workouts', 'preferences workout', 'workout change', 'away workouts', 'workout want', 'favorite workout', 'preferences', 'app pool']"
13,Swim is doing a lot better with updates: a few things that I would love improved - for some reason integration with strava has the pace graph all messed up. Only when I edit my swim in the swim app in any way and then post to strava does the pace graph look like my actual swim. Also would love for the heart rate connection to strava be a lot better - there are tons of gaps that equate to zero when they should probably just be connected by a line,4,Strava integration could be better,"['pace graph', 'reason integration', 'love improved', 'Swim', 'pace', 'strava', 'graph all messed', 'graph', 'updates', 'improved']","['swim app', 'edit swim', 'swim love', 'strava pace', 'actual swim', 'swim doing', 'better updates', 'swim', 'swim swim', 'post strava']"
14,"This app works. I am not sure where all the complaints come from. It counts laps, yards/meters, shows heart rate in one place. The new redesign on AW is just perfect. Especially the color coding. The stats on phone seems to be a little “cluttered” but still show all that is needed. This review comes from a guy with over 40 years of experience swimming. To developers, keep up the great work. Thanks!",5,Great app for swimmers!,"['app works', 'app', 'counts laps', 'shows heart rate', 'yards', 'meters', 'heart rate', 'great work', 'shows heart', 'works']","['app works', 'stats phone', 'app', 'laps yards', 'counts laps', 'swimming developers', 'experience swimming', 'laps', 'heart rate', 'swimming']"
15,This has been happening to me in the past month at least one a week and I was hoping the new update would fix this but it happened again today and I lost all my data! I was doing a drill and I was ready to do my last 100 yards and I looked at my watch to check my pace and the app was back to the start as if I had not just swim 2500 yards.,4,Stops working during swim,"['past month', 'update would fix', 'happened again today', 'data', 'watch to check', 'check my pace', 'app was back', 'yards', 'happening', 'past']","['lost data', 'update fix', 'pace app', 'new update', 'swim 2500', 'update', 'check pace', 'fix happened', 'happened today', 'app']"
16,"Only complaint is there’s no option to NOT put in distance. Sometimes I just swim for “time” and don’t count the distance. App requires a multiple to place in the distance box. I just put in a random number and then in the notes I explain what I did on this particular training day. Other than that, app is easy to use and very useful, especially for me as a “returning swimmer”, so I can measure my progress. Cheers!",5,Awesome app!,"['distance', 'complaint', 'option', 'put', 'distance box', 'App', 'n’t count', 'time', 'count the distance', 'App requires']","['distance app', 'day app', 'app easy', 'swimmer measure', 'swim time', 'app', 'app requires', 'easy use', 'returning swimmer', 'count distance']"
17,"My primary complaint is that the last lap appears to throw in a couple of seconds. One can check this by comparing the splits against the last. Now to work around this problem, I simply add another 50 yards to the interval and use the next to last split and final times. And it makes a better workout!

One other request. I would like to see room on the watch face for stroke rate with the existing parameters you already show at intervals.

You are building a very good tool and our requests are a testimony that we’re using it but want more. Very common in the software business.

As I mentioned earlier I would be happy to pay for this app so don’t stop!

And thank you!",4,Still not as good as the original swimsense but it’s a very good tool.,"['primary complaint', 'primary', 'complaint', 'lap', 'throw', 'couple', 'final times', 'simply add', 'comparing the splits', 'splits']","['stroke rate', 'workout request', 'lap', 'interval use', 'lap appears', 'better workout', 'yards interval', 'intervals building', 'room watch', 'intervals']"
18,I’ve used this App for 4 years and over the last year it has been crashing and dropping my swims halfway through my 3500 yard sessions. I regularly have to check and manually add 1300+ yard sets to accurately track my total distance. I submitted a report and they told me it was because I’m not running the current version (which I am on an Apple Series 6). Unfortunately this is the best tracker I have found so far so I deal with the crashes that have become a regular part of my training.,2,Used to work brilliantly,"['yard sessions', 'crashing and dropping', 'dropping my swims', 'swims halfway', 'yard sets', 'Apple Series', 'App', 'yard', 'sessions', 'manually add']","['tracker far', 'app years', 'best tracker', 'accurately track', 'version apple', 'track', 'year crashing', 'app', 'crashing dropping', 'track total']"
19,I like the app on the Apple watch 2 but doesn’t translate well to iPhone. The workouts usually take days to sync and the calories always show 0 even though my watch obviously picks up the movement. It just doesn’t equate to the same number of calories as the resistance brings when the watch knows that your swimming. Not sure I explained well but it’s frustrating. The only thing I like about his app is that it differentiates resting vs swimming time. Haven’t found another swimming app that does that automatically.,2,Sync issues. Doesn’t show calories.,"['Apple watch', 'Apple', 'n’t translate', 'watch', 'n’t', 'iPhone', 'app', 'swimming', 'translate', 'calories']","['iphone workouts', 'swimming app', 'calories watch', 'sync calories', 'apple watch', 'app does', 'app apple', 'swimming time', 'app', 'calories resistance']"
20,"More accurate than iSwimStat, and I compare it with a couple others but this doesn’t load quickly. It takes hours or even days to show up even though I refresh many times. Not sure if I’m using it correctly.  Synched with Apple Watch.",4,Not loading stats,"['n’t load quickly', 'accurate than iSwimStat', 'load quickly', 'n’t load', 'Apple Watch', 'iSwimStat', 'quickly', 'refresh many times', 'accurate', 'compare']","['accurate iswimstat', 'iswimstat', 'iswimstat compare', 'apple watch', 'refresh times', 'correctly synched', 'synched', 'synched apple', 'load quickly', 'apple']"
21,I like this app - it’s free and you can’t argue with the value for what it does (other apps charge you for stats/membership). The only reason for 4 stars and not 5 is my being unable to put/list myself on leaderboard. Perhaps it’s just a learning curve - I’m using this app only for a 3-4 months. Do you know how I can fix that?,4,Great app,"['n’t argue', 'apps charge', 'membership', 'stats', 'free', 'n’t', 'argue', 'charge', 'unable to put', 'app']","['leaderboard', 'leaderboard just', 'list leaderboard', 'app', 'app free', 'using app', 'app months', 'does apps', 'like app', 'stars unable']"
22,"In my opinion, the best app. It stops automatically, you have the possibility to record distance swam for drill mode (apple watch native exercise app does not offer this possibilty), you have the possibility to swim a set in a fixed amount of time (repeat in), which is another important feature that the native app does not have).",5,The best!,"['native exercise app', 'apple watch native', 'app', 'record distance swam', 'watch native exercise', 'opinion', 'exercise app', 'native app', 'possibility to record', 'possibility to swim']","['exercise app', 'best app', 'apple watch', 'native app', 'native exercise', 'app', 'watch native', 'distance swam', 'swam drill', 'swim']"
23,When it automatically syncs it is good but each year have problems with this. I love when it works correctly but not so much when it doesn’t. The service with issues of connectivity or syncing not much help. But it would be five stars if it worked correctly all the time.,3,A sometimes frustrating,"['automatically syncs', 'year have problems', 'automatically', 'syncs', 'good', 'year', 'problems', 'works correctly', 'correctly', 'worked correctly']","['syncs good', 'automatically syncs', 'syncing', 'connectivity syncing', 'syncs', 'syncing help', 'service issues', 'connectivity', 'issues connectivity', 'doesn service']"
24,"Not sure where the negative reviews are coming from regarding accuracy. This app comes within 50 yards of my 3000+ yard workouts, and gathers excellent data. The best part, however, is an easily accessible drill mode for kick sets. Best swim app available at time of this writing, and I’ve tried them all.",5,Very Accurate For Pool Swimming,"['negative reviews', 'reviews are coming', 'accuracy', 'yard workouts', 'negative', 'reviews', 'coming', 'gathers excellent data', 'excellent data', 'app']","['accuracy app', 'regarding accuracy', 'swim app', 'accuracy', 'negative reviews', 'app', 'best swim', 'app comes', 'data best', 'app available']"
25,"After 3 years of using this app, I can say it covers all the needs of the swimmer and it keeps evolving and adding functionalities.

Unmatched and highly responsive customer support makes it even better.",5,Excellent App and customer support,"['adding functionalities', 'evolving and adding', 'highly responsive customer', 'responsive customer support', 'customer support makes', 'years', 'app', 'functionalities', 'Unmatched and highly', 'covers']","['needs swimmer', 'swimmer keeps', 'swimmer', 'app', 'app say', 'using app', 'highly responsive', 'functionalities', 'responsive', 'adding functionalities']"
26,"I have used this app with my Series 2 Watch, and it worked well. The user interface is great, and accounting for kick drills is excellent. 

It needs an update however for the new Watch iOS. I don’t blame the developer, but it needs to be addressed. Blows away Apple’s swim
tracker, when it works.

UPDATE:

I have uninstalled and then reinstalled. Still doesn’t work on Apple Watch Series 3. Developer is VERY responsive, which is appreciated, but still not working. Hopefully soon because it is an excellent app, when it works.

FINAL UPDATE:

I have done everything short of sacrificing a goat to get this app to work. I even reset my Apple Watch Series 3 to factory settings. After 200 meters, watch read 50. 

Done with this app forever. Great concept, but reality is much different. It just doesn’t work.",1,Doesn’t work with Apple Watch 3,"['Apple Watch Series', 'Watch Series', 'Watch', 'Apple Watch', 'Series', 'Apple', 'update', 'app', 'n’t', 'work']","['apple watch', 'watch ios', 'swim tracker', 'meters watch', 'new watch', 'watch worked', 'excellent app', 'tracker works', 'series watch', 'apple swim']"
27,"I was really excited about this app, but it blocks out all relevant information and covers the face of my watch with just the time of day so it’s nearly impossible to figure out what my splits are or what comes next in the workout. I tried raising my arm, touching the screen, jiggling the Digital Crown, but nothing reliably called up the info I wanted to see. I finally gave up and went back to the watch’s built in lap tracker. Disappointing.",1,Makes Apple Watch useless,"['relevant information', 'information and covers', 'covers the face', 'time of day', 'impossible to figure', 'Digital Crown', 'jiggling the Digital', 'touching the screen', 'app', 'workout']","['lap tracker', 'face watch', 'tracker disappointing', 'app', 'watch built', 'excited app', 'tracker', 'app blocks', 'touching screen', 'watch']"
28,"Never had an issue with calorie transfer to health app until the recent update that was supposed to fix an issue regarding that. Said I burned 197,000 calories the first swim workout I completed since the new update. I have an Apple Watch 5 and iphone12 plus.",4,Recent update,"['fix an issue', 'transfer to health', 'health app', 'supposed to fix', 'calorie transfer', 'recent update', 'issue', 'Apple Watch', 'update', 'transfer']","['calorie transfer', 'issue calorie', 'calories', 'health app', 'calories swim', 'transfer health', 'calorie', '000 calories', 'apple watch', 'burned 197']"
29,"Frequently adds laps, even for a 100 it may record 125. It also doesn’t correctly I’d strokes. Tech support doesn’t seem interested. I have the latest pre beta version with open water tracking, they told me all bugs were fixed. I use the latest “pre” beta version which I was told had the latest algorithms   Unfortunately I see the same errors as the previous versions",2,Not consistant,"['Frequently adds laps', 'Frequently adds', 'adds laps', 'Frequently', 'laps', 'record', 'latest', 'adds', 'n’t', 'beta version']","['laps 100', 'water tracking', 'adds laps', 'laps', 'tracking', 'bugs fixed', 'unfortunately errors', 'tracking told', 'use latest', '100 record']"
30,"Have nearly 900k yards tracked with only a handful of errors. Accurate tracking, consistent splits, and one button start/stop. On top of that, developers that listen and want to fix issues and constantly make this app better. Highly recommended.",5,The Best Swim Tracker,"['yards tracked', 'handful of errors', 'Accurate tracking', 'consistent splits', 'yards', 'errors', 'button start', 'tracked', 'handful', 'stop']","['yards tracked', 'accurate tracking', 'tracking', 'app better', '900k yards', 'yards', 'tracking consistent', 'tracked handful', 'app', 'errors accurate']"
31,"I had some issues with the Swim app on my Apple Watch a few years ago so I switched to Apple’s swim workout app -that is until Swim stopped loading the data (I think due to an Apple update)

Now that I’m using Swim again, I notice two problems. 

1) the calories count is about half what it should be on my 2250 yard swim, but agrees with Apple’s count on my 250 yard swim. 

2) I typically do a long swim (2250 yds) followed by a short (250 yd swim). My last 2 sessions (using the Swim app on my Apple Watch 3) only one swim would load on swim. 
One time the app crashed when I ended the longer swim.",4,Calorie count seems off,"['Apple Watch', 'Swim stopped loading', 'Swim', 'Apple update', 'Apple', 'swim workout app', 'loading the data', 'notice two problems', 'years ago', 'stopped loading']","['issues swim', 'swim load', 'swim workout', 'swim app', 'app swim', 'swim time', 'swim 2250', 'apple swim', 'swim sessions', 'workout app']"
32,"This app is exactly what I wanted!
-build swim workouts
-track swim workouts

4/5 stars because it’s very slow and communication with my Apple Watch is a bit glitchy. Couldn’t track this morning’s swim. Saw the update and downloaded it just now so hopefully that helps.",4,Perfect but slow,"['Apple Watch', 'swim workouts', 'build swim workouts', 'workouts', 'track swim workouts', 'wanted', 'swim', 'app', 'Apple', 'Watch']","['workouts track', 'apple watch', 'track swim', 'swim workouts', 'build swim', 'track', 'app', 'swim', 'workouts stars', 'app exactly']"
33,I like the app and the ability to have my workouts on my Apple Watch.  The connection between the Watch and app does not work and when it does then the app to the activity tracker does not work.  I have followed all the suggestions in the support but it’s still unstable.  Connection to the internet is not the problem.,3,Good and Bad,"['Apple Watch', 'Watch', 'Apple', 'app', 'Watch and app', 'ability', 'workouts', 'work', 'activity tracker', 'connection']","['watch app', 'watch connection', 'apple watch', 'unstable connection', 'connection watch', 'activity tracker', 'workouts apple', 'does app', 'app activity', 'app ability']"
34,"Downloaded the app and tried to create a new account by putting all my info in, but I clicked on create new account nothing worked.",5,Will not let me create a new account,"['Downloaded the app', 'account nothing worked', 'account by putting', 'account', 'Downloaded', 'worked', 'clicked on create', 'create new account', 'create', 'app']","['account worked', 'tried create', 'new account', 'downloaded app', 'account putting', 'app tried', 'create new', 'account', 'app', 'clicked create']"
35,The concept of the app is great and really needed as there is little support for swimmers.  I have had the app for a long time.  When it was launched I expected it would quickly start aligning with all the watches that support swimming metrics.  I support Polar who have been in the swimming space for a long time.  There is still no support for Polar or a raft of other watches.  If you want to grow your customer base surely appealing to a wider audience is a no brainer but I must be wrong!,1,What’s the point,"['long time', 'support', 'app is great', 'app', 'swimmers', 'time', 'Polar', 'support for swimmers', 'long', 'concept']","['swimmers app', 'watches support', 'support swimming', 'support swimmers', 'swimming metrics', 'concept app', 'app', 'app great', 'swimmers', 'raft watches']"
36,"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,Noob can’t track laps,"['Apple Watch', 'bought my Apple', 'Watch', 'Apple', 'bought', 'back crawls', 'week', '’ll', 'kickboard front', 'tracking is wonky']","['lap tracker', 'swim lap', 'apple watch', 'track laps', 'laps', 'laps looking', 'tracking wonky', 'week tracked', 'tracking', 'lap']"
37,"Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,A bit disappointed,"['swim sessions', 'saved', 'Disappeared completely', 'swim', 'sessions', 'apple watch displays', 'buttons and labels', 'Disappeared', 'box', 'apple watch']","['apple watch', 'swim sessions', 'saved disappeared', 'watch displays', 'sessions saved', 'weird layout', 'swimming 4kms', 'disappeared completely', 'swimming', 'displays weird']"
38,Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,Not thrilled,"['Great concept', 'n’t', 'Great', 'concept', 'ease', 'n’t intuitive', 'inputting your times', 'power curve', 'duration', 'app is n’t']","['swimmers running', 'swimmers', 'actual swimmers', 'app', 'inputting times', 'ease use', 'isn app', 'times option', 'intuitive use', 'app isn']"
39,"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,Needs improvement,"['adjust date', 'swim', 'date of swim', 'posted day late', 'swim occasionally', 'save', 'adjust', 'date', 'day late', 'input']","['adjust date', 'save forget', 'save', 'does save', 'date swim', 'posted day', 'swim posted', 'input day', 'twice save', 'day swim']"
40,"It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,auto-imports swim workouts fixed,"['auto-import swim workouts', 'health app', 'removed that feature', 'auto-import swim', 'swim workouts', 'reason they removed', 'app', 'feature', 'auto-import', 'swim']","['import swim', 'health app', 'swim workouts', 'workouts health', 'app reason', 'swim', 'workouts', 'app', 'auto import', 'removed feature']"
41,Great website to use for logging and viewing my swim stats,5,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,"['Great website', 'swim stats', 'logging and viewing', 'viewing my swim', 'Great', 'stats', 'website', 'logging', 'viewing', 'swim']","['swim stats', 'viewing swim', 'great website', 'website', 'swim', 'use logging', 'logging viewing', 'logging', 'website use', 'stats']"
42,Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,Overstating Distance,"['owner since October', 'Apple Watch', 'October', 'Watch SE owner', 'watch record', 'native activity app', 'Watch', 'Apple', 'yards', 'recorded accurately']","['distance recorded', 'app overstating', 'overstating distance', 'distance water', 'apple watch', 'recorded accurately', '1200 yards', 'yards watch', 'phone distance', 'distance']"
43,The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,Fantastic!,"['absolutely incredible', 'leaderboard feature', 'feature is absolutely', 'incredible', 'leaderboard', 'feature', 'absolutely', 'tracking device', 'device', 'n’t']","['leaderboard feature', 'leaderboard', 'tracking device', 'tracking', 'better tracking', 'feature absolutely', 'feature', 'absolutely incredible', 'device', 'incredible']"
44,"To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,Utter Garbage,"['personal information', 'turn over incredible', 'incredible amounts', 'amounts of personal', 'n’t work', 'information', 'n’t work effectively', 'app', 'virtual events', 'turn']","['private app', 'use app', 'virtual events', 'app', 'app turn', 'app won', 'profile private', 'usms partnered', 'personal information', 'events ui']"
45,Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,Love this App!,"['Apple Watch', 'Watch while swimming', 'Love building workouts', 'Love building', 'building workouts', 'workouts and viewing', 'Apple', 'Watch', 'Love', 'swimming']","['apple watch', 'swimming tracking', 'workouts viewing', 'compared apps', 'tracking accuracy', 'watch swimming', 'apps', 'tracking', 'accuracy best', 'apple']"
46,"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,Error,"['complete a warm', 'complete', 'track the workout', 'workout', 'workout is complete', 'app', 'warm', 'continue', 'swim to continue', 'app works']","['continue swim', 'swim continue', 'track workout', 'works glitch', 'continue track', 'glitch', 'workout complete', 'app works', 'workout overall', 'swim']"
47,"I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,Unable to log my swim workouts,"['swim workouts automatically', 'pool November', 'recently got back', 'app would log', 'swim workouts', 'workouts automatically', 'n’t recognize', 'November', 'Jan', 'fix this problem']","['workouts automatically', 'app log', 'swim workouts', 'log swim', 'doesn recognize', 'pool', 'swim', 'got pool', 'pool november', 'app']"
48,"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,Can someone just get Garmin to work with Apple,"['Apple watch', 'swimming with Garmin', 'Garmin watches', 'switch to Apple', 'long time', 'watch', 'Garmin', 'Apple', 'inn the watch', 'technical person work']","['garmin watches', 'app watch', 'apple watch', 'swimming garmin', 'garmin', 'watches', 'connect app', 'inn watch', 'watches long', 'app']"
