,feature,review,similarity score
10,MySwimPro Coach unlocks:,"Buggy.  Poor split recording.   Switched from yards to meters And nothing happened to base times.   Occasionally will skip a workout in a series and there is no way to go back.  Frequently displays single workout results twice with slightly different times and splits.  No great way to edit this.

Unfavorable characteristics:
If I finish after the base time, the program has already started the next .  There doesn’t appear to be anyway to record this.  I can pause the workout but that’s not what really happened.  I can’t change my bases on the fly, and go back later, look at what I was able to do and change bases for the next workout.   It would be nice if the program would take tsplits into account when using designed workouts.  Can’t just extend a program workout if I want to do a few more meters",0.24219874
11,MySwimPro Coach unlocks:,"App subscription seems overall expensive. But i can see that it costs money to make the nice instruction videos. But paying extra for metrics seems a bit much.  My biggest gripe is that even with a series 4 watch the app doesn’t accurately gather the distance information, thus doesn’t appropriately capture the rep transitions and counts. Sometimes it seems to show the correct yardage but then when I end the workout it takes off 25 yard. I start and stop in the same place in a 25 yard pool, so not possible to not be in 50 yard increments. Sometimes I’ll do extra laps and it subtracts it off the total in the end, not giving me credit. 

I like the idea, and maybe I need to learn better how it expects to be used but it shouldn’t be that complicated.",0.24219874
12,MySwimPro Coach unlocks:,"I’m sad to say this app is no longer worth it. I enjoyed their workouts and the fitbit app is actually pretty good when you load the workouts to the app, however as soon as Fitbit announced a partnership with Myswimpro, they changed their pricing structure and also removed EVERY SINGLE FREE WORKOUT. You can no longer use the app unless you pay them money. This even goes against fitbits own workout app, which does provide some free workouts amongst the paid. It’s sad the developers got greedy and are now forcing people to pay for all items in the app. The ability to at least list a few free workouts was great, but now unless you make your own workout you can’t sync anything up to the fitbit app unless you subscribe to their plans. I’d even pay for the app itself if it didn’t mean some subscription. but unfortunately that’s what this app has come to.",0.24219874
13,MySwimPro Coach unlocks:,"I really like this app, but I really only do two workouts at the pool. I rotate back and forth between a sprint workout and a distance workout. All I want is something to track those two. I can't create and save those workouts any more without paying for premium.

For nearly $200 a year, I just can't justify that. Comparable apps like Runkeeper and LoseIt have a free tier with solid basic functionality and even at premium tier they only charge $40 a year. MySwimPro seems to be trying to capitalize on having a near monopoly on the swimming app market. I'm going to the basic Apple Watch app instead until MySwimPro's pricing is more in line with market rates.",0.24219874
14,MySwimPro Coach unlocks:,"As others have stated there are technical issues with this app, most noticeably when you change things (yd to m, skip workout, add a set, etc).  The app is limited without a subscription, but the instructional videos are good.  I like the ability to define workouts but even that is limited if you’re not subscribed.

However, even with a subscription (which I paid for several months) the app still limits what you can do. For example you can only have one active workout plan. Well what if I want to alternate sprint and distance workouts throughout the week?  No can do.

But even if none of these issues and limitations existed I can’t get over the ludicrous subscription price.  The developers should go look at popular apps that provide tremendous value for non-subscribers (MapMyX comes to mind).  There are many services for which I pay half the cost for something which my entire family gets to use (movie and music streaming come to mind).  It’s impossible for me to pay the effective cost of another gym membership for an app only I can use for maybe 6h/week.

I knocked the rating down another star for the punitive subscription model.",0.24219874
15,MySwimPro Coach unlocks:,"For the cost of this app I didn’t expect the features to be so limited. Also, it takes forever (and sometimes  multiple attempts) to log a workout. But even more important, the workout program I was using (400IMX challenge) actually made me lose ground in my 400 IM training. My fly endurance decreased and my baseline 100 IM time got slower! There was zero explanation of the intensity levels or some of the drills. When I searched the internet for the intensity levels, it seems that the program is using “best average” pace with intervals that don’t provide nearly enough rest. Also the workouts don’t contain enough kicking. No wonder my progress went in the wrong direction. I only used it for four of the 10 weeks—a very expensive experiment. I sure hope it doesn’t automatically renew 11 months from now.",0.97022665
16,MySwimPro Coach unlocks:,"I went to the pool today and planned on using my watch and Swim Pro! Nope, I was greeted with tiny print telling me, nah, this app requires me to get permission! I’m sitting with my legs in the water and ready to start laps and no the app is NOT going to track my laps. And it didn’t. Useless! I paid for an app for swimming and it refused to work. If I can’t use it; what did I pay for? Now it’s my job to figure out how to use this? If the app requires me to figure out how to use it BEFORE I get in the pool it ought to tell me while I have glasses on and not goggles. I’m disappointed and actually angry. I pay to swim and paid for an app. Useless!
I have been to the pool 3 times with this app. Nothing works. Garbage. 
There needs to be instructions on setting it up and using it. Instead, it wants to sell upgrades. I hate it!",0.24219874
17,MySwimPro Coach unlocks:,"When I signed up and filled in my profile info there was a workout.  Paid my subscription fee and went to pool. When I opened app there was a confusing amount of info and the workout included dryland etc. My profile did not include dryland, and it did include my available workout time.   The workout I saw before subscription was good. After I paid … totally different and I’m not able to stop and fiddle on my phone in the bright sun.  I can’t read without my glasses so I’d have to print everything… this is for young people with apple watches… or anyone with an Apple Watch… but not for 50 something’s trying to get in shape and have some workouts that you don’t have to make up yourself.  Very disappointed and wishing I didn’t spend money on this nonsense.",0.24219874
18,MySwimPro Coach unlocks:,"Used the app with my Garmin Fenix 5S pro today for the first time. Already seeing the bugs that previous reviewers have mentioned. Even though my settings across Garmin, this app, and my watch are all set to yards and miles, it kept switching back-and-forth between meters and yards and then it was short changing me on the yards. It crashed five times before I got it to work properly. The first five times I tried using the work out that was uploaded to my watch, it was not the work out that was on my phone in the app and it would crash. I like the idea of workouts but this is going to drive me nuts and not sure I’m willing to pay for something that doesn’t work properly.",0.999044
19,MySwimPro Coach unlocks:,My very first time using it I swam 1600 yards in open water. I went to stop my workout and save it but it wouldn’t let me. The time showed 20 minutes but after changing out of my wetsuit I checked to see if I could try and save my workout and it was now showing 2600 yards but still 20 minutes. Every time I tried to save my swim it would give me an error. Nothing would work. It then drained my battery so fast that my battery didn’t even last half the day when usually I can go two full days before battery dying. It must have been stuck and still using GPS functions and killed the battery. I was very hopeful for this app as it was supposed to sync with Strava. I guess now I will just wait and hope that Strava comes out with a swim workout feature on the Apple Watch soon.,0.24219874
20,MySwimPro Coach unlocks:,"when you open the app, it presents all this cool stuff, like workouts, videos, but absolutely none of it is included in the free version. this is what other reviewers are commenting on, and the developers don’t seem to get that. the effect is that the free version feels like little more than an advertisement for the $30/month paid version.

let’s take the workouts, for example. you can save custom workouts, great! but where are you going to get these custom workouts? for a casual user like me, i can get all kinds of dry land workouts from the nike app—which is genuinely free and excellent. i can get pool workouts on the internet. if this app would include even one beginner and one intermediate app in the free version, it would have some value for casual fitness swimmers. i’d even pay $5/month for a modest selection of workouts and videos. i don’t need coaching support or video feedback. i just want to swim better, not necessarily faster.

tl;dr. this app is only for swimmers who are primarily concerned with lap times and who don’t have a team and are willing to pay for a pretty expensive app.",0.24219874
21,MySwimPro Coach unlocks:,"I’m done with this app. Don’t get me wrong this app is great and I’ve loved using it as I’ve gotten back into swimming. However somehow I got logged out of my account and couldn’t remember the password I used when I first set up the app. I’ve requested several password resets over the course of a week and have not received one in my inbox, spam, or junk folders. I’ve reached out to MySwimPro through their support site and social media and have heard nothing. From this experience it’s evident to me that this team could care less about their customers and is more concerned with getting your money and funding than helping current users with issues. Oh well at least I can save $100 a year now when I cancel my subscription because I can’t even use the app anymore.",0.24219874
22,MySwimPro Coach unlocks:,"First off I’m just starting off swimming and have used the app once with my watch and it seems to have done what I was hoping it would do.  I’m not a sophisticated swimmer so I can’t comment on all the analytics etc. 

My frustration is with being billed for a yearly subscription.  There are 15 different subscription options all different, I thought when I downloaded the app that I would have 7 days to try it and then would go month to month.  Instead I wake up to a one year bill and a note from Apple saying I can’t change my subscription. 

Well you have me know and I will use the product but 15 different subscription options seems deceptive and overly complicated.",0.24219874
23,MySwimPro Coach unlocks:,"Meh. It’s ok. Downloaded it for the drill/kick set mode. That part is fine. I saw there was a custom workout feature that let you program in your workouts. Disaster. Requires constant messing around with my watch to move to the next set. Also thought the option to program a dry land workout was nice except it only lets you choose from a library of pre determined movements AND a simple pull up isn’t one of them (along with a lot of other basic, common movements). Lots of great potential here but a lot to be desired…maybe in time it’ll improve. At least I didn’t spend money on it.",0.24219874
24,MySwimPro Coach unlocks:,"Recently got a series 3 AppleWatch and was looking for a good swim workout app. Most of the reviews were positive for MSP so I thought I’d give it a shot. Prior to the recent update it was great, I’m not a pro swimmer so the basic features do just fine. Love that it posts to Strava & I have the ability to share on social media (I’ve got support people around the country that like to see my progress). Now with the 07/22 update the app doesn’t recognize my strokes or distance and often asks me if I am still swimming. I cleared the cache on my phone & watch, restarted the watch and it still doesn’t work right. I would have given it a higher mark because I like the app but it is now broken & virtually unusable to me...",0.24219874
25,MySwimPro Coach unlocks:,"Decided to use this app for the first time to go for the world swim day event. It did not sync with the apple activity app so none of my previous workout showed up. I then started a new workout in the MySwimPro Watch app on my AW2. From the start it was good. Laps got recorded. Approaching the end of my 1 mile swim, I wanted to check how I went and how much I got left, turned my wrist and found the app spinning. Stopped and waited for it to load and only to find that eventually NOTHING got recorded!!! I was outrageous. Such bad UX. Why not just let people use the Apple activity app to log?! Now my activity app also did not log anything. Because this app blocks it to do so. Really upset and probably won’t use again for something I even need to pay to use.",0.24219874
26,MySwimPro Coach unlocks:,"I’ve been using this app for the last two years and it’s been largely good.  Mostly right about what stroke I’m swimming (though it doesn’t understand what I think of as Breaststroke), decent on splits and intervals, ok on open water (sometimes doesn’t accurately measure a short open water course I frequently swim).  Recently improved to recognize kicking.

Yesterday and today however it fails to recognize my distances.  No that wasn’t 20x25@:40, I swam a 500 warmup.  All sets, all intervals are now 25’s. I thought one workout was anomaly, but it’s now 2 in a row.  I actually downloaded bug fixes between the two workouts.  Please fix this!",0.9749959
27,MySwimPro Coach unlocks:,"I took me a really long time to just log a swim workout just now and every time I clicked “save” to add a set, pops up their ad to subscribe monthly or annually, EVERY SINGLE TIME. I understand that there’s bugs and trying to fix that with even more updates, but I liked the old versions better. It’s not a one star because of the personalization and it’s awesome for that aspect, but for someone who already swims in a masters team and would like an app that can simply log a workout that has different features (equipment, intervals, effort), this app is starting to be way too much for me and I don’t like how it’s not streamline.",0.24219874
28,MySwimPro Coach unlocks:,"Up until this summer, I was able to create a simple workout and that was good for me - I know my times, I’m not looking to win medals or meets, but just wanted something that tracks workouts and tells me when to push off the wall. Now I can’t even edit the workouts I had before the latest update and literally everything  is behind a $180/yr paywall. It’s unfortunate, really, because it was the best out there, but the new interface is a step in the wrong direction and the cost is unreasonable. Even if they’d have offered an inexpensive option to just make your own workouts, I could be on board, but this isn’t worth the hassle.",0.24219874
29,MySwimPro Coach unlocks:,"UPDATE #2: Well I guess I’ll leave at 1star. Read below if you want to read my rant. So far only 2 of 3 swims have recorded any heart rate. Tech support hasn’t responded again. Just doesn’t work. Save your money and just use Apple health. Never used coaching or other addon apps so don’t know if those work. 

UPDATE: Tech support came through with some steps to try. If all works as expected I will change my rating.

After using this app for 6mo, I purchased the analytics add-on for $60. Now my heart rate does not show. It does show in My Health, an apple program. 

Supports response was of course send me screen shots and ridiculously asking what devices I was using. My Health? Must be Microsoft...

Then I had to contact support (no contact initiated by them). Their response was of course to send more data. What a surprise! “Bring me a rock. No not that rock”. No contact again from support after 24 hrs. Next we’ll see who they try to blame.

Now I’ve paid hard earned dollars for an app that stopped functioning as soon as they got my $$. 

DON’T waste your time or money. Try other apps.",0.9897354
30,MySwimPro Coach unlocks:,"After using for approx 3 months, 2-3 times a week I have to say, I am not happy. Around 40-45 minutes into any workout, randomly the watch app closes. And it’s not every time. Most recently I was in the middle of an 800yd set, which was the last one of the main workout I designed. When I hit the wall to check time, it was just Blank. Which means it didn’t record over to Strava or my health app on Apple. Overall I like it, which is why it got 3. But it is very frustrating to find the app closed after a workout is not quite done.",0.25506312
31,MySwimPro Coach unlocks:,"I got this app because it looked like the perfect thing to help me keep track of complex structured workouts as I train for my first 70.3. Unfortunately it was more harm than help.

* The phone app constantly, constantly nags for a subscription when you’re inputting custom workouts
* It often looks like things you input aren’t saving and other times it just doesn’t save them.
* The watch — unlike every other app — starts your workout paused
* It doesn’t track your swims by distance, but by time, so if you don’t know your precise swim speeds, tracking is way off
* Without an interval set it forces you to unlock, swipe and tap “next set” in between every lap.
* Tapping “next set” re-locks the watch, but only sometimes.

I need a really, really good swim tracking app, and I’d be willing to pay for it (maybe not subscribe, but I’d pay). Workout content is second. This app gets it backwards and it’s been on the market long enough to suggest that won’t change.",0.24219874
32,MySwimPro Coach unlocks:,"I couldn’t tell what I was supposed to do because it was too confusing. I paid for the full membership around 7 months ago, and I’m supposed to have quarterly 1:1 with a coach to help me, but aside from the first meet (which I didn’t know was video chat with the owner, my “coach” and some other guy), I’ve not received any kind of contact since. And honestly, I’ve not really used the app since either because every time I open it I’m just confused. There’s way too much information and since it’s not beginner friendly, it’s super overwhelming. I genuinely wish I hadn’t paid for it, but I definitely cancelled my subscription so I’m not charged again.",0.24219874
33,MySwimPro Coach unlocks:,"My workout plan doesn’t sync with Apple watch at all. Workout often doesn’t register in the app. I’ve tried all of the steps recommended to remedy these bugs to no avail. It work seamlessly about four or five updates ago. I wish I could back. Even more disappointing give the coming price increase. As helpful as it is, a clunky app isnt worth a $1000 lifetime subscription. The yearly price increase (not yet announced) may be too steep without improvement in performance of the app.",0.9732869
34,MySwimPro Coach unlocks:,"I'm sure this app does a lot of great things but I only wanted to use the free version to log my own workouts using the Quick Log feature. But after logging my first workout the app will no longer easily let me change the minutes (duration) of my swim--it takes 10+ tries to change the time, if it works at all. It's frustrating and hard to gauge my pace without an accurate time. Any fix for this? I do like that it connects to Strava.",0.24219874
35,MySwimPro Coach unlocks:,"I’m not one to write reviews, but I felt that this was important for those looking for a swim app. There are no free workouts at all, and when I tried to create a workout, I couldn’t find it again in the morning. It was very upsetting for me that EVERYTHING, from technique videos to training plans, all required payment to continue. As a college student who already doesn’t have much money to spare, yet wants to be able to improve swim speed and endurance before swim season, this app has been frustrating because of the inability to use any of the workout programs without paying the $20/month or $120/year subscription fee. Very disappointed.",0.24219874
36,MySwimPro Coach unlocks:,"I wanted to try this app out because it had great reviews and others I know use it. The signup process was tedious, the amount of emails I have received already is overwhelming, and when I tried to watch some videos through the iOS and iPadOS app, the video would try to launch, but then it would close the video immediately after trying to watch.

It was enough of a bad experience within the first 5 minutes to turn me away given the high price tag. I would hope that this money would be put to good use developing a high quality app that works.",0.24219874
37,MySwimPro Coach unlocks:,I got this app so I can customize my workouts and swim at my own pace. After three months of creating workouts I no longer can update my workouts to increase the distance because a very expensive subscription is required. I will have to go back to index cards to create my new workouts and only go in this app to record my workouts.  I suggest you create an option where the user can only customize their workouts and log their workouts. All the other stuff on there I don’t even look at.,0.24219874
38,MySwimPro Coach unlocks:,"The app on my watch works great! I swim with a team, so I don’t often load a workout, but when I do, it’s a great workout tool. Normally we have a listed workout, so I start the app, put it in drill mode if we’re only kicking and it does a good job of recording my workout and times and strokes. 

The problem comes when trying to analyze the workout on my iPhone after. Moving from screen to screen makes you want to tear your hair out with the lags and delays if not often down right freezing and often a sudden quitting of the app.

And trying to load a workout for use on the watch runs into similar lags/freezes/reboots. 

This behavior has only appeared this year and reports to support have been unable to solve the problem with each subsequent update. 

It’s frustrating because there is a lot of useful data out there. You just can’t easily access it.",0.24219874
39,MySwimPro Coach unlocks:,I found the description to be a bit misleading for a free app. Yes the app is free but there is nothing you can do with out the paid subscription. I’m training for a triathlon and wanted a good resource to help with swimming workouts but the 7 day trial isn’t a long enough evaluation period for me to see if I want to spend $20/month on an subscription. I can track swimming on my Apple Watch so I don’t need the app without the premium features at all.  I thought that was a too costly considering I can’t tell what I would really be getting since everything is locked down. No thanks.,0.24219874
40,MySwimPro Coach unlocks:,"I’m a swimmer on a team who likes to track down what we do every day. We swim about 2 times a day for 6 days a week and whenever I try recording my times from meets, it doesn’t even record down the time and I have to do it all over again. It’s very buggy and it’s split recording isn’t good. The good part about this app is that it makes it easier to record our practices and times but however, with these problems it makes it nearly impossible to.",0.2525538
41,MySwimPro Coach unlocks:,"Been using for years and used to like it a lot. I understand the developers have to make money, but these days it’s quite annoying to use this app if you don’t need any to sign up for one of their paid subscriptions. It’s constantly barraging you to subscribe, make a training plain, etc. 

If you want to use this app as your coach it’s probably a good one. But if you just want to track your swimming activity, there are probably better options now.",0.24219874
42,MySwimPro Coach unlocks:,Having to unlock the watch just to switch the reps is very difficult because there is water on the watch and that messes with the screen heavily. Only way it’s possible is to dry your hands and the watch every time. My suggest is being able to double click the crown button or side button to switch reps. I think this is a pretty big pit fall which is why I gave 3 stars. Otherwise it’s a great app.,0.9972615
43,MySwimPro Coach unlocks:,"This app looked like a promising way to make my swim sessions more interesting but instead I got:

* A “free” trial that ended in 30minutes (as soon as I cancelled auto renew). Apple still says my subscription should be valid for a week but the app suggests otherwise and keeps prompting me to sign up for premium again. This is in the best case a bug and most probably against apples terms of use.

* Their companion Garmin app for the 735xt simply doesn’t work. It asks me to login via Garmin connect but in Garmin connect, under the app settings page it doesn’t provide any interface to enter your credentials like other Garmin connect apps do. Hopefully that’s a bug that can be fixed.

* Initially Garmin sync would reset itself every time I entered “Account Settings”. I had to uninstall and reinstall the app to get that working as expected.

It’s a real pity as pool swimming can be quite monotonous without a coaching aspect.",0.24219874
44,MySwimPro Coach unlocks:,"I have been using the app since it was launched. Today I use it to measure pace, etc. I utilize the sync/import my workouts feature for the most part. However since the last couple of updates, they have come through broken. My 200s come through as 25s, 75s…even though when I look at them in the iOS Fitness app they are tracking together. Please take a look. Thx",0.9735325
45,MySwimPro Coach unlocks:,"It is a good app with good plans. I use it most every day. The biggest issue is it doesn’t work with high end Garmin watches to export swim plans although it sells this as a feature. I have the MK1 and integrating between the app and devices is so complicated and never works. Even their customer service team could t figure it out.  

This also isn’t a product for people on a budget. You can find so many free workouts online. So it’s good but could be great. Just do your research.",0.24219874
46,MySwimPro Coach unlocks:,"I have a Garmin watch and I can’t see any benefits of using the free app, the info appears to be about the same you get for free with your watch app. It seems the Apple Watch features are great for doing workouts in the pool. However, there are no free workouts, everything has to be paid for, even stuff that is free on their website and the price is really ridiculous if you just want the workouts. May be worth it if there is actually a proper coaching strategy but not sure that’s the case, didn’t even go for their free trial. Deleted.",0.24219874
47,MySwimPro Coach unlocks:,"I love all the features of this app and it truly is top notch. Unfortunately, the cost of subscription is unreasonably high. I understand the amount of work and the excellence that went into this, but it doesn’t serve people who need an app like this that is reasonably affordable. I already pay a gym membership premium. Having this would be excellent for training, but would be like adding an additional gym membership to my budget. 
If the subscription is ever lowered substantially, count me in!",0.7248745
48,MySwimPro Coach unlocks:,The workouts are not challenging or tailored to my performance—annoying since the app has spent nearly 2 years collecting my data. The videos and various workouts can all be found (better) on the internet. Hardly worth $119. You’ll also receive all sorts of emails and “training” videos that are essentially advertisements pushing some product they’re in a partnership with—like a $200 device to build lung capacity. This may be helpful for beginners but if you’re an intermediate or above swimmer it’s not worth the money.,0.977658
49,MySwimPro Coach unlocks:,"I downloaded this app with high hopes. Unfortunately I encountered multiple issues right from the start, and eventually gave up and deleted it. 

After downloading the app to my phone and registering, I tried to open the app on my watch. It didn’t recognize that I had registered on my phone and wouldn’t move past the login screen. I had to restart my watch for it to log in. 

Once I got past the login screen and tried to start a workout, the app froze on a screen telling me to spin the crown and force push the screen before I could move on to the workout screen... and I ended up having to restart again. 

Finally I got back in and started a workout. When it was time to end the workout, I spun the crown to unlock it... and then the app locked up again. I couldn’t end the workout. 

3 restarts in the first 10 min of using the app. Don’t waste your time.",0.24219874
50,MySwimPro Coach unlocks:,"I can’t advise this enough - RUN and do not do the trial. I didn’t remember signing up for a year subscription, just a 7 day trial that would result in a monthly fee after. I was automatically charged $100 after 7 days. I stopped using the app after the first swim, as it shuts off my Apple Watch ability to track data using Apple Health. I cannot find a customer support number anywhere, even though they promise their “premium” members ample support. More like endless links to wiki articles with no human in sight. Don’t make this mistake folks. This is a fraudulent app.",0.9862834
51,MySwimPro Coach unlocks:,"Getting to connect is difficult, and keeping connected even more. I have an Ionic, I loaded a workout last night, tried to use it this morning and it was fine, had to leave the pool to go get the phone to load it again. Then the app would not work because it the watch was not connected to the phone (had synchronized a minute before). Finally, I got the workout in, dis the workout and the data never made it to Fitbit dashboard. I also have an Apple Watch, I’m gonna test it with it, if it doesn’t work I’m deleting this app, so far not worth the money.",0.24219874
52,MySwimPro Coach unlocks:,"The app looks great there are a lot of workout options and I liked the layout inside the workouts…when I could see it. Which brings me to why I’m giving it 3 stars, 99.9% of the app is behind a pay wall and it’s expensive. To pay for it on top of the gym membership to access the pool is not worth it. Especially since it doesn’t even sync with my smart watch (Fitbit).",0.25200483
53,MySwimPro Coach unlocks:,"Upgraded to Apple Watch ultra from apple 6 . Not sure why it is not working at all The app swimpro stuck frozen on 2 screens - first screen: profiles stats: showing miles, hors & workouts - second screen : message : Apple Watch ultra has a resistance water of 100 But the app frozen on this message : we don't recommend swimming with, or submerging an Apple Watch that is not rated water resistance 50 meters. Pls advise",0.97022665
54,MySwimPro Coach unlocks:,"i was impressed with apple watch's built in swim tracking, it would pay attention to when I was moving and when I wasn't, logged pace per lap accurately

I was happy to try MySwimPro because I appreciate all the how-to videos, but when running a 100yd exercise, if I only get half that done in the goal time, the watch still logs 100yds, so I have no idea how far I actually swam.",0.9915389
