Unnamed: 0_x,review,rating,title,polarity,subjectivity,sentiment,feature,similarity score
2,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,I love these goggles,0.2987179487179487,0.5902564102564102,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.9816537
2,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,I love these goggles,0.2987179487179487,0.5902564102564102,positive,lenth-by-length instructions,0.9436042
2,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,I love these goggles,0.2987179487179487,0.5902564102564102,positive,analyze your metrics,0.9686242
2,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,I love these goggles,0.2987179487179487,0.5902564102564102,positive,connect with the community,0.4435942
2,"This has been a game changer in how I swim. First, the app is great and is the required companion for the Form goggles. The goggles are amazing and after almost half a year of reliable swim tracking in the mornings and at night, I love these goggles and the app. They are fast, reliable, the screen is clear underwater and gets out of the way. Most importantly it lets me enjoy my swims without counting in my head and lets me have the data to know how I am performing and set timing goals to improve. I don’t know how it knows my stroke type, but again these goggles and the app are magic and I highly recommend them both!",5,I love these goggles,0.2987179487179487,0.5902564102564102,positive,customize your goggles(split times/stroke count/pace per 100),0.97469854
3,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,"It’s fine, but not revolutionary",0.1651515151515151,0.3746212121212121,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.19067258
3,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,"It’s fine, but not revolutionary",0.1651515151515151,0.3746212121212121,positive,lenth-by-length instructions,0.3310757
3,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,"It’s fine, but not revolutionary",0.1651515151515151,0.3746212121212121,positive,analyze your metrics,0.24853003
3,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,"It’s fine, but not revolutionary",0.1651515151515151,0.3746212121212121,positive,connect with the community,0.8962278
3,"The googles are fine and the workout generation is fine. However, something as basic as pausing your workout plan or being able to go back and pick up in you plan where you left off is not possible. If, for whatever reason, I don’t have the ability to complete 3 swims a week for 8 weeks, I should be able to go back to the last swim I completed and start from there. The progression system is time locked like an AFK video game. There’s no reason that I should have to wait 7 days for a workout week to unlock and then not be able to go back and complete missed workouts. Part of this is building endurance or achieving a goal set in the plan and if I don’t take the proper steps of progression then I don’t get as much out of week 7 as I could if I left off on week 3 This seems like a HUGE miss on their part and completely neuters an entire aspect of what could make this set up great.",3,"It’s fine, but not revolutionary",0.1651515151515151,0.3746212121212121,positive,customize your goggles(split times/stroke count/pace per 100),0.22352344
4,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,Made me fall back in love with swimming,0.24,0.58,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.9816537
4,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,Made me fall back in love with swimming,0.24,0.58,positive,lenth-by-length instructions,0.9436042
4,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,Made me fall back in love with swimming,0.24,0.58,positive,analyze your metrics,0.9686242
4,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,Made me fall back in love with swimming,0.24,0.58,positive,connect with the community,0.4435942
4,"This and bone conduction headphones have me swimming 2-3 times a week. The workout planner is awesome - it keeps it interesting. 

My feature request to the developer - please allow setting a critical swim pace, and allowing the workout builder to set intensity based on that, so that in the pre set instructions it can give a time per lap to shoot for. Or even allowing custom notes where I could enter that. 

Thanks for a game changing product!",5,Made me fall back in love with swimming,0.24,0.58,positive,customize your goggles(split times/stroke count/pace per 100),0.97469854
5,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,Great product and app one suggestion,-0.1266666666666666,0.5333333333333333,negative,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.20116244
5,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,Great product and app one suggestion,-0.1266666666666666,0.5333333333333333,negative,lenth-by-length instructions,0.34115052
5,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,Great product and app one suggestion,-0.1266666666666666,0.5333333333333333,negative,analyze your metrics,0.2588772
5,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,Great product and app one suggestion,-0.1266666666666666,0.5333333333333333,negative,connect with the community,0.90092164
5,"I love the product and app. Everything is done very well and I can’t imagine my life without the googles. Some reviews claim that this product should be for serious swimmers. I am a terrible form, overweight guy trying to lose 100 pounds and this app and googles have already made a big difference and I’m swimming longer. So thankful for this product. It is for everyone!",5,Great product and app one suggestion,-0.1266666666666666,0.5333333333333333,negative,customize your goggles(split times/stroke count/pace per 100),0.23393703
6,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,Charger problems,0.1714876033057851,0.3776859504132231,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.19067258
6,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,Charger problems,0.1714876033057851,0.3776859504132231,positive,lenth-by-length instructions,0.3310757
6,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,Charger problems,0.1714876033057851,0.3776859504132231,positive,analyze your metrics,0.24853003
6,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,Charger problems,0.1714876033057851,0.3776859504132231,positive,connect with the community,0.8962278
6,"I love these goggles so much, but when it comes to charging them the goggles won’t charge well. I’ll put them on the charger and the red light comes on. I’ve tried to fix this issue by rearranging the way the charger connects to the goggles, but the light stays red except for some spots that are green. The problem with this is that the goggles are never guaranteed to be charged when I leave them with a green light. I understand that the goggles are new and still working through updates and I really appreciate what this company has done for swimming!",4,Charger problems,0.1714876033057851,0.3776859504132231,positive,customize your goggles(split times/stroke count/pace per 100),0.22352344
7,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,Good Goggles - Do Not Like Plan Structure,0.2554687499999999,0.5125,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.19067258
7,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,Good Goggles - Do Not Like Plan Structure,0.2554687499999999,0.5125,positive,lenth-by-length instructions,0.3310757
7,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,Good Goggles - Do Not Like Plan Structure,0.2554687499999999,0.5125,positive,analyze your metrics,0.24853003
7,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,Good Goggles - Do Not Like Plan Structure,0.2554687499999999,0.5125,positive,connect with the community,0.8962278
7,"I like the FORM goggles and what they provide, but I just cannot understand why I need to pay an extra $19 a month to import workouts I write myself into a product I already own. 

If I wanted to access the library, or share workouts with my friends (spoiler - I have none. I’m a triathlete… lol) that would be one thing. But it seems exploitative to force me to pay a recurring fee to use even the most basic feature.

I just want to see my own workouts in front of me. Why do I have to send money to other people for that privilege?!",2,Good Goggles - Do Not Like Plan Structure,0.2554687499999999,0.5125,positive,customize your goggles(split times/stroke count/pace per 100),0.22352344
8,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,Just the best deal going,-0.0433106575963719,0.4535147392290249,negative,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.19067258
8,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,Just the best deal going,-0.0433106575963719,0.4535147392290249,negative,lenth-by-length instructions,0.3310757
8,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,Just the best deal going,-0.0433106575963719,0.4535147392290249,negative,analyze your metrics,0.24853003
8,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,Just the best deal going,-0.0433106575963719,0.4535147392290249,negative,connect with the community,0.8962278
8,I don’t understand their pricing but right now I don’t care because I like this app and my goggles so much. It was always so annoying to me to have to remember my labs. How to stop and click a clicker or write something down.  No more. I just swim. I just got the polar optical sensor I haven’t quite figured out how to connect it but when I do I may write more,5,Just the best deal going,-0.0433106575963719,0.4535147392290249,negative,customize your goggles(split times/stroke count/pace per 100),0.22352344
9,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,Excellent,0.4450000000000001,0.49,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.983745
9,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,Excellent,0.4450000000000001,0.49,positive,lenth-by-length instructions,0.94728386
9,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,Excellent,0.4450000000000001,0.49,positive,analyze your metrics,0.97136986
9,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,Excellent,0.4450000000000001,0.49,positive,connect with the community,0.4536899
9,"After admiring them for awhile, I’m very grateful to have been gifted a pair of Form goggles by my teammate. I’m fascinated by all the metrics available upon synching and am very happy with the very user friendly interface!  I really look forward to learning more about my swims afterwards as well as seeing the real time info available as I swim!!!",5,Excellent,0.4450000000000001,0.49,positive,customize your goggles(split times/stroke count/pace per 100),0.97716135
10,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,Doesn’t Push Data to Garmin Connect,-0.0373263888888888,0.5824074074074074,negative,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.19067258
10,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,Doesn’t Push Data to Garmin Connect,-0.0373263888888888,0.5824074074074074,negative,lenth-by-length instructions,0.3310757
10,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,Doesn’t Push Data to Garmin Connect,-0.0373263888888888,0.5824074074074074,negative,analyze your metrics,0.24853003
10,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,Doesn’t Push Data to Garmin Connect,-0.0373263888888888,0.5824074074074074,negative,connect with the community,0.8962278
10,"I was really disappointed to learn the collected data from the Form Goggles cannot be pushed to Garmin Connect. Form should take a look at how Zwift (for cycling) does it because it cannot be that hard!

UPDATE:
Response from Form: “Unfortunately this is due to a limitation from Garmin's side and we are not able to send them our data.”

My Response:
First, thank you for responding, it shows Form cares about customer satisfaction. However, Zwift (and I’m sure others) seems to send data to Garmin Connect just fine, how is this Garmin’s limitation? 

BTW, I’ve been a developer for 25 years so I can understand technical limitations between disparate systems but if other platforms are pushing data to Garmin, the problem is most likely NOT them.",3,Doesn’t Push Data to Garmin Connect,-0.0373263888888888,0.5824074074074074,negative,customize your goggles(split times/stroke count/pace per 100),0.22352344
11,I love the idea behind this as it records your laps and swims and just the rest timer itself is awesome just to keep you on schedule with your workout.  What I really wish for is a current lap timer during your swim.  I have the settings to have it turned off mid lap then just flash split times after the turn.  But seeing the time of the current lap I feel would be a big motivator and helpful to keep you on pace,4,Really good googles and app,0.1625,0.425,positive,"choose own plans or workouts in app,can also load own workouts through custom workout builder",0.9816537
