,feature,review,similarity score
10,MySwimPro Coach unlocks:,"It’s like I’m learning how to swim again. I’m a mom so I hardly ever get time to myself, but the pool is a great way to exercise and have that time while my boys play in the backyard! 

I grew up swimming every day, I’ve always been faster and more advanced swimmer than most people, even as a child. Since having kids, my core and my swim time is awful, of course. I can barely hold my breath like I used to! My lungs and muscles and core are not used to it anymore. So I’m really putting this app to work and trying to focus on one goal at a time to master. I’m loving it. 

I can’t wait to see what goals I hit from now til winter! And I love that you can use GPS for free open water swim or put in how long your pool is. I also can’t wait to do this at the beach!",0.95068884
11,MySwimPro Coach unlocks:,"I am at 67 a new swimmer . I cannot begin to explain the benefit that this app and the outstanding customer support has bestowed to me. I started out needing to rest after 25 meters . Going to the pool to swim was a source of anxiety and I went because I knew it was in my best interest. Enter My Swim Pro and I became mesmerized by the enthusiasm of Fares the founder . I wanted to become a swimmer . With the aid of Charles the “smartwatch whisperer “ suddenly I had a coach and a plan . I am know a swimmer , not a great swimmer but with the aid of this program suddenly I am treated and feel like an athlete in training . You want to just swim go ahead and enjoy but if you want to improve and become engaged in a fun healthy sport ? Stop wasting your time sign up and join all of us at MySeimPro community . Go ahead , I dare you !",0.95068884
12,MySwimPro Coach unlocks:,"I just recently renewed my paid subscription. It has been worth every penny.

I have loved to swim my entire life, however, as an adult I would often find myself getting bored / burnt out / unchallenged, picking it up here and there when I felt like it.

I bought this app last year and have done at least 3 swims a week - a consistency I haven't managed since I swam competitively in my teens. I just completed the 12 Week Open Water training plan, and I hope to do the IMx plan soon. The daily workouts are also fun.

This app has a huge library of drill videos and often posts about how to improve in different areas and / or strokes. But most importantly, it keeps swimming interesting and challenging, whether you are a beginner or advanced. It has really renewed my love for the sport, and I've gone from doing boring 1000 yard workouts to 3500 yard workouts over the past year. 

Customer service is EXCELLENT - though I've never actually had a problem with it bug-wise. After buying the app, the creator took the time to speak to me and get feedback on how to improve it. 

Highly recommend spending the cash on the paid version of this. It's the best app on my phone!",0.37105823
13,MySwimPro Coach unlocks:,"I want to commend this app and all of the people behind it. I use this app more than anything on my phone. The workouts are challenging and the compatibility to my watch is unparalleled. I am working on the 10k training program and I am loving the workouts. 

My only criticism is in the apps interpretation of my speed. For some interval sets the pace is a bit too ambitious for me. It’s a petty criticism since I can go into the workout to adjust the time. I use the Hal Higden running app and find that the apps ability to adjust suggested paces based on previous workouts to be a really great addition.  Again, MySwimPro is worth every penny. It’s a great app and you can tell the people behind it are passionate and ambitious about swimming and this app!",0.95068884
14,MySwimPro Coach unlocks:,"UPDATE:

I have been using this app for maybe 4 months or so, and I love it even more now than when I first started with it!!

App developer VERY responsive, and they release positive app updates frequently without ruining the app. Just keeps getting better and better, and for REAL!

The premium subscription is SO worth it - you get a LOT for your money.

The community on Facebook is great as well - VERY positive, VERY encouraging to other swimmers, REGARDLESS of ability. 

Love this app, and it should be app of THE YEAR, not just the day!!!

I have completely immersed myself into ALL of the swim tracking apps - lots of time doing it - and this BY FAR is the best, by a mile - SO psyched about it. 

All of the other apps just try to track a workout, but this app has an INCREDIBLE library of pre-made workouts (app subscription required), and it is AMAZING, and has taken my swimming to a completely different level!

I have hired swim coaches in the past, and this app blows them all away. Very intuitive, accurate, and a very vibrant community, AND, IT WORKS!!!!

The customer support from the developer is unbelievable - seriously good!!

I use an Apple Watch Series 3 for reference.",0.95068884
15,MySwimPro Coach unlocks:,"I’ve waited a year to write this review. MSP was decent initially in the pool, but not open water swims. The team has thoughtfully and methodically improved the open water performance over the last year. The most recent update finally gets rid of the data anomalies - jagged lines - and inaccurate readings (was about 20% high on distance). I believe the distance now reads about 10% low, based on the garmin device that my swim partner uses that is quite accurate. I’ll give this app 5 stars when that gets fixed and when it can automatically detect pauses/breaks in open water swimming (now it pops up a dialog asking if I’ve stopped swimming or am doing drills, which doesn’t account for taking a break).",0.3101463
16,MySwimPro Coach unlocks:,"This is THE app if you’re looking for something ton seamlessly track your swims and sync with your wearable tech. The swim workouts are varied enough there’s something for everyone. You can customize all the workouts, change the interval times, set number, order of the workout, anything and everything. That’s a great feature because sometimes I don’t have as much time as I need for some of the workouts. Problem solved. 

I recently had an issue with my account and the customer service was on point. I got an immediate response and my issue was resolved with that one response. Keep up the great work, MySwimPro!",0.95068884
17,MySwimPro Coach unlocks:,"I’m really impressed with the app. I downloaded it in January, when I returned to the pool after 20 years off, following a running injury. Pools in the area were closed March-July, but I’ve been back for about a month, and I still love the app. You can create your own workout if you want, but there are also hundreds already written workouts to choose from. I send a workout to my Apple Watch and then jump in and swim. The watch communicates with my phone and I get “credit” from Strava for the workout. Even after 50+ workouts, I’m never bored. I’ve used the app for general strength building, too, through the dry land exercises. It’s expensive, but very worth it!",0.32072902
18,MySwimPro Coach unlocks:,"While the app itself is amazing between the video demos, training options, workouts, and tracking available, the customer service is what has made me come and place this review. I love that I can use my Apple Watch and transfer the data to my app. I knew it had transferred and saw it there the night prior. The next morning it was gone.  I sent an email, and within hours had received feedback, and was assisted in trying to retrieve the data. Sometimes it is out of our hands, but the fact that they were responsive and there to help not knowing whether I was going to get my data back or not was HUGE to me!",0.3405455
19,MySwimPro Coach unlocks:,"This app is amazing and the customer service is awesome! I had been a swimmer growing up and always had access to a coach. But after becoming an adult, I no longer had a coach and I stopped swimming. Every time I tried again to get back in the pool, I never knew what to swim, and it I wasn’t making any progress. I was hesitant at first to use an app to swim, but After starting MySwimPro I can never go back to just swimming. I’ve lost more weight than I thought I could, I’m swimming faster now than when I was a kid and I feel like I’m apart of a community. This app really changed my life for the better.",0.987859
20,MySwimPro Coach unlocks:,"I really do like this app. I love that it gives analytics on distance per stroke. I wear an Apple
Watch and use the app for my own work outs and open water swims. I am also not able to see well without my glasses. I like that I can make out most of the options in this app on my watch without them.  My only Dislike is that it does not recognize a kick set when you are only in pool swim mode. So I always have to Go in and manually add those as part of my workout. I also wish it would stop on a pause automatically as it is not easy to pause mid workout of time is your goal. Other than that I like the app and will keep using it. I’m happy to have a swim app.",0.9964352
21,MySwimPro Coach unlocks:,"Live the app! The best part I enjoy are all the videos and how exercises are explained throughly. There are lots of exercises in workouts and videos to explain before activities, and you can change during workouts. 

I have only been using the app about 2 months, and have become a much better swimmer, and I am 65 years old. And, my swimming began seriously about 4 months ago.

My only recommendation would be to just add a free swim to add as a workout. An example, swim freestyle for whatever distance time allows without stopping, and to be able to add notes or tools used during the swim.",0.95068884
22,MySwimPro Coach unlocks:,"I am in my late 50s, was a swimmer in HS and college and really came back to the sport because I needed low impact on my knees. I have loved this app for almost 3 yrs. 
I applaud MSP with developing the Dryland exercises but not until the Low Impact Training Plan did I get engaged in a routine. I love that I can control the timing as well as having Fares right there demonstrating and doing the exercise with me. What a way to keep us motivated and not feeling like we are losing out on our memberships!  I hope you will keep these plans available once we are back in the swim. 
Go MSP Team!",0.95068884
23,MySwimPro Coach unlocks:,"I totally recommend this app to people learning to get better at swimming or get good workouts in the pool. However, I want to ask the developers if they could add more videos to most (those that aren’t easy described) workouts and reps. For example, it asks me to do a “heel tag breaststroke kick”, or a “flow kick.” Like, what is that? Could you add more description or a small video? If more clarification could be made on each, I would totally make this a 5/5. But please get the app, its great. Just wanted to ask the developers to improve this small part.",0.95068884
24,MySwimPro Coach unlocks:,"This isn’t really a critique it’s more me asking if a feature could be added. I’m currently training my surfing and I need an app that can train my paddling and record distances, etc.. There are surf apps for tracking but those are mostly for surfing not training the paddling endurance. I was wondering if paddling could be added to the type since I’m sure it could be tracked as if it was free styling. Everything about the app would work with it, I’m planning on testing it out with free style stroke and see if it works well. 

Thank you.",0.95068884
25,MySwimPro Coach unlocks:,Getting back in the water after being out for two years because of surgery and Covid. Right now I am using the app as a structured way to stay focused and not get overwhelmed from the thousands of yards to train. So far it has really helped in slowly getting back into the groove of everything. Utilizing The Apple Watch has been a great way to see and track heart rate during the work out as well as yardage and the intervals to stay focused on what’s in front of me and not what’s to come.,0.95068884
26,MySwimPro Coach unlocks:,"I began training and racing in triathlons last year. Previously I had been a college rugby player with very very little swimming experience. Using the MySwim app has helped me so much. The main thing has been the ease and convenience that comes with using it on my apple watch. Prior to using the app on my watch I was struggling to improve on my swim, all I had was a Nixon surf watch that I used as a stop watch. Now I can measure my length speed, work in drills, and reps all on the watch app, then I can go look up stats on the mobile app. I love this app and will continue to use it in the future.",0.7191913
27,MySwimPro Coach unlocks:,"When I first download the app they had an update, and none of the tutorials videos works. Upon contacting customer support they were more than helpful and provided working links to all the video within a timely manner. In addition, you can download all the swim workout as a pdf and print it out. However, It a bit of a bum but understandable that the garmin sync for easy workout transfer doesn’t work. However I was surprised they even offered the feature they also have it for Fitbit and Apple Watch.",0.95068884
28,MySwimPro Coach unlocks:,I have been using My Swim Pro for about two months and I am truly amazed at the ability of the app to create bespoke training plans for me.   Time seems to fly by now in the pool.  My technique and fitness are very clearly improving and I am enjoying the global MSP community tremendously.   I have contacted the support team with questions twice and had immediate responses and quick solutions.  This is such an incredible deal for what truly feels like one on one coaching and support.  Thank you SO much My Swim Pro!,0.95068884
29,MySwimPro Coach unlocks:,"I’ve been using the app for over two years and love the app, the coaching, and the people behind the app. I have dropped significant time across all strokes and with that confidence I’ve been competing over the last couple of years. It’s a coach on my watch. 

The latest innovation around test sets will push you to your limits and i love it! It pushes me way outside of my comfort zone and gives me motivation to improve. 

No matter what level of swimmer you are, this app can help you!",0.95391065
30,MySwimPro Coach unlocks:,"My sister and I have taken up swimming in our 40’s after many years of running injuries. We grew up in Florida so we could swim before we could walk but never swam on a team.  We initially joined a Adult Summer swim league and had a blast!! We wanted to continue through the fall and winter and build up our endurance, strength and work on technique. The app makes this so easy as it has the workouts already planned for us we just bring our phone to the pool in the waterproof case and voila.",0.32000148
31,MySwimPro Coach unlocks:,"This is one of the few applications that totally enhance your workouts, and that I cannot live without. I was not great at creating my own workouts, and after swimming competitively in high school, was missing the structure that a coach would provide in a season. This app’s workout structure is varied, purposeful, and expertly crafted - couldn’t ask for better. Also, in general, one of the best UI/UX designs in a fitness app I’ve ever used. If you swim or previously swam competitively in high school/college, get this app.",0.32872054
32,MySwimPro Coach unlocks:,"It took a bit to get this app dialed in on my Apple watch - but now that I’ve done that,  I’ll never be witout this app!!!  I love MySwimPro!

I’ve programmed in my workout, my watch vibrates (“swim now” prompt), I swim my 50m interval, touch the wall and wait for the next prompt.   No need to look at the watch…just wait for the next prompt and go (interval training).

I’m 65, heart attack and lung issues; but now I’m in the pool, regaining my health through swimming and MySwimpro is leading the way!  Thank you MySwimPro…you truly are a lifesaver.",0.3101463
33,MySwimPro Coach unlocks:,"Having some problems with the app recording my pool sets, I reached out to Myswimpro and Charlie Brown replied. We were able to set up a WebCam meeting where Charlie successfully diagnosed the problems, walked me through the fix and everything works now as it should. I highly recommend the app and Charlie was both professional, friendly and very helpful. I would highly recommend this product and the company. Great product and great customer service, five stars.",0.95068884
34,MySwimPro Coach unlocks:,So far I like the app. There are a few issues I have with it. One is that you have to have the membership to do any of the dry land workouts. Another is all the ads for the membership (most apps do that and I get why but it is still bothersome). I will definitely use this app but am disappointed that I have to look for land workouts elsewhere when it seemed like I was going to have both land and water workouts in the same place.,0.95068884
35,MySwimPro Coach unlocks:,"Not only is this the best fitness app I’ve used, it might be one of the best apps I’ve ever used period. I’ve gone from swimming with no plan or intent to doing structured workouts and have improved immensely in only a couple weeks. The Apple Watch app can be a little tricky to get the hang of at first but once you get the hang of it, it works flawlessly. I love the short videos they provide on technique as well. Highly recommend if you’re serious about improving your swimming!",0.95068884
36,MySwimPro Coach unlocks:,"I had just started swimming again after not swimming for years and had recently became a lifeguard (again). I wanted to swim faster than my coworkers but just general fitness in general, so I took it upon myself for one of their annual sales for a year. Did it. I even had problems with the dry land part of the app syncing to my watch, CS (customer support) was more than happy to help with everything. All of you working on this app are awesome and thank you!",0.9538023
37,MySwimPro Coach unlocks:,"As the title suggests, in theory, this would be an awesome app. However, I can’t tell you how many times this program raised my stress levels before I even started a workout.

I’m working with the “Couch to 1K” training program and more often than not, it incorrectly selects the wrong “next workout in the plan.” Also, often times a workout comes up and when I start it, it immediately ends. With the integration with Strava, I have all these workouts of 0s which of course, I waste time deleting. Similarly wasted time deleting them from the Activity app.

Also, even though my workout preferences are set to meters, my workouts show up in yards. So instead of an 800 m workout, it gets synced with Strava as 754m.

Then there’s the cost. $160 a year is a lot for such a big-ridden program.",0.95068884
38,MySwimPro Coach unlocks:,"This is a fantastic app idea that I want to work so badly.  Unfortunately, the number of technical issues keep it from being entirely useful.

The app fails to properly transfer data between the watch and the phone so workouts are lost.

Occasionally, the premium subscription is lost and you have to navigate through a deep menu hierarchy to restore your purchase.

The app doesn’t accurately record lap times.

I have to remember to open a workout on my phone and then open the app on my watch to load a workout, if I do this in the wrong order then I can’t get to the workout I want to do.

For the longest time, it recorded double workouts, but that seems to be fixed now.

Again, it’s just too many technical issues to be something I can strongly recommend.",0.95068884
39,MySwimPro Coach unlocks:,My improvements within 4 weeks are hard to believe.  My freestyle is consistently faster by 6% with 100 yards.  And now I swim 250 yards with ease.  I think the improvements are result of having the MySwimPro App on Apple Watch to provide structural training.  And learning about rotation by following a few different drills.  The Apps on iPhone and Apple Watch are both very well done and stable.  The paid subscription is well worth it.,0.3510775
40,MySwimPro Coach unlocks:,I will say that this app finally got me back to swimming after 4 years of not being able to get back in the pool. I can’t get into a swim team because of reasons so I had the worst time in making workouts for me. This app is worth its money! The way it is structured helps me ADHD brain to finally commit on doing something. My overall life has just become better because if it. I can’t thank you guys enough!,0.95068884
41,MySwimPro Coach unlocks:,"As a former competitive swimmer getting back in the pool after 30 years, the workouts have been perfect in helping me get back up to speed. While I’ve got a long way to go, I’m not floundering around at the pool swimming junk yardage and made up sets. I’m looking forward to getting into the intermediate and advanced workouts. Plus there are multiple workouts for free, back, breast, IM, kick and sprint - really nothing short of hiring a coach to watch you. Highly recommend!",0.95068884
42,MySwimPro Coach unlocks:,"****update*****. Administrator fixed the problem within 24 hours of my post. It’s a great app and now syncs with strava automatically.  *****update*****

****original post*****. App is good for recording swimming. I got it only so I could sync data to strava. Been trying for hours to get my workouts to sync. I give up. The accounts are linked, but ok upload. Deleted and reinstalled 3 times. Nothing. So I just manually input the data that this app records.  Oh well.",0.95068884
43,MySwimPro Coach unlocks:,"With Master Swim sessions at my pool suspended, My Swim Pro has been a great help at improving the quality and focus of my workouts in the pool.  

The daily workouts keep things fresh for me  and It’s great to have the option of tweaking them to fit my needs in the APP.  I also love how MSP tracks and records my entire workout -so cool!!!

When Master Swim sessions come back to my pool I can tell you that MY Swim Pro will be with me for every stroke and kick.",0.95068884
44,MySwimPro Coach unlocks:,I really like the ability to write my own workouts with intervals and rest times.  The cool thing is it buzzes when I need to go on the next ‘rep’.  I’m also counting challenged and sometimes forget where I am in a 400 or 500 - a quick glance can confirm where I am on that rep.  I appreciate that I have the option to sign up for a monthly subscription but am not required to to use the basic functionality of the app.  Great development and execution!,0.95068884
45,MySwimPro Coach unlocks:,"I have really given this app a try for at least 3 months.  They fixed the issue of the Apple Watch not responding to the pressure to pause resume etc; but now 50% of the time the workout does not log;  although the workout appears  in the Health app of the iPhone, (and the data comes from the My Swim Pro) but it does not appear in the My Swim Pro app. I wish they could get it to work properly and consistently. Well $75 down the drain.",0.33714244
46,MySwimPro Coach unlocks:,"I downloaded this app for my Fitbit verse two. When it was installed, I was trying to figure it out; when I set it all up, I chose a workout, then I went on my Fitbit, and then I tap load work out. It said,” connect to phone, error with the connection. ” but so far, I wouldn't grade this app for a lousy star rating. I think it needs to be connected to pads and iPhones. Even I am connected to the wifi; it does it too.",0.95068884
47,MySwimPro Coach unlocks:,I was a seasonal competitive swimmer but during the off-season I didn’t have any coaching. This app helped me improve my swimming in the same way a coach would. It gives detailed workouts hat are made for each individual and allows people to start from any fitness level and teach their goals at their own pace. I highly recommend to everyone who’s looking to get into the pool and be productive. No matter the skill level,0.95068884
48,MySwimPro Coach unlocks:,"I was worried after my second back surgery that not only was my cycling race career over, but that my working out to stay healthy might be in peril, too. Thankfully, I got back in the water after a near 20 year hiatus. MySwimPro was a fundamentally significant part of my return not just to the pool and swimming, but even a bit of racing here and there. 5 medals in 5 races at my first Masters Nationals gave me the jolt to keep swimming and keep working. But, I always remember to swim happy!!",0.3101463
49,MySwimPro Coach unlocks:,"I turned 45 in the middle of the weight loss program and this app has, no joke, changed my life haven’t really lost weight but I lost inches and have improved my cardio 5 fold and am now adding running and sprinting.  Most importantly this program combined with using the “expandalung” device has eliminated my asthma in a month and I’m not even finished the program, crazy.",0.322105
50,MySwimPro Coach unlocks:,"Been loving the app for months, without issue but....In the last few weeks the pause function in the workout stopped working. I updated to the newest version and the problem was resolved until midway through a workout. I just tried it again and the swim workout cannot be stopped, paused, or otherwise interrupted during a workout. It’s very frustrating.",0.3230576
51,MySwimPro Coach unlocks:,"I have been using this app to train in the pool. My laps, strokes, time has been accurately uploaded to this app and Strava. I am also able to load the workouts. I currently have the Apple Watch 4 LTE and I’m sure it will work fine with the GPS only version. The app also automatically turns on the water lock on the phone and still lets you look at the screen when raising and looking at your wrist.",0.9544606
52,MySwimPro Coach unlocks:,Have been using MySwimPro for a few weeks now and I’m really enjoying how it keeps my workouts fresh and sequences them to push me to improve. I especially love the interval tracking and haptic feedback on the Apple Watch—it takes all the set thinking out of the picture and allows me to just focus on swimming hard :),0.9547079
53,MySwimPro Coach unlocks:,This app really helped me keep track of my swim workouts when my swim team season ended I was trying to keep swimming an hour everyday but I wouldn’t have time to right down a workout and I was so used to my coaches making the workout that without them it was hard but this app really helped me keep track of what I was doing 10/10 recommend,0.9542095
54,MySwimPro Coach unlocks:,I’ve been a competitive swimmer for three years i’m 16 now and my club is on a month long break. i was looking for ways to not only stay in shape but get better while away at the same time taking a break from swim. these are the perfect workouts to work on whatever you might struggle with. a complete guide showing you what to do and when do it it’s amazing.,0.9537809
55,MySwimPro Coach unlocks:,"The perfect training tool! With this app on my watch, I actually show up to the pool and get a tough workout in. I swam my whole life and played water polo in college. After college I struggled with swimming on my own, it’s just so boring! MySwimPro definitely helps with keeping me accountable. Perfect training for masters swimming and polo. Love tracking everything too, cause “numbers don’t lie!”",0.3280464
56,MySwimPro Coach unlocks:,"As a former high school swimmer, I’ve been looking for a swim app that would not only record my stats but assist me with endurance, speed, and technique while physically in the pool. I can’t tell you how ecstatic I was after my first swim with this app. Total game changer !!! I can finally brag to my husband about all my metrics and geek out on all the analytics and swim plans!!! It’s like having your own personal coach on your wrist. Thank you!!!",0.95398474
57,MySwimPro Coach unlocks:,Have always been a swimmer. Needed some structure now that I live in an area without master swimming teams etc. Have been using this app for two years and appreciate it every time I complete a work out. Am not connected to a watch / device at this point and that is a little limiting at times.  Using Form goggles and only wish the two were connected.,0.95414567
58,MySwimPro Coach unlocks:,"I have been using this app for almost 3 months and just finished one of their training plans. It’s been a great experience both in and out of the pool as the team really listens to and welcomes feedback. 

It has a great swimming glossary built into the app to help clarify any terms you might not know. In addition to that it’s easy to use and saves you having to memorize or write down your routines.",0.95068884
59,MySwimPro Coach unlocks:,"Freaking LOVE this app! I wish it was easier to filter the workouts by things like equipment or add dynamic adjustments to intervals when you miss some, but those are really minor gripes. I love not having to write my own workouts but being able to customize the premade ones if I want to. This app has made lap swimming so much more fun!",0.4185978
60,MySwimPro Coach unlocks:,"I love this app, it makes swimming fun and I look forward to using it every day. The only reason I am not giving it 5 stars is because it does not keep track of my lap times very well which in turn messes up the swolf score, my best times and lap splits, etc. That being said, I have tried the available swim apps and this is still the best swim app out there!",0.95721436
61,MySwimPro Coach unlocks:,I love this app! As a swimmer this app is super user friendly and simple. I don’t have the premium version but the free routines they have are still good quality. I also love that you can make your own personal workout and track it. The only thing I wish for is more free routines. But besides that I love everything about this app.,0.9547192
62,MySwimPro Coach unlocks:,"As a swimmer there are many things you need to know, watch, learn, practice and count. Having a coach was something that helped but had limitations especially if you change countries and travel. Since I started with MySwimPro I felt the best professional coach I can ask for is back with me always whenever I need it.",0.95462114
63,MySwimPro Coach unlocks:,MySwimPro sets the ‘gold standard’.   I’ve hesitated to write a review until I really put this app thru it’s paces. It has been almost 4 years  since I started using MySwimPro.   Communication with there team is excellent.  The diversity of workouts is endless and there are training plans for every need from the beginner to the triathlete or masters swimmer.,0.9547947
64,MySwimPro Coach unlocks:,"I encountered some issues that stopped the app from working at one point.  Thankfully, installing the most recent version fixed them.

The app makes it reasonably easy to write up and execute your own workouts.  Times recorded are not very accurate, but that may be more a function of the Apple watch than the app - each swim may be off by several seconds.",0.32455745
