,feature,review,similarity score
21,"choose own plans or workouts in app,can also load own workouts through custom workout builder","So cool to get a quick in depth review of a swim. Broken down by stoke, stroke count, and interval!!!
Not to mention the exact rest interval, without ever looking at the clock!!!!",0.49795964
22,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Going to have to share this with our other alumni swimmers. Great product! App is cool too.,0.8952643
23,"choose own plans or workouts in app,can also load own workouts through custom workout builder",This app is an unexpectedly amazing bonus to using the FORM Swim Goggles.  It feels like Strava for swimmers.  Nice work to all the developers who put this together.  👌,0.50786257
24,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Never could keep track of laps and stats. These goggles help me know where I am at and keeps me motivated.,0.90137184
25,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Paired easily with my goggles.  Syncs fairly quickly.  The data is rich and useful.  Helps round a pretty damned strong training experience with the form goggles,0.50368774
26,"choose own plans or workouts in app,can also load own workouts through custom workout builder",These goggles are great motivation to get to the pool and get fit.  Great value. Great support.   Changed swimming for this 67 year old.,0.8929287
27,"choose own plans or workouts in app,can also load own workouts through custom workout builder","In a pair with Sony Waterproof headphones the googles motivates me to do more swim laps. 
Headphones keeps me entertained, and the googles tells me where I am at.",0.88845885
28,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great tool for anyone who is interested in quantifying their performance and efficiency.  Goggles are comfortable to wear and easy to use,0.51272374
29,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Need to be able to export data excel or a graphing widget to analyze long term trends,0.5113576
30,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Heads up display while swimming revolutionizes and revitalized swim practice.,0.53357667
31,"choose own plans or workouts in app,can also load own workouts through custom workout builder",These are great goggles!  I use them for pool swims and endless pool.  The pulse accessory works well.  I wish they’d partner with endless pool.,0.50573474
32,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Make make your Coaches redundant.,0.56719077
33,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I love the Goggles, but then they forced me to write a review losing good will.",0.9999858
34,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Every penny!,0.95831305
35,"choose own plans or workouts in app,can also load own workouts through custom workout builder",The best gift ever!!!!,0.59525007
36,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Love my new goggles.,0.7681239
37,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Love this technology!,0.9450625
38,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Pog u,0.65932006
39,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I was excited when I first saw the Form goggles. However since seven months out of the year I do my training in open water I didn’t purchase them. I knew it would only be a matter of time before the open water functionality would be introduced. 

My husband recently gave me a pair for my birthday, and I love them! The open water functionality of the goggles by themselves is very basic. To get more detailed metrics you’ll need to pair it with another device (Garmin, Polar, etc.). I don’t own any other devices because I don’t compete much and I’m not a triathlete. However, to be able to see my elapsed time and stroke pace in the lake in real time is AWESOME! I look forward to future enhancements in the open water setting. 

I’ve also used them in a pool and they absolutely deliver! Where I swim there are no pace clocks, just a little Walmart wall clock. Again, since I don’t own other devices, I’ve gotten used to winging it a bit. These goggles have made a big difference! I love that my timer is always right in front of me (although I have to admit...apparently I’ve been slacking a bit without that accountability). I have it set for stroke pace and lap counter. I’ve been working on keeping a particular cadence depending on distance. The lap counter is extremely helpful for long sets (500-1500 stretches) because my mind wanders. Sometimes I lose count and I can hear my old coach’s mantra: “If unsure, do more.” So I’d do an extra 100 to make up for my daydreaming. No more extra distance with my Form goggles (take that, coach!). 

Finally, I love the feedback on my efficiency (or not...I have WORK to do). It’s one thing to have a good turnover but if you’re just windmilling down the lane it’s no good. This has given me great insight into where I need work. 

I would recommend these goggles to anyone as another valuable tool in their training toolbox. I’m very pleased with them so far. Now if they can just figure out how to stream HBO for those long swims....🤣",0.48147053
40,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Great app, great goggles!",0.93668985
41,"choose own plans or workouts in app,can also load own workouts through custom workout builder","This is a great product and app. As someone who still wants to swim daily but doesn't have time for a team, this is the next best thing to having a coach standing next to you in the pool (just without all the yelling). I'm amazed with the goggles motion awareness and accuracy (my watches will often +/- a leangth randomly). My only suggestion would be to have personalized workout programs available much like other swimming apps. Looking forward to the next (slimmer) version of the goggles!",0.8764623
42,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Update: The so continues to improve. The import from TP is excellent. Upgrading to 5* Suggestion: Link up with Magic 5 and get them to produce compatible eye cups/seals. Would be awesome. So far so good. Used the goggles and app for a week. It's been very good. Will come back and give an update after I have used it longer. Could be improved if workouts were CSS based, but I guess I'll get over that small issue.",0.88130724
43,"choose own plans or workouts in app,can also load own workouts through custom workout builder","The app just works, syncing the swim from my goggles and uploading to Strava seamlessly. I couldn't ask for more. Update: They removed the ""premium membership expired"" messages from the goggle firmware in their latest update, so I'm reinstating a 5-star review for listening to user feedback.",0.49375162
44,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Love these goggles and app! Have been using them for 2 years and it has made a huge difference in my training as well as motivation.,0.8932924
45,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Everything is working fine. The goggles are really good and the App is also very straightforward and easy to use. One feature that would be great to see is to have the option to sync your own structured workouts from other platforms like TrainingPeaks, and do them on the goggles! I'm sure that would be a feature many swimmers and Triathletes would love to see since many Athletes follow a personalised Plan. Thank you for the great Product. I'm Looking forward to seeing more features.",0.88205373
46,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Simple for looking to swim and monitor efficiency. Haven't tried workouts from them yet.,0.9047671
47,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I love the goggles and the app! Spectacular! But why does the app need an internet connection to refresh the results? It should be done locally via Bluetooth. (In the same context, I didn't appreciate receiving a marketing email saying ""now that you've used the goggles a couple of times""... How do you know that? Who else has access to my data and where did I consent to that?) Could we also expect some further integrations in the future? (e.g. Google Fit?)",0.8764623
48,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Really great app and goggles. I wish it could time out the display until I get close to a turn so I don't have to always see the numbers when zen and speeding through the water! UPDATED: Thank you for the reply. Leaving the question because it shows how easy this was to do once I found this customization area and how awesome this makes the device! Thank you for making a great product!!!,0.9694341
49,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Nice clean ans simple app interface. So far I had 4 sessions and I love it. It is very helpful to see running clock vs specific metrics in goggles. Would be nice to have ability to change metrics in the pool. So far I learned how to set metrics on the phone and synch before a pool session.,0.4911341
50,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I originally purchased a pair 12/2019. Despite some early issues the goggles performed flawlessly afterwards. They are a major motivator to swim regularly and stimulate me to better my times. While competitive swimmers are probably all familiar with Form's goggles, I highly recommend them for casual swimmers like me who, at 60, is staying healthy by taking swimming up again after 45 years. Fantastic service, great product.",0.88130695
51,"choose own plans or workouts in app,can also load own workouts through custom workout builder","In general, it works well. Keeps track of workout and is easy to read. My one gripe is the way the workout builder is set up. You can't do repeat intervals, only rest intervals. You can't set rest times below 10 seconds, so no 25s w/ 5s rest. They've limited the interval distances available. You can't do 225s or 350s if you wanted. Most annoyingly, you can't do a 1650 even though that is the short course yard competition equivalent of the 1500m.",0.48147053
52,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Amazing goggles and app, definitely helped me improve my swim times by a lot. Also, since they are kinda pricey (well worth) they are expensive enough to be an extra incentive to swim, cause besides swimming these goggles wont be used anywhere else! Def try em out if you like to swim and want to improve your timing!",0.49118766
53,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Game changer!!! This is amazing! As a lifelong competitive swimmer I wish I had found this 20 years ago. It gives your pace per lap, you have a pace clock in your vision. It is easy to operate, easy to see and the actual goggle itself is watertight and comfortable. I absolutely love it!",0.8844186
54,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I rated a 5. However, the ""swim screen"" should really have a stopwatch counter that resets each turn (even for 25m). Without the polar heart rate monitor, there is little I find useful to display on that ""swim screen"" that couldn't already be displayed on the ""turn screen""",0.49515516
55,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Loving these goggles. I use them for both open water and training with my club. If using for open water I suggest pairing with a garmin watch to get more tracking details but the pool information logged and tracked is amazing. It pushes me harder and keeps my stroke count and pace consistent when I need it.,0.49127847
56,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Form are the best tech for swimming. This is the most complete app for swimming I believe.. love it. Very easy to use, very clean design and a lot of metrics.. almost every thing you.can immagine is there...",0.49898213
57,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Far more accurate than I would have thought Great for knowing what I need to hold to make interval with rest,0.5120178
58,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I love being able to concentrate on my swim stroke rather than keeping count of my laps. I have found it to be very accurate and like being able to sync it to my phone and review all my swims.,0.50073093
59,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Been using this app with the goggles for several months now and it's amazing! I have trouble keeping count of my laps, so having a device that helps keep track as well as give me my pace, makes all the difference.",0.8869157
60,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Works great with the swim goggles! The redesign is excellent. Make sure you enable gps/location services before pairing though, because the app doesn't prompt you.",0.5118063
61,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Ive had this for a week so far. Ive had zero issues. Im really enjoying my goggles and all the data they collect. The app is easy to navigate and there is a lot of info to look through.,0.88601327
62,"choose own plans or workouts in app,can also load own workouts through custom workout builder",The Form App is exceptional! Easy to use and incredible partner for these great goggles,0.95363784
63,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Easy to learn and use. Useful information. Not overly complicated.,0.533266
64,"choose own plans or workouts in app,can also load own workouts through custom workout builder",overall very user- friendly. however witnessed one glitch in my few days of using.,0.5159052
65,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I was not sure what to expect but Form is fantastic! The data is very clear and easy to interpret. When I realised that it synchronized with Strava and Garmin Connect I was 100% sold,0.49734962
66,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Easy to get set up and way more data available than I realized there would be. Love swimming with these googles and the app makes it super easy to sync and read results.,0.8893278
67,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Out of the box, 2 hours later and still can't get past the Bio page. However, the company DID respond to my cry for help and worked on their end to fix the problem. I did not have to troubleshoot with them or get on a call. Thanks for helping me so quickly.",0.49294597
68,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Great app & product, only thing i'd add is a real time lap timer. Right now theres only an overall timer, and timer for the lap you just completed, but seeing it in real time would be very beneficial.",0.49681106
69,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app. Super happy. How to make it better : Need to drill down within an interval to view each lap. Need to correct the app if style mislabeled. Need to tell the app if I'm using hand or foot palms,0.49518389
70,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's a great app. Very intuitive and stable. I only wish I can zoom in into the timeline and see particular time periods more granular,0.5752033
71,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I dont know what I was doing this long without my FORM goggles. They're great. Splits,stoke count type total.meters swam. Wow all swimmers from beginnrs to world class should have a pair. Thanks for the great product. Norther Alberta Canada.",0.8957252
72,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I was so excited to finally get my pair! Having the ability to check my pace distance during my swim is absolutely amazing! (Especially during an open water swim) I am very much looking forward to see what else FORM has planned 🤗,0.4952964
73,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's great to just concentrate on technique and listen to my music and not count laps. Hopefully can save some money and get heart rate monitor.,0.93526316
74,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Work like a charm and sync with the goggle seamlessly. Swim results presented in a well organized form. Love it!,0.89373034
75,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Amazing! One of the best ways to know how much your doing and the calorie you have lost and with the split times after every length.,0.89232457
76,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Initially I had trouble getting the app to sync with Strava but the developer was quite responsive and fixed it relatively quickly.,0.5153951
77,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app to go along with my Form goggles. Bluetooth setup was so easy and everything is working flawlessly. Kudos to the team!,0.510807
78,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Great app, easy to use with great custom options. I am really enjoying the goggles I think they are going to be a great tool in improving my performance.",0.5096748
79,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Incredible. It helped me design a swimfit program for myself that reversed my pre-diabetic state, and lost 20kg (sorry only metric 🤣) as a result. My swims are now relaxing and pure joy knowing exactly how many calories im burning. Ps, and Form, THANKS FOR THE SWIM CAPS 🇨🇦💗",0.88277215
80,"choose own plans or workouts in app,can also load own workouts through custom workout builder",The greatest advantage is seeing the swimming stats and heart rates during swimmining. Pace and heart-rate measurements are more accurate than most other devices.,0.893095
81,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Excellent app that accurately keeps track of my distance, strokes, and intensity.",0.90060335
82,"choose own plans or workouts in app,can also load own workouts through custom workout builder",The goggles are amazing. The app is pretty see less in terms of integration with the goggles. No complaints here.,0.5099451
83,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Form goggles really move you to the next level. Clear precise instructions. They have thought of everything.,0.90227246
84,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I have over 260 swim miles on my goggles. They remind me when I ""lose focus"" during a longer swim and start slowing down. In an open water swim along a beach, I can swim a 'half mile' turn around and swim a 'half mile' back, walk out of the ocean and my towel is right there. I don't swim without my FORM goggles.",0.48147053
85,"choose own plans or workouts in app,can also load own workouts through custom workout builder",A very neat piece of technology for swimming. Looking forward to the open water update.,0.5159182
86,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Obviously this app is only useful if you have the goggles, which are great! If you don't have the goggles then it would be of zero value",0.8945671
87,"choose own plans or workouts in app,can also load own workouts through custom workout builder",A great companion app,0.9538456
88,"choose own plans or workouts in app,can also load own workouts through custom workout builder",What an amazing piece of equipment designed to improve your swimming. Once you use it you'll never want to train with out it,0.50362897
89,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Formswim goggles are the best way of monitoring my swim training. The live heart rate helps me pace. Custom workouts boost my motivation.,0.8912287
90,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app. I like the format of a workout analysis screen. Even before got the goggles preferred analysis of Garmin swim data in this app compared to Garmin app.,0.8898676
91,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It would be cool to be able to compare your performance on the same workout over time. Or just analyze your progress over time.,0.5066756
92,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Amazing stats, goals and shows areas to improve. 100 % recommended!",0.5284411
93,"choose own plans or workouts in app,can also load own workouts through custom workout builder",This is a great app paired with the goggles. I definitely pushed myself harder w/ the pair.,0.91222453
94,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Great insight to the details, however the real win is the dynamic feedback whilst swimming, happy dayz!!",0.89489096
95,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great analysis of my swims and the goggles are just brilliant. I feel like a swimming borg lol.,0.98163724
96,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Excellent information. Very easy to use. Logical setup.,0.56052035
97,"choose own plans or workouts in app,can also load own workouts through custom workout builder","After only a few days of using the goggles and the app, I am loving the amount of data that I'm getting. Now I just need to speed up.",0.50192606
98,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I enjoy swimming more because I can focus on listening to books to pass the time instead of trying to remember my lap number,0.50294787
99,"choose own plans or workouts in app,can also load own workouts through custom workout builder",A great training tool. Finally feedback during the swim.,0.5459695
100,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I am impressed how well it keeps the laps count in the pool. I'm still new to it, I'll update this review later on.",0.5280232
101,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Works perfectly and has all the apropiate data with pretty cool visualizations.,0.902347
102,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Essential for data nerds!! Easy to use and the workouts make my ""swimming"" make sense",0.99972785
103,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Accurate on lengths and time. Interesting to see the breakdowns as well,0.9213492
104,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Amazing experience between the goggle and the app. Very highly recommended!,0.5317256
105,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app sync does take a couple of tries before it takes though.,0.9995951
106,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Fantastic training aid ... coach, mentor, educator, judge, jury & hangman!! Fantastic tool to have in the toolbox.",0.8929175
107,"choose own plans or workouts in app,can also load own workouts through custom workout builder","I gave 5 star just to keep the team motivated for the start, and I am just testing the app without the googles yet. I wanna switch from my Polar watch to this google, but where is the HeartRate zone/graph section...? I wanna buy this with HR only.",0.49506012
108,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great. Like to monitor rest time between repetitions.,0.8378773
109,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's a great swim tool and great for doing solo workouts.,0.9062751
110,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Love love love. I refuse to swim without my Form Swim Goggles. Workouts and stats, oh my!",0.5235869
111,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great...had an issue connecting Garmin opened a ticket got it fixed in no time!,0.9133057
112,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It would be great to personalize the length of the pool in the next update because my condo pool is less than 25 metres.,0.5205243
113,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Clear vision, easy to follow cues, great training plans",0.55717796
114,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great Sports Tech. Waiting for the Open Water capability.,0.53856444
115,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Excellent goggles, what a great device. I would highly recommend.",0.6987724
116,"choose own plans or workouts in app,can also load own workouts through custom workout builder",unable to update the new googles first but it works after many trials and it is very good,0.8989727
117,"choose own plans or workouts in app,can also load own workouts through custom workout builder","What a great product, changed my swimming completely!",0.5664973
118,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Works really well with the form goggles, which are great",0.9135217
119,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Amazing Google !! Definitely a must have for swimming lovers for training, weightloss you name it !",0.5190343
120,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It helps identify my weaknesses and strengths in order to make intelligent decisions about my training,0.51353955
121,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app with lots of workouts to choose from,0.9098166
122,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Amazing swim now that I have these goggles. I just recieved about a week ago been in pool everyday. Looking forward to tomorrow swim.,0.50478226
123,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great app as stand alone or in addition to Garmin Connect,0.5437545
124,"choose own plans or workouts in app,can also load own workouts through custom workout builder",This is best device ever...information is power...all right here...I am very pleased,0.52953357
125,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Excellent representation of swim sets,0.62223536
126,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Excellent and fabulous app support,0.9223719
127,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I only wish for Galaxy watch support.,0.5574816
128,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Nice statistics and information,0.58982354
129,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I look forward to being able to create custom workouts.,0.54214483
130,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Works as it should everyday. It's excellent 👌,0.9090875
131,"choose own plans or workouts in app,can also load own workouts through custom workout builder",By far the best fitness app ever.,0.56267434
132,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's a great device and a quality app,0.9116994
133,"choose own plans or workouts in app,can also load own workouts through custom workout builder",I love it!! The googles and app are a game changer!!,0.90874404
134,"choose own plans or workouts in app,can also load own workouts through custom workout builder",These goggles are a game changer. I love 💘 them.,0.5525616
135,"choose own plans or workouts in app,can also load own workouts through custom workout builder",The googles are great for indoor swimming.,0.8380935
136,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great product. Great app,0.9306887
137,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Excellent improve my swimming,0.6768081
138,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Easy to use. Accurate.,0.6125718
139,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Best swimming app. Hands down.,0.57970524
140,"choose own plans or workouts in app,can also load own workouts through custom workout builder",A must have tool for swimmers everywhere.,0.9165226
141,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Awesome! Love this new toy.,0.9245741
142,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great support great product,0.9280267
143,"choose own plans or workouts in app,can also load own workouts through custom workout builder",best goggles and app ever,0.6315997
144,"choose own plans or workouts in app,can also load own workouts through custom workout builder",If Apple ever made swimming goggles would be like this.,0.5423381
145,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Game. Changer. A coach in your eye.,0.56049013
146,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Best ever I really enjoy it,0.56504744
147,"choose own plans or workouts in app,can also load own workouts through custom workout builder","Love my goggles, now swimming is fun",0.59787875
148,"choose own plans or workouts in app,can also load own workouts through custom workout builder",This app has changed my swim.,0.8525517
149,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's absolutely amazing,0.94784594
150,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great for talking to LS,0.6167119
151,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Would you like to give me a free pair of goggles? ;););),0.90053713
152,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Expensive but worth it.,0.5860216
153,"choose own plans or workouts in app,can also load own workouts through custom workout builder",It's a great app,0.9336397
154,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Awesome swimming partner,0.64262974
155,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Love the goggles,0.99569315
156,"choose own plans or workouts in app,can also load own workouts through custom workout builder",Great,0.9942787
