review,rating,title,polarity,subjectivity,sentiment,feature,similarity score
"I have been trying to learn how to freestyle without a coach. After 50+ videos saying keep your elbows up, this is the 1st videos to actually SHOW you how to do it. Also the demonstrations OUT OF WATER are very helpful. I love the way this app and it’s videos are so helpful. I began my swimming with 27-28 strokes to get me across the pool. In 5 days with the help of this training, today I crossed the pool in 17-18 strokes. I’m impressed!",4,Thank you!,0.425,0.5,positive,analytics to track your progress,0.97640944
"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",5,Easy-peasy app,0.6666666666666666,0.5690476190476191,positive,personalized training plans,0.375119
"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",5,Easy-peasy app,0.6666666666666666,0.5690476190476191,positive,drill&technique video library,0.93012536
"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",5,Easy-peasy app,0.6666666666666666,0.5690476190476191,positive,easy-to -follow workouts,0.9457143
"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",5,Easy-peasy app,0.6666666666666666,0.5690476190476191,positive,analytics to track your progress,0.9809037
"They put me on 2 levels before champion but the workouts are way too easy. I also told the survey, I swim for 2 hrs and a minimum of 5000 yards. The training they give me is less than 2 hrs and WAY less than 5000 yards.",2,Honest oppinion of a 17 year old on a swim team,0.0333333333333333,0.3222222222222222,positive,personalized training plans,0.36590686
"They put me on 2 levels before champion but the workouts are way too easy. I also told the survey, I swim for 2 hrs and a minimum of 5000 yards. The training they give me is less than 2 hrs and WAY less than 5000 yards.",2,Honest oppinion of a 17 year old on a swim team,0.0333333333333333,0.3222222222222222,positive,drill&technique video library,0.9264374
"They put me on 2 levels before champion but the workouts are way too easy. I also told the survey, I swim for 2 hrs and a minimum of 5000 yards. The training they give me is less than 2 hrs and WAY less than 5000 yards.",2,Honest oppinion of a 17 year old on a swim team,0.0333333333333333,0.3222222222222222,positive,easy-to -follow workouts,0.94244444
"They put me on 2 levels before champion but the workouts are way too easy. I also told the survey, I swim for 2 hrs and a minimum of 5000 yards. The training they give me is less than 2 hrs and WAY less than 5000 yards.",2,Honest oppinion of a 17 year old on a swim team,0.0333333333333333,0.3222222222222222,positive,analytics to track your progress,0.9789265
Thank you guys. Appreciate your work.,5,Great App.,0.0,0.0,neutral,personalized training plans,0.43507612
Thank you guys. Appreciate your work.,5,Great App.,0.0,0.0,neutral,drill&technique video library,0.95219785
Thank you guys. Appreciate your work.,5,Great App.,0.0,0.0,neutral,easy-to -follow workouts,0.9649842
Thank you guys. Appreciate your work.,5,Great App.,0.0,0.0,neutral,analytics to track your progress,0.99154323
"I love Swimup’s YouTube channel so I was really excited about their app. It’s a nice minimalistic app that’s simple and not complicated. But my biggest problem are the videos. Why isn’t there any sound in the videos for technique, drills, etc. I love Swimup’s YouTube videos because of the explanations. It’s very frustrating when I want to watch a video for technique and drills and there is no commentary. Due to that, the app unfortunately doesn’t live up to what the channel has proudly made themselves to be :/",3,"I really want to like the app, I really do",0.1666433566433566,0.7370879120879121,positive,personalized training plans,0.35473
"I love Swimup’s YouTube channel so I was really excited about their app. It’s a nice minimalistic app that’s simple and not complicated. But my biggest problem are the videos. Why isn’t there any sound in the videos for technique, drills, etc. I love Swimup’s YouTube videos because of the explanations. It’s very frustrating when I want to watch a video for technique and drills and there is no commentary. Due to that, the app unfortunately doesn’t live up to what the channel has proudly made themselves to be :/",3,"I really want to like the app, I really do",0.1666433566433566,0.7370879120879121,positive,drill&technique video library,0.92186046
"I love Swimup’s YouTube channel so I was really excited about their app. It’s a nice minimalistic app that’s simple and not complicated. But my biggest problem are the videos. Why isn’t there any sound in the videos for technique, drills, etc. I love Swimup’s YouTube videos because of the explanations. It’s very frustrating when I want to watch a video for technique and drills and there is no commentary. Due to that, the app unfortunately doesn’t live up to what the channel has proudly made themselves to be :/",3,"I really want to like the app, I really do",0.1666433566433566,0.7370879120879121,positive,easy-to -follow workouts,0.93837065
"I love Swimup’s YouTube channel so I was really excited about their app. It’s a nice minimalistic app that’s simple and not complicated. But my biggest problem are the videos. Why isn’t there any sound in the videos for technique, drills, etc. I love Swimup’s YouTube videos because of the explanations. It’s very frustrating when I want to watch a video for technique and drills and there is no commentary. Due to that, the app unfortunately doesn’t live up to what the channel has proudly made themselves to be :/",3,"I really want to like the app, I really do",0.1666433566433566,0.7370879120879121,positive,analytics to track your progress,0.97640944
No voice tutorials makes these videos useless.,1,No voice,-0.5,0.2,negative,personalized training plans,0.9584805
No voice tutorials makes these videos useless.,1,No voice,-0.5,0.2,negative,drill&technique video library,0.45413047
No voice tutorials makes these videos useless.,1,No voice,-0.5,0.2,negative,easy-to -follow workouts,0.41356364
No voice tutorials makes these videos useless.,1,No voice,-0.5,0.2,negative,analytics to track your progress,0.2870018
