,feature,review,similarity score
11,personalized training plans,"Would rate five stars if we had the option to select what equipment is available to us and tailor the workouts around that. Ex: not swimming in a pool so unable to do exercises based on pushing off the wall, etc. Also would like to be able to select less than 250m and less than 20 min on the set up questionnaire for complete beginners.",0.3637063
12,personalized training plans,"Very good content and presentation with clear explanations. The app experience could be a tiny bit more refined, but for what it does it's great. I use it in combination with Swim Coach.",0.9422782
13,personalized training plans,Immediately impressed with the UI and build of the app. Excited to put in some work with this app.,0.39175728
14,personalized training plans,"Great app so far, I just wish there was a way to reset your training plan and swim stats. I accidentally completed a workout I hadn't done yet, just wish I could undo those stats. Otherwise the app is super simple and dummy proof!",0.93886364
15,personalized training plans,Great swimming app. Just wish there were exercises for pull buoys and snorkel. Taking off a star and uninstalling because you can't choose which strokes you'd like to focus on or what equipment you have (I'd like pull buoy and snorkel exercises).,0.9378432
16,personalized training plans,"As a former swimmer with respectful results in junior competition in my country, i'm delighted by this phenomenal app! Now, i'm 33 years old and trying to rebuild my condition and maybe take part in veteran's competitions. This app is very helpful for me because it provides me daily with great workouts. Congratulations guys! One dilemma though - if i have for example 3x100m freestyle with 30 sec rest, does it means rest after each 100's or after i complete all 3? Thanks for answer in advance",0.93151367
17,personalized training plans,"For beginners who want to learn swim better with strictured plan and drills, this is the app! It helps me a lot of improving my swimming techniques in short of time. Thanks!",0.380549
18,personalized training plans,"I wish I could print the exercises with more details. I started bringing my phone in a water bag and check the numbers in the pool, so I don't have to spend a lot of time memorizing them",0.9880337
19,personalized training plans,Absolutely loving it so far! I used to swim competitively and am now coming back to swimming as a form of working out. Exactly what I was looking for.,0.38238546
20,personalized training plans,"It's a superb app,covered up for all round skills and techniques...an easy way to improve with lesser time",0.39566633
21,personalized training plans,Coooooool. I like it but please improvise the ability to download the clips and use them when offline,0.3922915
22,personalized training plans,"Excellent content, but - you must adding option for Android watches. Like garnim watch ( as competitors have ) . You have a lot users like my, with Android phones / watches, and this feature is necessary for exercises into the pool. Thank you !!",0.37603092
23,personalized training plans,"Good videos with proper techniques, can we download videos if we take subscription of the app",0.9503406
24,personalized training plans,It makes me feel like I have a one on one personal trainer. I love this app and have recommend it to my friends.,0.38854176
25,personalized training plans,"Excellent application, helped me lot for learning and improving swimimg",0.4140661
26,personalized training plans,Easy to use. Step by step guidance. The videos are very helpful.,0.40756044
27,personalized training plans,great for every swimmer,0.97667116
28,personalized training plans,This app is awesome. They used a lot of effort to make this. Thank you very much,0.42420673
29,personalized training plans,Best app i came ever across . My only regret is why i didn't know about this earlier 😃.,0.94381166
30,personalized training plans,Super nice app and free of cost go for this app🤗✌,0.44462013
31,personalized training plans,Really helpful. Thanks,0.58360684
32,personalized training plans,Its a very very nice app,0.96330905
33,personalized training plans,Useful for us instructors,0.97336274
34,personalized training plans,Perfect swimming Technics,0.5016247
35,personalized training plans,Very nice app,0.98009235
36,personalized training plans,I love this app,0.5076196
37,personalized training plans,Best swimmg tactics.,0.9757108
38,personalized training plans,Super supper supper supper supper,0.45067596
39,personalized training plans,Superb Tq Swimup,0.5457972
40,personalized training plans,very nice,0.9881612
41,personalized training plans,Good 👍,0.986544
42,personalized training plans,"Muy bueno, me sirve mucho para hacer entrenamiento y ejercitar",0.41112465
43,personalized training plans,Very usefull👏,0.9877919
44,personalized training plans,Excellent,0.72219414
45,personalized training plans,Perfect,0.6499562
46,personalized training plans,Super bro,0.56780994
47,personalized training plans,"Спасибо, приложением генерирует интересные тренировки с детальным описанием и видео примерами. Единственное, чего не хватает так это изменения языка приложения в настройках. Очень неудобно менять каждый раз языковые настройки телефона. Жду этой настройки :)",0.93681645
48,personalized training plans,"Спасибо, отличное приложение для тренировок. Просьба: добавьте в настройки переключение языка приложения, чтобы он не зависел от системных языковых настроек телефона.",0.9399141
49,personalized training plans,Nice app,0.99206966
50,personalized training plans,Very good,0.9885324
51,drill&technique video library,"Amazing app, amazing coach and superb courses. I am enjoying the app so much and it motivates me to go at least twice a week for swim. I find courses are very well made and help any aspiring swimmer at all levels. 
I used to swim but the coach had changed my swim style and technique so much and it improved my swimming endurance and skill to a great extent. 
Thank you for the wonderful service. The subscription is very well worth. In fact I would say you get lot more than you pay if you are persistent with the workouts and the courses",0.70710677
52,drill&technique video library,Tried a few training apps for getting into swimming and this one is the best I’ve seen. Tips are helpful and easy to understand,0.72513777
53,drill&technique video library,"I have been trying to learn how to freestyle without a coach. After 50+ videos saying keep your elbows up, this is the 1st videos to actually SHOW you how to do it. Also the demonstrations OUT OF WATER are very helpful. I love the way this app and it’s videos are so helpful. I began my swimming with 27-28 strokes to get me across the pool. In 5 days with the help of this training, today I crossed the pool in 17-18 strokes. I’m impressed!",0.70710677
54,drill&technique video library,"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",0.72722954
55,drill&technique video library,Thank you guys. Appreciate your work.,0.78184056
56,drill&technique video library,"I put my phone in a plastic bag to use this app. XD It's sleek and easy to use. I tried out the first 2 recommended workouts and liked them a lot, but now it won't generate any more and I don't have a subscription. Are there only 2 accessible workouts per mode without a subscription? Also some of the drill descriptions are hard to understand (in English). Not a huge problem but I'm not familiar with all the drills. (Edit: the videos are really helpful though!)",0.70710677
57,drill&technique video library,"They are a great service to sort out what you might want to train up for in the swimming pool, the next thing I'd appreciate is if they could make some dry-land workout routines I could follow.",0.90595555
58,drill&technique video library,"Great suppport service. I was unable to use the app due to a mistaken ""connection issue"". They fixed it right away, and I'm now the happiest guy in the pool with my app.",0.72000843
59,drill&technique video library,"The app is a great resource! But I'm only interested in the material, and not the device tracking features as I don't have one. Is it possible to make a cheaper plan to get access to all the resources?",0.717906
60,drill&technique video library,"An excellent app. I've been following Swimup on YouTube since it was first created. Pin point error correction, solutions and excelent effective training ideas on adult swimming. Program includes all basic and all advance levels and END and SPRT modes with using tools where necessary. I made my subscription on 2021 August 1st. I took many private lessons and group work so far, but I have never had such a rapid and effective development until now. You must try, time is valuable.",0.70710677
61,drill&technique video library,"If only they got rid of those generic photos of that male swimmer from the start screen. And add some HD photos of Olympians, familiar faces for each category. This app would look immensely cleaner! Performance wise : the app won't save your work if you take a call or switch tabs from another app during your workout for some reason.",0.70710677
62,drill&technique video library,"Would rate five stars if we had the option to select what equipment is available to us and tailor the workouts around that. Ex: not swimming in a pool so unable to do exercises based on pushing off the wall, etc. Also would like to be able to select less than 250m and less than 20 min on the set up questionnaire for complete beginners.",0.70710677
63,drill&technique video library,"Very good content and presentation with clear explanations. The app experience could be a tiny bit more refined, but for what it does it's great. I use it in combination with Swim Coach.",0.728559
64,drill&technique video library,Immediately impressed with the UI and build of the app. Excited to put in some work with this app.,0.7282023
65,drill&technique video library,"Great app so far, I just wish there was a way to reset your training plan and swim stats. I accidentally completed a workout I hadn't done yet, just wish I could undo those stats. Otherwise the app is super simple and dummy proof!",0.72163427
66,drill&technique video library,Great swimming app. Just wish there were exercises for pull buoys and snorkel. Taking off a star and uninstalling because you can't choose which strokes you'd like to focus on or what equipment you have (I'd like pull buoy and snorkel exercises).,0.71958756
67,drill&technique video library,"As a former swimmer with respectful results in junior competition in my country, i'm delighted by this phenomenal app! Now, i'm 33 years old and trying to rebuild my condition and maybe take part in veteran's competitions. This app is very helpful for me because it provides me daily with great workouts. Congratulations guys! One dilemma though - if i have for example 3x100m freestyle with 30 sec rest, does it means rest after each 100's or after i complete all 3? Thanks for answer in advance",0.70710677
68,drill&technique video library,"For beginners who want to learn swim better with strictured plan and drills, this is the app! It helps me a lot of improving my swimming techniques in short of time. Thanks!",0.71982104
69,drill&technique video library,"I wish I could print the exercises with more details. I started bringing my phone in a water bag and check the numbers in the pool, so I don't have to spend a lot of time memorizing them",0.96682596
70,drill&technique video library,Absolutely loving it so far! I used to swim competitively and am now coming back to swimming as a form of working out. Exactly what I was looking for.,0.7211987
71,drill&technique video library,"It's a superb app,covered up for all round skills and techniques...an easy way to improve with lesser time",0.7311102
72,drill&technique video library,Coooooool. I like it but please improvise the ability to download the clips and use them when offline,0.72860014
73,drill&technique video library,"Excellent content, but - you must adding option for Android watches. Like garnim watch ( as competitors have ) . You have a lot users like my, with Android phones / watches, and this feature is necessary for exercises into the pool. Thank you !!",0.7164244
74,drill&technique video library,"Good videos with proper techniques, can we download videos if we take subscription of the app",0.99532944
75,drill&technique video library,It makes me feel like I have a one on one personal trainer. I love this app and have recommend it to my friends.,0.7258044
76,drill&technique video library,"Excellent application, helped me lot for learning and improving swimimg",0.7446906
77,drill&technique video library,Easy to use. Step by step guidance. The videos are very helpful.,0.7399093
78,drill&technique video library,great for every swimmer,0.8082746
79,drill&technique video library,This app is awesome. They used a lot of effort to make this. Thank you very much,0.75209844
80,drill&technique video library,Best app i came ever across . My only regret is why i didn't know about this earlier 😃.,0.7317089
81,drill&technique video library,Super nice app and free of cost go for this app🤗✌,0.766841
82,drill&technique video library,Really helpful. Thanks,0.8605345
83,drill&technique video library,Its a very very nice app,0.7744945
84,drill&technique video library,Useful for us instructors,0.7994106
85,drill&technique video library,Perfect swimming Technics,0.8067496
86,drill&technique video library,Very nice app,0.8179114
87,drill&technique video library,I love this app,0.81083316
88,drill&technique video library,Best swimmg tactics.,0.80565953
89,drill&technique video library,Super supper supper supper supper,0.77117
90,drill&technique video library,Superb Tq Swimup,0.83629733
91,drill&technique video library,very nice,0.84341836
92,drill&technique video library,Good 👍,0.8378914
93,drill&technique video library,"Muy bueno, me sirve mucho para hacer entrenamiento y ejercitar",0.7425316
94,drill&technique video library,Very usefull👏,0.8421324
95,drill&technique video library,Excellent,0.93914187
96,drill&technique video library,Perfect,0.9003971
97,drill&technique video library,Super bro,0.85053277
98,drill&technique video library,"Спасибо, приложением генерирует интересные тренировки с детальным описанием и видео примерами. Единственное, чего не хватает так это изменения языка приложения в настройках. Очень неудобно менять каждый раз языковые настройки телефона. Жду этой настройки :)",0.7175382
99,drill&technique video library,"Спасибо, отличное приложение для тренировок. Просьба: добавьте в настройки переключение языка приложения, чтобы он не зависел от системных языковых настроек телефона.",0.723752
100,drill&technique video library,Nice app,0.8581316
101,drill&technique video library,Very good,0.8447261
102,easy-to -follow workouts,"Amazing app, amazing coach and superb courses. I am enjoying the app so much and it motivates me to go at least twice a week for swim. I find courses are very well made and help any aspiring swimmer at all levels. 
I used to swim but the coach had changed my swim style and technique so much and it improved my swimming endurance and skill to a great extent. 
Thank you for the wonderful service. The subscription is very well worth. In fact I would say you get lot more than you pay if you are persistent with the workouts and the courses",0.9468519
103,easy-to -follow workouts,Tried a few training apps for getting into swimming and this one is the best I’ve seen. Tips are helpful and easy to understand,0.9548458
104,easy-to -follow workouts,"I have been trying to learn how to freestyle without a coach. After 50+ videos saying keep your elbows up, this is the 1st videos to actually SHOW you how to do it. Also the demonstrations OUT OF WATER are very helpful. I love the way this app and it’s videos are so helpful. I began my swimming with 27-28 strokes to get me across the pool. In 5 days with the help of this training, today I crossed the pool in 17-18 strokes. I’m impressed!",0.9468519
105,easy-to -follow workouts,"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",0.9557453
106,easy-to -follow workouts,Thank you guys. Appreciate your work.,0.42567426
107,easy-to -follow workouts,"I put my phone in a plastic bag to use this app. XD It's sleek and easy to use. I tried out the first 2 recommended workouts and liked them a lot, but now it won't generate any more and I don't have a subscription. Are there only 2 accessible workouts per mode without a subscription? Also some of the drill descriptions are hard to understand (in English). Not a huge problem but I'm not familiar with all the drills. (Edit: the videos are really helpful though!)",0.9468519
108,easy-to -follow workouts,"They are a great service to sort out what you might want to train up for in the swimming pool, the next thing I'd appreciate is if they could make some dry-land workout routines I could follow.",0.6254638
109,easy-to -follow workouts,"Great suppport service. I was unable to use the app due to a mistaken ""connection issue"". They fixed it right away, and I'm now the happiest guy in the pool with my app.",0.95261496
110,easy-to -follow workouts,"The app is a great resource! But I'm only interested in the material, and not the device tracking features as I don't have one. Is it possible to make a cheaper plan to get access to all the resources?",0.95169055
111,easy-to -follow workouts,"An excellent app. I've been following Swimup on YouTube since it was first created. Pin point error correction, solutions and excelent effective training ideas on adult swimming. Program includes all basic and all advance levels and END and SPRT modes with using tools where necessary. I made my subscription on 2021 August 1st. I took many private lessons and group work so far, but I have never had such a rapid and effective development until now. You must try, time is valuable.",0.32166985
112,easy-to -follow workouts,"If only they got rid of those generic photos of that male swimmer from the start screen. And add some HD photos of Olympians, familiar faces for each category. This app would look immensely cleaner! Performance wise : the app won't save your work if you take a call or switch tabs from another app during your workout for some reason.",0.9468519
113,easy-to -follow workouts,"Would rate five stars if we had the option to select what equipment is available to us and tailor the workouts around that. Ex: not swimming in a pool so unable to do exercises based on pushing off the wall, etc. Also would like to be able to select less than 250m and less than 20 min on the set up questionnaire for complete beginners.",0.9468519
114,easy-to -follow workouts,"Very good content and presentation with clear explanations. The app experience could be a tiny bit more refined, but for what it does it's great. I use it in combination with Swim Coach.",0.35069236
115,easy-to -follow workouts,Immediately impressed with the UI and build of the app. Excited to put in some work with this app.,0.95616156
116,easy-to -follow workouts,"Great app so far, I just wish there was a way to reset your training plan and swim stats. I accidentally completed a workout I hadn't done yet, just wish I could undo those stats. Otherwise the app is super simple and dummy proof!",0.34125766
117,easy-to -follow workouts,Great swimming app. Just wish there were exercises for pull buoys and snorkel. Taking off a star and uninstalling because you can't choose which strokes you'd like to focus on or what equipment you have (I'd like pull buoy and snorkel exercises).,0.3384814
118,easy-to -follow workouts,"As a former swimmer with respectful results in junior competition in my country, i'm delighted by this phenomenal app! Now, i'm 33 years old and trying to rebuild my condition and maybe take part in veteran's competitions. This app is very helpful for me because it provides me daily with great workouts. Congratulations guys! One dilemma though - if i have for example 3x100m freestyle with 30 sec rest, does it means rest after each 100's or after i complete all 3? Thanks for answer in advance",0.32166985
119,easy-to -follow workouts,"For beginners who want to learn swim better with strictured plan and drills, this is the app! It helps me a lot of improving my swimming techniques in short of time. Thanks!",0.9525328
120,easy-to -follow workouts,"I wish I could print the exercises with more details. I started bringing my phone in a water bag and check the numbers in the pool, so I don't have to spend a lot of time memorizing them",0.7543033
121,easy-to -follow workouts,Absolutely loving it so far! I used to swim competitively and am now coming back to swimming as a form of working out. Exactly what I was looking for.,0.9531358
122,easy-to -follow workouts,"It's a superb app,covered up for all round skills and techniques...an easy way to improve with lesser time",0.95739824
123,easy-to -follow workouts,Coooooool. I like it but please improvise the ability to download the clips and use them when offline,0.9563315
124,easy-to -follow workouts,"Excellent content, but - you must adding option for Android watches. Like garnim watch ( as competitors have ) . You have a lot users like my, with Android phones / watches, and this feature is necessary for exercises into the pool. Thank you !!",0.95103556
125,easy-to -follow workouts,"Good videos with proper techniques, can we download videos if we take subscription of the app",0.8501152
126,easy-to -follow workouts,It makes me feel like I have a one on one personal trainer. I love this app and have recommend it to my friends.,0.955133
127,easy-to -follow workouts,"Excellent application, helped me lot for learning and improving swimimg",0.963015
128,easy-to -follow workouts,Easy to use. Step by step guidance. The videos are very helpful.,0.9610678
129,easy-to -follow workouts,great for every swimmer,0.4647129
130,easy-to -follow workouts,This app is awesome. They used a lot of effort to make this. Thank you very much,0.9659644
131,easy-to -follow workouts,Best app i came ever across . My only regret is why i didn't know about this earlier 😃.,0.35500562
132,easy-to -follow workouts,Super nice app and free of cost go for this app🤗✌,0.97157854
133,easy-to -follow workouts,Really helpful. Thanks,0.9970697
134,easy-to -follow workouts,Its a very very nice app,0.41506118
135,easy-to -follow workouts,Useful for us instructors,0.45146623
136,easy-to -follow workouts,Perfect swimming Technics,0.9848551
137,easy-to -follow workouts,Very nice app,0.47930777
138,easy-to -follow workouts,I love this app,0.9860352
139,easy-to -follow workouts,Best swimmg tactics.,0.46078753
140,easy-to -follow workouts,Super supper supper supper supper,0.9731593
141,easy-to -follow workouts,Superb Tq Swimup,0.99251896
142,easy-to -follow workouts,very nice,0.51902413
143,easy-to -follow workouts,Good 👍,0.51027375
144,easy-to -follow workouts,"Muy bueno, me sirve mucho para hacer entrenamiento y ejercitar",0.96213996
145,easy-to -follow workouts,Very usefull👏,0.51698047
146,easy-to -follow workouts,Excellent,0.9942561
147,easy-to -follow workouts,Perfect,0.99996966
148,easy-to -follow workouts,Super bro,0.9954058
149,easy-to -follow workouts,"Спасибо, приложением генерирует интересные тренировки с детальным описанием и видео примерами. Единственное, чего не хватает так это изменения языка приложения в настройках. Очень неудобно менять каждый раз языковые настройки телефона. Жду этой настройки :)",0.33570707
150,easy-to -follow workouts,"Спасибо, отличное приложение для тренировок. Просьба: добавьте в настройки переключение языка приложения, чтобы он не зависел от системных языковых настроек телефона.",0.34413606
151,easy-to -follow workouts,Nice app,0.54275495
152,easy-to -follow workouts,Very good,0.521107
153,analytics to track your progress,"Amazing app, amazing coach and superb courses. I am enjoying the app so much and it motivates me to go at least twice a week for swim. I find courses are very well made and help any aspiring swimmer at all levels. 
I used to swim but the coach had changed my swim style and technique so much and it improved my swimming endurance and skill to a great extent. 
Thank you for the wonderful service. The subscription is very well worth. In fact I would say you get lot more than you pay if you are persistent with the workouts and the courses",0.9667525
154,analytics to track your progress,Tried a few training apps for getting into swimming and this one is the best I’ve seen. Tips are helpful and easy to understand,0.9730359
155,analytics to track your progress,"I have been trying to learn how to freestyle without a coach. After 50+ videos saying keep your elbows up, this is the 1st videos to actually SHOW you how to do it. Also the demonstrations OUT OF WATER are very helpful. I love the way this app and it’s videos are so helpful. I began my swimming with 27-28 strokes to get me across the pool. In 5 days with the help of this training, today I crossed the pool in 17-18 strokes. I’m impressed!",0.9667525
156,analytics to track your progress,"Great app! Simple as it is, works good for beginners and pros as well! Just download this app, find a pool and get that practice done!",0.9737331
157,analytics to track your progress,Thank you guys. Appreciate your work.,0.36236143
158,analytics to track your progress,"I put my phone in a plastic bag to use this app. XD It's sleek and easy to use. I tried out the first 2 recommended workouts and liked them a lot, but now it won't generate any more and I don't have a subscription. Are there only 2 accessible workouts per mode without a subscription? Also some of the drill descriptions are hard to understand (in English). Not a huge problem but I'm not familiar with all the drills. (Edit: the videos are really helpful though!)",0.9667525
159,analytics to track your progress,"They are a great service to sort out what you might want to train up for in the swimming pool, the next thing I'd appreciate is if they could make some dry-land workout routines I could follow.",0.57025737
160,analytics to track your progress,"Great suppport service. I was unable to use the app due to a mistaken ""connection issue"". They fixed it right away, and I'm now the happiest guy in the pool with my app.",0.9712977
161,analytics to track your progress,"The app is a great resource! But I'm only interested in the material, and not the device tracking features as I don't have one. Is it possible to make a cheaper plan to get access to all the resources?",0.97057366
162,analytics to track your progress,"An excellent app. I've been following Swimup on YouTube since it was first created. Pin point error correction, solutions and excelent effective training ideas on adult swimming. Program includes all basic and all advance levels and END and SPRT modes with using tools where necessary. I made my subscription on 2021 August 1st. I took many private lessons and group work so far, but I have never had such a rapid and effective development until now. You must try, time is valuable.",0.25571373
163,analytics to track your progress,"If only they got rid of those generic photos of that male swimmer from the start screen. And add some HD photos of Olympians, familiar faces for each category. This app would look immensely cleaner! Performance wise : the app won't save your work if you take a call or switch tabs from another app during your workout for some reason.",0.9667525
164,analytics to track your progress,"Would rate five stars if we had the option to select what equipment is available to us and tailor the workouts around that. Ex: not swimming in a pool so unable to do exercises based on pushing off the wall, etc. Also would like to be able to select less than 250m and less than 20 min on the set up questionnaire for complete beginners.",0.9667525
165,analytics to track your progress,"Very good content and presentation with clear explanations. The app experience could be a tiny bit more refined, but for what it does it's great. I use it in combination with Swim Coach.",0.28538078
166,analytics to track your progress,Immediately impressed with the UI and build of the app. Excited to put in some work with this app.,0.9740551
167,analytics to track your progress,"Great app so far, I just wish there was a way to reset your training plan and swim stats. I accidentally completed a workout I hadn't done yet, just wish I could undo those stats. Otherwise the app is super simple and dummy proof!",0.2757289
168,analytics to track your progress,Great swimming app. Just wish there were exercises for pull buoys and snorkel. Taking off a star and uninstalling because you can't choose which strokes you'd like to focus on or what equipment you have (I'd like pull buoy and snorkel exercises).,0.27289015
169,analytics to track your progress,"As a former swimmer with respectful results in junior competition in my country, i'm delighted by this phenomenal app! Now, i'm 33 years old and trying to rebuild my condition and maybe take part in veteran's competitions. This app is very helpful for me because it provides me daily with great workouts. Congratulations guys! One dilemma though - if i have for example 3x100m freestyle with 30 sec rest, does it means rest after each 100's or after i complete all 3? Thanks for answer in advance",0.25571373
170,analytics to track your progress,"For beginners who want to learn swim better with strictured plan and drills, this is the app! It helps me a lot of improving my swimming techniques in short of time. Thanks!",0.97123337
171,analytics to track your progress,"I wish I could print the exercises with more details. I started bringing my phone in a water bag and check the numbers in the pool, so I don't have to spend a lot of time memorizing them",0.70730996
172,analytics to track your progress,Absolutely loving it so far! I used to swim competitively and am now coming back to swimming as a form of working out. Exactly what I was looking for.,0.97170454
173,analytics to track your progress,"It's a superb app,covered up for all round skills and techniques...an easy way to improve with lesser time",0.97500867
174,analytics to track your progress,Coooooool. I like it but please improvise the ability to download the clips and use them when offline,0.97418636
175,analytics to track your progress,"Excellent content, but - you must adding option for Android watches. Like garnim watch ( as competitors have ) . You have a lot users like my, with Android phones / watches, and this feature is necessary for exercises into the pool. Thank you !!",0.9700596
176,analytics to track your progress,"Good videos with proper techniques, can we download videos if we take subscription of the app",0.8118404
177,analytics to track your progress,It makes me feel like I have a one on one personal trainer. I love this app and have recommend it to my friends.,0.9732588
178,analytics to track your progress,"Excellent application, helped me lot for learning and improving swimimg",0.97928166
179,analytics to track your progress,Easy to use. Step by step guidance. The videos are very helpful.,0.97781175
180,analytics to track your progress,great for every swimmer,0.40264416
181,analytics to track your progress,This app is awesome. They used a lot of effort to make this. Thank you very much,0.9814824
182,analytics to track your progress,Best app i came ever across . My only regret is why i didn't know about this earlier 😃.,0.2897958
183,analytics to track your progress,Super nice app and free of cost go for this app🤗✌,0.9855713
184,analytics to track your progress,Really helpful. Thanks,0.9999706
185,analytics to track your progress,Its a very very nice app,0.35143498
186,analytics to track your progress,Useful for us instructors,0.38895893
187,analytics to track your progress,Perfect swimming Technics,0.99445546
188,analytics to track your progress,Very nice app,0.41774246
189,analytics to track your progress,I love this app,0.9951616
190,analytics to track your progress,Best swimmg tactics.,0.39858705
191,analytics to track your progress,Super supper supper supper supper,0.986695
192,analytics to track your progress,Superb Tq Swimup,0.9985698
193,analytics to track your progress,very nice,0.4589404
194,analytics to track your progress,Good 👍,0.44984916
195,analytics to track your progress,"Muy bueno, me sirve mucho para hacer entrenamiento y ejercitar",0.9786227
196,analytics to track your progress,Very usefull👏,0.4568164
197,analytics to track your progress,Excellent,0.9845274
198,analytics to track your progress,Perfect,0.9970602
199,analytics to track your progress,Super bro,0.9996359
200,analytics to track your progress,"Спасибо, приложением генерирует интересные тренировки с детальным описанием и видео примерами. Единственное, чего не хватает так это изменения языка приложения в настройках. Очень неудобно менять каждый раз языковые настройки телефона. Жду этой настройки :)",0.270054
201,analytics to track your progress,"Спасибо, отличное приложение для тренировок. Просьба: добавьте в настройки переключение языка приложения, чтобы он не зависел от системных языковых настроек телефона.",0.2786728
202,analytics to track your progress,Nice app,0.48363867
203,analytics to track your progress,Very good,0.46110567
