,date,developerResponse,review,rating,isEdited,userName,title,platform
16,2020-02-19 17:04:15,"{'id': 13594113, 'body': 'Thanks for the great review and welcome back to the pool!  Please drop us a line at support@swim.com or join our Facebook community group so we can better understand your suggestion. ', 'modified': '2020-02-20T03:58:26Z'}","Only complaint is there’s no option to NOT put in distance. Sometimes I just swim for “time” and don’t count the distance. App requires a multiple to place in the distance box. I just put in a random number and then in the notes I explain what I did on this particular training day. Other than that, app is easy to use and very useful, especially for me as a “returning swimmer”, so I can measure my progress. Cheers!",5,False,Old Gunners Mate,Awesome app!,AppStore
17,2019-01-02 22:26:34,"{'id': 6696291, 'body': 'Thank you for the great feedback. We are actively working to release new features and enhancements to existing features based on feedback like this from our users. We are excited about our roadmap for 2019.', 'modified': '2019-01-06T18:57:48Z'}","My primary complaint is that the last lap appears to throw in a couple of seconds. One can check this by comparing the splits against the last. Now to work around this problem, I simply add another 50 yards to the interval and use the next to last split and final times. And it makes a better workout!

One other request. I would like to see room on the watch face for stroke rate with the existing parameters you already show at intervals.

You are building a very good tool and our requests are a testimony that we’re using it but want more. Very common in the software business.

As I mentioned earlier I would be happy to pay for this app so don’t stop!

And thank you!",4,False,mande.bushell,Still not as good as the original swimsense but it’s a very good tool.,AppStore
18,2021-09-12 17:21:18,,I’ve used this App for 4 years and over the last year it has been crashing and dropping my swims halfway through my 3500 yard sessions. I regularly have to check and manually add 1300+ yard sets to accurately track my total distance. I submitted a report and they told me it was because I’m not running the current version (which I am on an Apple Series 6). Unfortunately this is the best tracker I have found so far so I deal with the crashes that have become a regular part of my training.,2,False,BJen1011000,Used to work brilliantly,AppStore
19,2018-01-05 22:14:23,,I like the app on the Apple watch 2 but doesn’t translate well to iPhone. The workouts usually take days to sync and the calories always show 0 even though my watch obviously picks up the movement. It just doesn’t equate to the same number of calories as the resistance brings when the watch knows that your swimming. Not sure I explained well but it’s frustrating. The only thing I like about his app is that it differentiates resting vs swimming time. Haven’t found another swimming app that does that automatically.,2,False,Kyle Chaskel,Sync issues. Doesn’t show calories.,AppStore
20,2022-12-30 02:20:40,"{'id': 34082449, 'body': 'Hello Ellia,\n\nThank you for contacting Swim.com. \n \nWe regret that you are having this issue.\n\nTo upload a swim to a mobile app from swim.com on an Apple Watch, please make sure the device is wifi-connected and then tap the Upload button.\nIf you are synchronizing your swims through the Health app, please open the swim.com app on your smartphone and tap between Feed and Progress to refresh the process.\n\nFor clearer instructions, please use the mobile app to submit your feedbacks: Go to Settings > Tap on Support > Write a message\r\n\nHave a great day!\n', 'modified': '2023-01-04T08:04:33Z'}","More accurate than iSwimStat, and I compare it with a couple others but this doesn’t load quickly. It takes hours or even days to show up even though I refresh many times. Not sure if I’m using it correctly.  Synched with Apple Watch.",4,False,ellia88,Not loading stats,AppStore
21,2020-10-28 19:37:14,"{'id': 19043060, 'body': 'Hi RinskMini! We thrilled you like the app! You might not be seeing yourself on leaderboards because your privacy settings may be set to private. \n\nTry navigating to Settings > Privacy and toggling global leaderboards. \n\nLet us know if that does not resolve the issue. \n\nThanks!', 'modified': '2020-11-11T13:14:40Z'}",I like this app - it’s free and you can’t argue with the value for what it does (other apps charge you for stats/membership). The only reason for 4 stars and not 5 is my being unable to put/list myself on leaderboard. Perhaps it’s just a learning curve - I’m using this app only for a 3-4 months. Do you know how I can fix that?,4,False,RinskMini,Great app,AppStore
22,2018-08-17 23:55:22,"{'id': 4979817, 'body': 'Thanks for the feedback!', 'modified': '2018-09-07T12:22:24Z'}","In my opinion, the best app. It stops automatically, you have the possibility to record distance swam for drill mode (apple watch native exercise app does not offer this possibilty), you have the possibility to swim a set in a fixed amount of time (repeat in), which is another important feature that the native app does not have).",5,False,lcdtorres,The best!,AppStore
23,2022-01-07 14:30:13,,When it automatically syncs it is good but each year have problems with this. I love when it works correctly but not so much when it doesn’t. The service with issues of connectivity or syncing not much help. But it would be five stars if it worked correctly all the time.,3,False,unsinkable4u,A sometimes frustrating,AppStore
24,2018-06-14 23:48:59,,"Not sure where the negative reviews are coming from regarding accuracy. This app comes within 50 yards of my 3000+ yard workouts, and gathers excellent data. The best part, however, is an easily accessible drill mode for kick sets. Best swim app available at time of this writing, and I’ve tried them all.",5,False,Ubisububi,Very Accurate For Pool Swimming,AppStore
25,2023-01-23 22:55:51,,"After 3 years of using this app, I can say it covers all the needs of the swimmer and it keeps evolving and adding functionalities.

Unmatched and highly responsive customer support makes it even better.",5,False,GusMB,Excellent App and customer support,AppStore
26,2018-02-19 16:00:16,"{'id': 1534424, 'body': 'Some users experienced issues after upgrading to watchOS 3 or iOS 11.  These issues have been resolved for them by deleting and reinstalling the Swim.com app on the phone.  Give it a shot and if you still have issues, please reach out to us at support@swim.com and we will take care of you!  We want to ensure we get this working for you :)', 'modified': '2017-10-19T22:26:25Z'}","I have used this app with my Series 2 Watch, and it worked well. The user interface is great, and accounting for kick drills is excellent. 

It needs an update however for the new Watch iOS. I don’t blame the developer, but it needs to be addressed. Blows away Apple’s swim
tracker, when it works.

UPDATE:

I have uninstalled and then reinstalled. Still doesn’t work on Apple Watch Series 3. Developer is VERY responsive, which is appreciated, but still not working. Hopefully soon because it is an excellent app, when it works.

FINAL UPDATE:

I have done everything short of sacrificing a goat to get this app to work. I even reset my Apple Watch Series 3 to factory settings. After 200 meters, watch read 50. 

Done with this app forever. Great concept, but reality is much different. It just doesn’t work.",1,True,James in NJ,Doesn’t work with Apple Watch 3,AppStore
27,2021-08-30 20:58:44,"{'id': 25111321, 'body': ""Hi! We're sorry to hear that the app is not working for you. Could you send an email to support@swim.com so we can investigate what's going on? I am sure we can help figure out the issue."", 'modified': '2021-09-15T07:42:27Z'}","I was really excited about this app, but it blocks out all relevant information and covers the face of my watch with just the time of day so it’s nearly impossible to figure out what my splits are or what comes next in the workout. I tried raising my arm, touching the screen, jiggling the Digital Crown, but nothing reliably called up the info I wanted to see. I finally gave up and went back to the watch’s built in lap tracker. Disappointing.",1,False,thisisfinefornow,Makes Apple Watch useless,AppStore
28,2021-08-15 20:30:31,,"Never had an issue with calorie transfer to health app until the recent update that was supposed to fix an issue regarding that. Said I burned 197,000 calories the first swim workout I completed since the new update. I have an Apple Watch 5 and iphone12 plus.",4,False,Jr122345556,Recent update,AppStore
29,2020-01-30 14:15:22,,"Have nearly 900k yards tracked with only a handful of errors. Accurate tracking, consistent splits, and one button start/stop. On top of that, developers that listen and want to fix issues and constantly make this app better. Highly recommended.",5,False,WJ All The Way,The Best Swim Tracker,AppStore
30,2020-11-11 19:20:26,"{'id': 19043436, 'body': 'Hi there! Thanks for your review and feedback. We thrive on user feedback as it helps us strive to be better everyday. \n\nVersion 4.0 has fixed a lot of common bugs and issues. We encourage you to update the app and try us out again. You can always file a support ticket with our CS team here: https://sport.zendesk.com/hc/en-us\n\nThanks again for taking the time to drop us a review!', 'modified': '2020-11-11T13:36:08Z'}","Frequently adds laps, even for a 100 it may record 125. It also doesn’t correctly I’d strokes. Tech support doesn’t seem interested. I have the latest pre beta version with open water tracking, they told me all bugs were fixed. I use the latest “pre” beta version which I was told had the latest algorithms   Unfortunately I see the same errors as the previous versions",2,True,disappointedswimmer,Not consistant,AppStore
31,2021-03-09 21:03:33,"{'id': 21778821, 'body': 'Hi Macman770. Thanks for the review and feedback. We have fixed the calories calculation issue. For the crash issue, please drop us a line at support@swim.com so we can see what happened.', 'modified': '2021-03-21T13:58:15Z'}","I had some issues with the Swim app on my Apple Watch a few years ago so I switched to Apple’s swim workout app -that is until Swim stopped loading the data (I think due to an Apple update)

Now that I’m using Swim again, I notice two problems. 

1) the calories count is about half what it should be on my 2250 yard swim, but agrees with Apple’s count on my 250 yard swim. 

2) I typically do a long swim (2250 yds) followed by a short (250 yd swim). My last 2 sessions (using the Swim app on my Apple Watch 3) only one swim would load on swim. 
One time the app crashed when I ended the longer swim.",4,False,Macman770,Calorie count seems off,AppStore
32,2019-04-09 22:08:55,"{'id': 8190048, 'body': 'Thanks for the review and feedback! We agree with you on the performance issue and are working on a release that speeds things up.', 'modified': '2019-04-13T09:48:04Z'}","This app is exactly what I wanted!
-build swim workouts
-track swim workouts

4/5 stars because it’s very slow and communication with my Apple Watch is a bit glitchy. Couldn’t track this morning’s swim. Saw the update and downloaded it just now so hopefully that helps.",4,False,Guacamole21,Perfect but slow,AppStore
33,2020-09-22 22:48:33,,I like the app and the ability to have my workouts on my Apple Watch.  The connection between the Watch and app does not work and when it does then the app to the activity tracker does not work.  I have followed all the suggestions in the support but it’s still unstable.  Connection to the internet is not the problem.,3,False,NYLTIGER,Good and Bad,AppStore
34,2019-08-21 11:17:22,,"Downloaded the app and tried to create a new account by putting all my info in, but I clicked on create new account nothing worked.",5,False,thomasbolas,Will not let me create a new account,AppStore
35,2019-12-18 10:37:35,"{'id': 12668670, 'body': 'Hi and thanks for the feedback. We are constantly evaluating who are the right partners to bring into the Swim.com ecosystem. Swim algorithm accuracy or an open platform that allows us to run our proprietary swim algorithms are key evaluation features. ', 'modified': '2019-12-31T21:08:30Z'}",The concept of the app is great and really needed as there is little support for swimmers.  I have had the app for a long time.  When it was launched I expected it would quickly start aligning with all the watches that support swimming metrics.  I support Polar who have been in the swimming space for a long time.  There is still no support for Polar or a raft of other watches.  If you want to grow your customer base surely appealing to a wider audience is a no brainer but I must be wrong!,1,False,Walkabout123,What’s the point,AppStore
36,2021-07-10 23:41:24,,"I bought my Apple Watch 6 last week. It only tracked 20 of 60 minutes in the pool. I’m starting out doing kickboard front/back crawls (no arms yet) and the tracking is wonky.

I just want to track my laps. I’m looking for the swim lap tracker for dummies. I don’t think this is it yet. I’ll try for another week but I’ll be honest. I’m looking still.",2,False,borinquena,Noob can’t track laps,AppStore
37,2020-08-21 18:38:52,,Great concept but the ease of use isn’t there. The app isn’t intuitive to use and is a bit behind the power curve when it comes to inputting your times. There is no option for tenths and it refers to your time as “duration.” I’m not thrilled with this at all. Did they use actual swimmers when running this thru testing? I can’t imagine they did.,2,False,cleanout crew,Not thrilled,AppStore
38,2018-12-05 00:15:50,"{'id': 3918563, 'body': ""Would you be willing to shoot us an email at support@swim.com?  A re-install might be in order as we haven't been able to replicate these issues!"", 'modified': '2018-06-21T03:49:11Z'}","Some swim sessions are not being saved. Disappeared completely out of the box 😂
It gets me frustrated, especially after swimming 4kms 🤯
The new update of the app on the apple watch displays a weird layout sometimes, buttons and labels are getting outside of the screen 😳",3,True,Souq.comUnhappyUser,A bit disappointed,AppStore
39,2019-08-20 14:55:31,,"I am able to adjust date of swim, but it does not save. I forget to input day of swim occasionally so unfortunately my swim is posted day late. Hope the ability to do that is fixed. Also, many times I need to input info twice for it to save.",3,False,m1975*,Needs improvement,AppStore
40,2022-03-05 13:32:05,"{'id': 28640500, 'body': ""Hi Bzigterman\n\n We apologize you are having trouble with auto-import swim workout. We are working hard to improve. \n Thank you for providing your valuable feedback. Should you have any further questions, please don't hesitate to contact us again. Have a good day!\n"", 'modified': '2022-03-18T01:51:49Z'}","It used to auto-import swim workouts from the health app, but for some reason they removed that feature. Now it’s back.",4,False,bzigterman,auto-imports swim workouts fixed,AppStore
41,2023-07-29 23:21:41,"{'id': 20693823, 'body': 'Thanks for the feedback!', 'modified': '2021-01-27T20:03:08Z'}",Great website to use for logging and viewing my swim stats,5,True,afishnthewater,Great app enjoy using and seeing the data breakdown after my swim / very helpful.. thanks,AppStore
42,2023-05-13 22:59:20,"{'id': 36614714, 'body': ""Hello ShipShore, thank you for bringing this to our attention. We are sorry to hear that you are experiencing issues with distance tracking on our app. Our team will investigate the matter as soon as possible. In the meantime. We appreciate your patience and understanding. You can send us feedback via the Support feature in the swim.com app's Settings for additional assistance. Thank you."", 'modified': '2023-05-19T09:11:10Z'}",Apple Watch SE owner since October 2022. For some reason the app is overstating my distance in the water today I did 500 yards the watch record of 1200 yards however using the native activity app that comes with the phone My distance was recorded accurately. Any ideas?,3,False,ShipShore,Overstating Distance,AppStore
43,2019-03-14 12:57:54,,The leaderboard feature is absolutely incredible! Couldn’t have asked for a better tracking device!,5,False,"Luke2""3",Fantastic!,AppStore
44,2020-08-25 16:14:28,"{'id': 17540352, 'body': ""Sorry you had a bad experience. To clarify a few things: \n\nPersonal Information: We take privacy very seriously and only require a username and password to setup your account. By definition, if you choose to make your profile private, then we don't include your swims and profile on challenges and leaderboards. Other than your first name and last initial, no other personal information is required to have full use of the app.\n\nManual Entries: we support the logging of any kind of swim including open water and pool swims (as well as x-training activities). We realize that not everyone has a swim tracking device so we also allow manual swim entries to be included in Challenges (and all leaderboards...coming soon).\n\nDevices: There are options to purchase compatible swim tracking watches for well under $300 including the Apple Watch Series 3. \n\nPlease reach out to support@swim.com if we can provide additional assistance on any of these topics.\n\n"", 'modified': '2020-08-27T13:51:39Z'}","To use this app for *anything* you have to turn over incredible amounts of personal information.  If you make any part of your profile “private” the app won’t work with any of the myriad of virtual events. The UI is an abomination and doesn’t work effectively with manual entries, making this YET ANOTHER “service” that requires a $300 watch. Very unfortunate that USMS has partnered with such a low quality venture.",1,False,aafpsu99,Utter Garbage,AppStore
45,2019-06-07 11:50:59,,Love building workouts and viewing them on my Apple Watch while swimming. Tracking accuracy is the best compared to other apps.,5,False,madstheswimmer,Love this App!,AppStore
46,2021-08-07 20:01:04,,"When I complete a warm up the app will then say the workout is complete.  I have to continue the swim to continue to track the workout.  Overall, the app works well besides that glitch.",3,False,Ggarcia789,Error,AppStore
47,2021-01-20 22:01:36,"{'id': 20693821, 'body': 'Some of our users had an issue with health kit Workouts syncing to swim.com. If this is what you were experiencing please update to the latest version, 4.2. This release addresses that and several other bugs. Drop us a line at support@swim.com and let us know if that works for you.', 'modified': '2021-01-27T20:02:51Z'}","I recently got back into the pool November 2020 and was very pleased that this app would log all of my swim workouts automatically but since Jan 3rd, 2021 it doesn’t recognize them. I’m not sure what to do to fix this problem. Please help!!!",3,False,Keltonand,Unable to log my swim workouts,AppStore
48,2020-11-17 04:43:27,,"I was swimming with Garmin watches for a long time, and switch to Apple watch. I'm a technical person work the latest and greatest gadgets, and could not figure out how to connect your app to the watch (it did install it inn the watch). I have a five min rule, and off takes longer, you out (good thing took me less to figure out my Tesla).",1,False,JK-Apple,Can someone just get Garmin to work with Apple,AppStore
49,2017-12-09 14:59:22,"{'id': 1978032, 'body': ""Hi Aunk123, we haven't had these issues with watchOS 4 in our testing.  If you shoot us an email at support@swim.com we should be able to get these resolved for you!"", 'modified': '2017-12-09T23:59:05Z'}","Not usable: will crash in the middle of a workout loosing all my work. Last time it crashed during my warm up 300 m. 

Had to go to the Watch app. Which does not have work outs and distance can be off but at least it does not crash. 

I want to be a happy customer again.",2,False,Aunk123,After Wos 4 useless,AppStore
50,2019-06-16 12:52:32,,Picked up swimming again and it really helps me track my progress!,5,False,Jax28277,Keeps me on track,AppStore
51,2023-04-25 17:10:25,"{'id': 36201244, 'body': 'Hello Xing, we regret that you are having this issue. When the watch cannot connect to WIFI or Bluetooth, then it experiences a time-out event and you may just close the app and re-open it to load it again; there is no need to remove the app at this point. Please let us know if we can assist any further. You can send your feedback via the Support on the Settings of mobile app. Thank you.\n', 'modified': '2023-04-27T09:19:01Z'}",Use only the done button helps,3,False,Xing_00,App tends to lock up when using upload button. Had to delete and reinstall app each time it happens.,AppStore
52,2017-11-18 11:23:37,"{'id': 1802522, 'body': ""Thanks for the feedback!  We've received similar feedback from other users and will be bringing this feature back to the swim details screen in an update soon.  Stay tuned!"", 'modified': '2017-11-20T16:12:15Z'}","The old app prior to IOS 11 was great! HELP! The old app you gave lap number and accumulated time.....the new app is a step back ... please add these stats back to the app...say for a 1000 meter swim the old app displayed lap number and accumulated time. Thus I don’t know my accumulated times say for 200, 400 etc.....using the new app? Can you help? Thanks!",2,False,PJDee,I want the old app back.....,AppStore
53,2019-10-08 18:48:49,,"Filters keep resetting and filtering favorite workouts out. Finding and creating workouts takes too long, and then you still have to jump through many hoops to find them. Hopefully they fix this soon.",2,False,Ipadphan,Good potential but too buggy,AppStore
54,2017-11-10 18:27:18,,"The core of the app works well. I swim about 10k a week, and the tracking works great with the apple watch.

The new update.... ehhhhh... what is the top section?! Filters dont seam to work correctly, harder to navigate... I hope track stays good!",3,False,sharkswimmer79,"Tracks good.. but sync issues, date..",AppStore
55,2017-10-07 18:46:00,"{'id': 1534439, 'body': ""The workouts feature in the current version is very early stage.  We're working on overhauling the feature for v2.0 to bring you thousands of workouts and sets.  This version should be available by the end of the month!"", 'modified': '2017-10-19T22:29:11Z'}","25 meter pool, the only workouts I could find were about 4 all freestyle. I was really hoping for kicking drills. The website doesn’t really function properly. Trying to find other swimmers at your pool, or just even setting your default pool Does Not Work. Lots of interesting ideas, next to no follow through on execution.",1,False,KiltBear,"Supporting website DNW, only freestyle drills.",AppStore
56,2019-06-25 18:49:15,"{'id': 9371168, 'body': ""Hi JPR123, sorry to hear that there are tracking issues. If you reach out to support@swim.com we will take a look at what's happening and resolve the issue. We have not changed the algorithms (though we are currently working on a new version that will set a new bar for swim tracking) so it's very likely a different issue."", 'modified': '2019-06-27T01:08:37Z'}","I have use this app for a number of years. Early on I found it was fairly accurate, occasionally missing half a lap or so. I’m not sure what changed but right now the app is completely useless to me because it misses three or four laps at a time on a long segment. I’ve moved on to other apps that work better",1,False,JPR123,Drops too many laps,AppStore
57,2019-07-06 21:23:02,,"I find this app hard to figure out. Hard to turn off on my Apple Watch. 
Need some instructions as to what steps to do on the phone and watch to have it work the way it’s designed to. Not happy with it !",3,False,Demarc527,No so good,AppStore
