,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,platform
10,751dbf35-264d-4cff-bd0b-fe616848398d,Andrej Zupančič,https://play-lh.googleusercontent.com/a-/ALV-UjVU7C9ZjM2gSorZ3DLfA0fd_OXNUmKCvdLdmCmUxV6_sl4,"I have and use both a Garmin and Suunto sports watches (and Strava), and my swim data transfer seamlessly to this app. The app gives nice and clear visual display of your swim statistics, and is very easy and intuitive to use. However, I should perhaps point out that I'm only a recreational swimmer, so my needs are definitely satisfied way sooner than some pro's.",5,1,5.4.3,2023-08-20 16:05:44,,,5.4.3,GooglePlayStore
11,ac575148-18ca-46a8-a7ac-8d582d80117c,S Gramcko,https://play-lh.googleusercontent.com/a/ACg8ocLKTs_c-rnP7ZsjquAOF1gS0YBC-3JW2bfRV3ijaNzN=mo,"Overly obsessed with what pool you are in. It interferes with basic functionality. Also doesn't sync with Google fit, just allows you to export data that can be imported. Waste of time and effort.",2,2,5.4.5,2023-09-28 20:01:37,,,5.4.5,GooglePlayStore
12,301afcb6-2627-419e-b790-f37b6728ea76,Boyan Kalinov,https://play-lh.googleusercontent.com/a/ACg8ocLOGTnE06xV5Tyj98BG5JVtL0nmSUukqurlgPZ0Arny2Q=mo,Would have been useful if it counted well but it's way off - wrong by 3 laps 8n 25m pool at 1100 m distance. Mileading at best!,1,0,5.4.8,2023-11-21 21:42:13,,,5.4.8,GooglePlayStore
13,f75a6305-c278-4363-9bf9-467511e50d9c,Wayne Ruuska,https://play-lh.googleusercontent.com/a-/ALV-UjUgINhSZZxBrUAELY022NueIr_GI69TQYHfhGON3bInlnpr,Terrible I can't even sign up because it says please accept the terms and conditions but doesn't give me the option to accept. So I can't even try it. I'm sure it's not good if you can't even create an account.,1,0,5.4.6,2023-10-10 05:32:00,,,5.4.6,GooglePlayStore
14,249b041e-7d25-4d99-8d6e-bfbc750b2c86,Mark Rotter,https://play-lh.googleusercontent.com/a-/ALV-UjWZKrCoVI75ZBhM60avLXxBuTAA1yvw72s5kiceKHeYDgsk,"Inaccuracy is really an issue, especially when I don't see any logical reasoning. Out of 4 routine swims, three were not right in distance, none of the four were correct in identifying strokes nor the change in laps. Also, syncing with Google Fit is useless. 2 heart points after a 1km swim without being able to edit is just wrong! Your app also thinks I rest half of my swim time. Time for the team to invest in app accuracy and take a break from making up workouts!",2,5,5.1.5,2022-08-01 12:01:08,,,5.1.5,GooglePlayStore
15,92b38eb3-6e03-4f3b-8c87-50866007e6ba,P R,https://play-lh.googleusercontent.com/a/ACg8ocKcrXcyLpTzPkkudPItFC0eG80IyUptDsOodqRRrZ-A=mo,"I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.",1,3,4.6.5,2021-08-14 06:04:48,,,4.6.5,GooglePlayStore
16,710e8cc1-4fc0-47d2-84d7-e9325c57321d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Having tested for a couple of weeks, here are my impressions: 1.) Much better detection than S health with the galaxy watch. 2.) Freestyle, fly and backstroke are detected accurately, but breaststroke is not captured at all in my case, whereas it is with S health. 3.) I am finding myself having to re-athorize synchronization to Google fit after every swim or it is not synced. 4.) Ideally implementing synchronization to S health would be great to avoid using Health Sync.",3,4,2.6.8,2020-02-05 04:33:33,Hi and thanks for the feedback. We have released new swim tracking algorithms to the Apple Watch which improves swim tracking and specifically improves identification of BreastStroke. These are currently in beta and we are planning to release them to Samsing & WearOS in a few weeks. We are also going to integrate with S health directly.,2020-02-06 23:47:07,2.6.8,GooglePlayStore
17,de8e18c0-d849-42e2-9bfb-4a2500635f2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"For samsung wearable devices, this is the most accurate swimming app I have come across. Much better compared to speedo on and Samsung health. Works awesome with the galaxy watch. Only downside I have is that for some reason, once you launch the app it turns the watch brightness to max. Wish it didnt but It's not much of a big deal. On the gear 2pro, the display could use some tweaking though. You can't scroll through pages once water lock is on; it does not scroll automatically either. All in all, It's a great app and would highly recommend it.",5,11,2.3.2,2018-11-11 12:19:55,,,2.3.2,GooglePlayStore
18,5940b56d-01ae-4807-9b8e-a9ce9678a241,Nicolas De Smyter,https://play-lh.googleusercontent.com/a-/ALV-UjVDfoinPaSDVj2KZ22keVDUjOlpZACFxoBpC8QlvidaUk1P,"The app is OK to use, but it has horrible support for units. There are several options to change the units from miles to meters. But so far I found not a single screen where the units are actually correct like I set them. I have it set to meters, and everywhere you can see ""y"" (probably ""yards"") where it should say ""m"". This is the same for the app and the smartwatch interface. Very annoying if you live in a country where they don't use retarded units. Contacting their support didn't help.",2,8,4.6.0,2021-04-16 14:43:58,,,4.6.0,GooglePlayStore
19,42dd7f1e-b862-4514-93fd-bc87e72396fb,Jan Geilhufe,https://play-lh.googleusercontent.com/a-/ALV-UjUz5C77h930KzHRTg-5MG3FitEJF1D2BMUjL3DVn82LukY,"All in all the app is great app with potential to be even better. The problem is the tracking accuracy! It never gets the tracks right. Whenever I go for 100yards, it thinks it was only 75 and my results look bad. When I correct it in the app, I find that one of the returns was usually not tracked. When I split the track to the correct number my results are not updated to the leadership board. I wonder how many users have that problem too and thus don't even make it into the leadership board?",2,8,4.3.0,2021-03-05 23:13:42,,,4.3.0,GooglePlayStore
20,9c184a80-3f28-47cc-b1e8-204dce272d66,Willene Keyter,https://play-lh.googleusercontent.com/a/ACg8ocIUIrLksLM6ICLfgtXv2HQ1Msl99pP8wLuiVKrAc9Rh=mo,"I liked the app when I was just tracking my swims but when I started wanting to use the workouts I got incredibly frustrated. All of the workouts are in yards even though I specifically have it set to meters, ok fine I thought, I can just create my own workouts... Well technically yes, but if you don't swim it immediately well then it disappears. There is no way to save it, other than send yourself a PDF of it but I DO NOT WANT A PDF! If I wanted a PDF I would have just typed the damn thing!",1,5,5.1.9,2022-08-22 18:32:48,,,5.1.9,GooglePlayStore
21,edf6348c-15ee-491e-bead-8928c741c254,Stefan Reis,https://play-lh.googleusercontent.com/a-/ALV-UjUrZiUdxtLJtA-dRBW7FaJXQqtblSv8hB6xeV9EptVw6g,"Edit: 23 Nov Upgraded to a Samsung Active 2 and the latest app version consistently freezes when trying to end a swim, loosing the entire record in the process, only syncs 2 swims ... Samsung Health automatically tracks all swims ... Latest version update of the app does not install on Samsung Gear Fit 2 Pro, after old version worked more or less fine for months. Very little information on potential trouble shooting and no fallback solution, e.g. option to download/install previous version.",1,14,4.0.1,2020-11-25 05:14:41,,,4.0.1,GooglePlayStore
22,486a1189-ec29-445d-b32d-c11bd6a7c703,Moyshi Deutsche,https://play-lh.googleusercontent.com/a-/ALV-UjU0V89faybPRo842bbkN7d88ViVb4-mVK02oXCfL2LwTQ,It's wary good app I very love it but I want to ask 2 improves 1 they I can set thet all kilometer/half kilometer I get short vibrate 2 some times one I stop for second in the middle of the pool because someone thet calculate it like 2 pools thenks 🙏,5,0,5.4.3,2023-08-30 22:05:11,,,5.4.3,GooglePlayStore
23,ed5c1677-2e2f-410d-bd4d-0cd5a2e08e7a,eihab kandil,https://play-lh.googleusercontent.com/a-/ALV-UjUUrANTGwA5sKgWPRkE4vzllMQ3JwtIAYh4MJHpr_Z7kw,I like the workouts too much because it go with u in the water in the watch and be as coch swim beside u I just want more workouts for beginners Between 1 and 1.5 km during 45 to 60 minutes,5,0,5.4.6,2023-11-05 04:59:13,,,5.4.6,GooglePlayStore
24,8beee810-4e2f-4efe-b618-a2e2a1e9077e,Ross Bittner,https://play-lh.googleusercontent.com/a-/ALV-UjWlrzBYUVZjRtJUC9mU_TDpAwEibxKgPyygGWTJwZ9kaiE,"Generally good. There seems to be an issue with the way the app estimates energy spent swimming. Today I swam 1700m and the app reports to Strava that I expended 30,000 calories? Weird.",4,0,5.4.3,2023-08-24 02:52:33,,,5.4.3,GooglePlayStore
25,c1f3cae4-616a-4ffe-a968-0a2445e32c98,Ellery Cobbs,https://play-lh.googleusercontent.com/a-/ALV-UjXc0iM7OSVOBphU1pGGijI2VzgZi_xZ1lhmvnClE-L_iQ,Great app. Love the option to do pre-loaded workouts or simply record your swim.,5,0,5.4.3,2023-07-31 22:37:54,,,5.4.3,GooglePlayStore
26,70f13d76-7728-406e-8d2c-ceb9c1abf9da,Michael Bishop,https://play-lh.googleusercontent.com/a-/ALV-UjU4RaU2MtpFIMrpGW-H6acrrk0OXHre3MCRnH9UontGf3k,"Swim app was absolutely great on my Galaxy Watch 1, having recorded around 40kilometres of pool swims....however it is utter rubbish on my galaxy watch 4. The menus have all changed and are a mess. Did a swimmer write these menu screens? I think not. You need direct menu choices such as pool length, start, stop, bpm, length count, this app just means you need to stop mid swim to prat about with navigating too many screen options, and how the he'll do you click the bezel to end the swim session!!",1,3,4.9.1,2021-11-16 06:28:51,,,4.9.1,GooglePlayStore
27,e1f06f6d-6acc-47d9-856f-f2d3211eb8f0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App is the best available swimming tracker for Wear OS. But it’s not great, especially compared to tomtom or garmin. Accuracy is poor, rest feature may not recognise beginning of the swim. Screen may unlock and lock back showing stats from previous swim. Bugs, bugs and more bugs. App is far away from being usable.",2,3,2.6.3,2019-12-11 07:01:34,,,2.6.3,GooglePlayStore
28,2487a56a-6b48-4bb9-a0de-0958acc85669,Stacey S,https://play-lh.googleusercontent.com/a/ACg8ocJztufx3p1mQ-HeV6Unkn9Vev7OVxNwW_PsjDkh8TkR=mo,Just got a Google fit watch and this is the only app I've found that will work on it to track swims. Easy to use but remember to turn the app on before you start then log your results on the Google fit app it won't do it automatically like my old fitbit used to! Also it gives you alot of different stats like rest time but it won't tell you how many calories you've burned you need to work that out yourself. Overall a good app I just hope the devs make it even better!,4,1,5.2.8,2023-02-10 22:01:38,,,5.2.8,GooglePlayStore
29,1b8c6c1f-00a7-4768-a500-c0c82be59e26,Christian k,https://play-lh.googleusercontent.com/a/ACg8ocIFqokdcMBh1Msrrmj83AUNhVNMO9o4NxbbW9LmxUjw=mo,"I must be missing something because I am finding no value to this app. It's not syncing with my Garmin connect, the workout selection is a bit subpar, it feels very redundant. I'll just stick with the Garmin platform because there's no way I'm buying a watch just for swimming when the app isnt great. Two stars for trying",2,1,5.3.5,2023-04-11 17:58:47,"Hello Christian, when Garmin integration is connected, the swim data recorded by Garmin can be synchronized with the swim.com app, but it is not possible to transfer swim data from the swim.com app to Garmin. We don't support to send workout to Garmin watch, we will definitely take your suggestion into consideration for future updates. Thank you.
",2023-04-13 14:33:23,5.3.5,GooglePlayStore
30,2f8db165-fd3a-4543-a760-3a7316dbf08f,Matthew Shaw,https://play-lh.googleusercontent.com/a-/ALV-UjXXGSpEp1TAhSXslT3UOJXGgHWuJRvpaAm8ES-CKEZ-NG0,"Good start. Long way to go. Ease of use is OK (long lists of swimmers show v bad performance) . It's really a swim log viewer app rather than providing anything insightful. Analytical aspect is very weak. Needs to show progress over time such as best times (not just average) for various distances so you can see if you're improving and by how much. I'd like to see, by distance, my 1st 2nd 3rd best times. And for any set I'd like to see where it ranks for me by time (day, week, month, year).",2,0,3.9.5,2020-10-17 21:43:16,,,3.9.5,GooglePlayStore
31,e18512ae-e042-438a-8fe7-c938d4b47fea,Mike Tapscott,https://play-lh.googleusercontent.com/a/ACg8ocJ5hFkSkAj9sVUh21K8tvqsQ6og0KBNT4C20l57TRCw=mo,Watch data doesn't sync with phone. Error 60. Will go back to Samsung.,1,0,5.4.3,2023-08-07 23:35:09,,,5.4.3,GooglePlayStore
32,e04878b7-1535-48d2-a595-a290c10a06eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Created log in thru app, tried to connect my Samsung watch. Went to account menu like directed and got no code. Tried to log in thru web site. Told PW wrong. Tried to request reset. Never received and email. App is totally useless. If just getting connected takes that many steps, I can not imagine what the app it self is like NOT USER FRIENDLY!",1,1,,2019-08-30 07:32:53,"Hi Phil-
It appears there were two separate accounts registered for you in our database. This may be why you were not receiving a password reset email. I have reached out to you via our support desk for further instructions on how to remedy this issue.",2019-09-06 01:48:03,,GooglePlayStore
33,c53e247f-db11-403b-b3af-1c9b0d8a4f01,Lawrence Atkinson,https://play-lh.googleusercontent.com/a-/ALV-UjUKfJTOU_OBPlHk1-7B-4Wpc2wBJ0Eq0qhFLwpx04213KM,"All I want is swim tracking. Strokes, rest times, number of laps and distance traveled. Initially I was having trouble with accuracy. I had terrific response from the app developers. The app is getting better and better and better. Thanks",5,11,5.3.2,2023-03-30 01:29:56,"Hello Lawrence, thank you for contacting Swim.com. Your support means a lot to us, and we remain committed to enhancing the app for swimmers by delivering a more refined user experience. We'll continuously striving to refine and enhance to make the app better. Have a great day!
",2023-04-03 12:51:05,5.3.2,GooglePlayStore
34,581fc0e8-8bd4-4a72-9876-ded955f73486,James D,https://play-lh.googleusercontent.com/a-/ALV-UjXgdyBHyvxlU6ihjjMk4TZ4DSfpkTACSGntvXlOgieWcWQ,"A good 10% - 20% out on every swim. Sometimes over, sometimes under, with no rhyme or reason. Inaccurate nearly to the point of uselessness. Interface is annoying and glitchty. It's impossible to see the lap count when you've got goggles on.",2,5,5.1.0,2022-04-26 02:40:34,,,5.1.0,GooglePlayStore
35,8c718375-7916-4d7a-b9d4-6be49f4d95e4,Sergio K.,https://play-lh.googleusercontent.com/a-/ALV-UjWJBE__XNBuDwnwQxOD0C7Wr6budC0svx62bjNyxmFANtA,"The app is slow, cumbersome, un-intuitive, and archaic looking. It tries to use the GPS constantly even if you tell it not to. It sometimes doesn't sync properly with Garmin Connect so you have to manually add the .fit file.",2,0,3.9.5,2020-10-07 09:37:32,,,3.9.5,GooglePlayStore
36,51d1704b-77ea-46b8-87e6-0f974653b666,Barkev Arslanian,https://play-lh.googleusercontent.com/a-/ALV-UjURwGLkdll7AOMfKPWAi0CFjTTefcScfrcxANJXFEPyqMvP,"very poorly designed. only been able to add one workout to my Wear OS watch. won't let me delete it or add a new one. extremely difficult to find new workouts. always reverts my settings to ""Never"" when i try to find a workout. only using this app cause it barely tracks my swims",3,0,4.3.0,2021-02-16 04:03:48,,,4.3.0,GooglePlayStore
37,26d89b92-06bc-4ad1-8c17-02e4a0a0053b,Tony C,https://play-lh.googleusercontent.com/a/ACg8ocKU5FPyUBSTPMo9VgWCJUPJH0AGGC3Lsq06_D5Z0NAOyA=mo,"Samsung watch 4. Uncomfortable to use. The best way for the watch app is to freeze the touch sensor, but be always on main screen. With the besel turn it switches between, main face, description. To finish a training you have to unblock swimm mod.",2,6,5.1.2,2022-05-14 13:59:01,,,5.1.2,GooglePlayStore
38,16a010d5-5f96-47f1-b755-97d6fb3af9e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excellent swim app, calculates your stroke automatically and easily adds drills. It would get five stars but for the following 2 points. There have been isolated issues where workouts have not uploaded from the watch and also, a useful addition would be a calorie burn number.",4,9,2.5.9,2019-11-04 23:16:49,,,2.5.9,GooglePlayStore
39,fd1051db-d274-4970-b2de-33bf286d083c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I track my swims on my Samsung galaxy active. I have found it to be fairly accurate most of the time. However tonight I finished my swim and my watch kept telling me to turn the bezel to end my swim. My watch doesn't have a bezel. Usually I just have to press the top right button to end but it wouldn't allow me. I ended up turning my watch off and therefore my swim was not recorded!,3,3,2.5.8,2019-10-22 04:32:28,,,2.5.8,GooglePlayStore
40,09415abf-d838-43bd-aad7-1084342ffcb9,Alan B.,https://play-lh.googleusercontent.com/a-/ALV-UjWOL92zsMq5pUkTchTfKOjFyxrnigEtK_wrmYlvls-nuHo,Stopped working on the Fossil Gen 5 all of a sudden. Had to reset and now the watch is not compatible. I had a lot of swims saved and now I can't track them any longer. And now it's fixed. Better communication would help but thanks for the fix.,4,3,5.2.5,2022-12-02 08:02:38,,,5.2.5,GooglePlayStore
41,d4175bea-5dd5-468b-a8cb-f277adc78511,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Waste of storage on my Gear Active...went back to native app. Clunky app that doesn't connect well between wearable and phone. Does a poor job of tracking the swim (no stroke detection), the native app on the Samsung Gear is just as detailed and works like a dream.",1,1,2.6.8,2020-02-14 03:39:39,,,2.6.8,GooglePlayStore
42,24c6a5ef-cd0d-49e1-b826-5621e9f0818c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Swim reading was quite inaccurate. It did not read my breast strokes at all and it shows that I did back strokes which I didn't. It works at first but now, it only accurately measure freestyle accurately. Im using a Galaxy Watch to track all these.",3,3,2.5.8,2019-10-09 00:31:41,,,2.5.8,GooglePlayStore
43,51669173-6e1c-4b0c-b5cc-0ef59350bfca,Igor Santos,https://play-lh.googleusercontent.com/a-/ALV-UjXMMCEUT-4DxZwR4nUJ3vhjnmXpBpMnXBMPQNimWn3GyHI2,"Good enough so far, but haven't really used the Wear OS integration. But it's not good for non-imperial people, since 90% of the workouts are in weird yards instead of meters - it just doesn't show anything for me in a 25m pool 🤷🏼‍♂️",3,5,5.0.5,2022-03-05 22:04:23,,,5.0.5,GooglePlayStore
44,face7d2f-a1d7-4f91-9057-1371cb09f84d,Thomas Hickey,https://play-lh.googleusercontent.com/a-/ALV-UjWinUUBKyDpFwgEyksFVnRvgor_KcrPQ-c1a2_UC5U7NMw,"Latest update seems to have broke it a bit on Galaxy Watch 4, seems to only be recording half my swim. Looks like it just stays in resting when you restart occasionally. Oddly its more accurate for initial lengths by seemingly recording less when it used to over estimate but you could just merge your lengths back down.",2,4,5.0.5,2022-03-01 01:26:10,"Hi, we apologize for any issue you might be having! Could you follow to update as below? Launch ""Galaxy Wearable"" app, go to Watch Settings > Apps > Swim.com, turn ""Allow background activity"" ON. Please contact us at support@swim.com if the issue persists. Thanks.",2022-03-17 11:57:28,5.0.5,GooglePlayStore
45,3258a7f3-22cd-4dd3-8117-def7e023f758,Emily Roan,https://play-lh.googleusercontent.com/a-/ALV-UjVvQOqmaT_66OzzcbZDV9agHJBNkPpYPGXqt2-sk02qAOmG,"Incredible pairing with Google Pixel watch. Stroke recognition is right about 75% of the time. In the app, you can adjust anything it didn't get right to make your workout history accurate. Honestly this app has motivated me to swim more.",5,0,5.3.2,2023-03-11 21:16:24,"Hello Emily, thank you for contacting Swim.com. We're grateful for your support and committed to enhancing the app to meet the needs of swimmers and provide a more professional experience. We'll continue to work hard to achieve this goal. Please let us know if we can assist any further. Have a great day!
",2023-04-03 11:22:09,5.3.2,GooglePlayStore
46,af9fe364-88be-4954-a79c-6a7c3ca0e52d,Frank LoFrisco,https://play-lh.googleusercontent.com/a-/ALV-UjW5eQ5bq081npP0lj3jtl1jY9QEkEmuWsF-2CVTX9XnQLs,"Rare rarely gets the distance on an interval wrong. I would love the ability to customize screens (rest timer, etc.), but this is the best swim app I could find for my Pixel watch so I'm giving it 5 stars.",5,1,5.3.0,2023-02-18 01:31:25,"Hello Frank, we value your insightful comments and will keep working to create a better swimming software. For further information, please use the mobile app to submit your feedback: Go to Settings > Support > Write a message. Thank you. Have a great day!
",2023-04-03 12:23:24,5.3.0,GooglePlayStore
47,adae83f6-a8d9-477e-860c-f77f1cccef11,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It is not perfect. I swim only freestyle and often times it says I am swimming another stroke, usually backstroke. It also misses lengths if I cool down with breaststroke. Today it added a length I did not swim. For the most part it does OK. I use a Gear Sport. It also would be nice if it hooked up with Samsung Health.",3,5,2.5.4,2019-08-14 22:47:20,,,2.5.4,GooglePlayStore
48,60722156-2e01-4897-8056-00590b067338,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So far best app at tracking laps with gear fit2pro. Measures laps accurately. Has drill mode to help pacing laps with vibrations. I only wish it could pace strokes. Browser UI clear, all the stats are there as graphs and tables and details up for editing.",5,8,2.4.4,2019-05-05 05:41:50,,,2.4.4,GooglePlayStore
