,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app,sentiment,subjectivity
10,2022-01-28 23:24:05,Very nice app not so complicated as others. I will start my journey from tomorrow. It might be nice if you add a pdf format for the workouts. Just a suggestion really. Also as a master swimmer I would appreciate some plans based on ages/ability etc. As I purchased the gold membership it would be nice to add some more options for the nutrition section and maybe some advise for dry land exercises before swimming? Well done very good job!,5,5 star App,AppStore,,,,duoswim,0.38916666666666666,0.76
11,2021-05-11 10:16:11,"This app was exactly what I needed to start training more effectively and efficiently. I’ve already started feeling more confident and motivated in the pool. 

The app is easy to use and it provides a wide variety of training plans and workouts with additional technique videos which are super helpful. 

I would highly recommend for anyone who is serious about swimming!",5,Just what I needed!,AppStore,,,,duoswim,0.276,0.5990000000000001
12,2021-04-29 08:24:46,"I currently swim 2-3 times a week and this app is fantastic for allowing me to track, plan, and follow training plans that are perfect for me. The training videos really help to see visually what I should be doing and allow me to follow my progress as I love through the training plans. Fantastic advice on nutrition is a welcome bonus!",5,Brilliant Swimming App!,AppStore,,,,duoswim,0.43749999999999994,0.6125
13,2022-01-21 15:18:34,"This app is quality, helping me build up my swimming skills and a lot cheaper than buying a coach every week that doesn’t even do as good a job. Fully recommend to anyone who wants to build endurance pace and swimming ability.",5,Amazing,AppStore,,,,duoswim,0.44999999999999996,0.35000000000000003
14,2021-04-29 14:06:09,"I am so impressed with the variety of programs available to help guide my training. I believe in time being well spent in the pool, and DUO swim has captured a customised plan that has design according to my abilities and goals!",5,Fantastic customised swim training!,AppStore,,,,duoswim,0.425,0.5
15,2021-05-18 11:06:46,I am an experienced swimmer and this app has still generated programmes to challenge at any level! The nutritional element is varied and sustainable! 100% worth every Penny!,5,The best swimming coach app!,AppStore,,,,duoswim,0.6875,0.5
16,2022-01-22 14:37:57,"Perfect app for me to start my training journey, easy to use and very helpful 🙌🏼",5,Perfect app,AppStore,,,,duoswim,0.5444444444444444,0.7111111111111111
17,2022-01-21 14:24:20,"Awesome app, great training schemes and graphics, easy to follow, brilliant",5,Duo app classy,AppStore,,,,duoswim,0.7833333333333333,0.8958333333333334
18,2021-10-02 07:00:19,"The app is fine. Billing is weird. Form tried to bill me using Google Pay, which is fine. BUT the name was a person not ""FORM,"" so I suspected fraud and stopped the transaction thru my credit card. Once I verified that it was FORM, i have been in anightmare secnario with goole pay and Form. There is no way to renew the subscription once it expires. No tabs or buttons or icons in Google pay or the form app to re-subscribe so I can get workouts. Looking forward to hearing a solution so I don't have to switch to another product.",3,,GooglePlayStore,1.0,2.0.5,2.0.5,form-swim,0.11111111111111112,0.6666666666666666
19,2022-01-06 06:52:12,"This is a great product and app. As someone who still wants to swim daily but doesn't have time for a team, this is the next best thing to having a coach standing next to you in the pool (just without all the yelling). I'm amazed with the goggles motion awareness and accuracy (my watches will often +/- a leangth randomly). My only suggestion would be to have personalized workout programs available much like other swimming apps. Looking forward to the next (slimmer) version of the goggles!",5,,GooglePlayStore,5.0,2.2.2,2.2.2,form-swim,0.225,0.2840909090909091
20,2020-01-29 14:09:52,Really great app and goggles. I wish it could time out the display until I get close to a turn so I don't have to always see the numbers when zen and speeding through the water! UPDATED: Thank you for the reply. Leaving the question because it shows how easy this was to do once I found this customization area and how awesome this makes the device! Thank you for making a great product!!!,5,,GooglePlayStore,2.0,1.4.0,1.4.0,form-swim,0.8583333333333334,0.8333333333333334
21,2023-04-27 13:23:23,"In general, it works well. Keeps track of workout and is easy to read. My one gripe is the way the workout builder is set up. You can't do repeat intervals, only rest intervals. You can't set rest times below 10 seconds, so no 25s w/ 5s rest. They've limited the interval distances available. You can't do 225s or 350s if you wanted. Most annoyingly, you can't do a 1650 even though that is the short course yard competition equivalent of the 1500m.",4,,GooglePlayStore,0.0,2.12.1,2.12.1,form-swim,0.06398809523809526,0.5720238095238095
22,2023-04-19 20:23:27,"I originally purchased a pair 12/2019. Despite some early issues the goggles performed flawlessly afterwards. They are a major motivator to swim regularly and stimulate me to better my times. While competitive swimmers are probably all familiar with Form's goggles, I highly recommend them for casual swimmers like me who, at 60, is staying healthy by taking swimming up again after 45 years. Fantastic service, great product.",5,,GooglePlayStore,2.0,2.12.1,2.12.1,form-swim,0.314375,0.5986324786324787
23,2020-01-30 09:43:08,Nice clean ans simple app interface. So far I had 4 sessions and I love it. It is very helpful to see running clock vs specific metrics in goggles. Would be nice to have ability to change metrics in the pool. So far I learned how to set metrics on the phone and synch before a pool session.,4,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,0.2740740740740741,0.6757936507936508
24,2023-12-05 21:38:05,"The goggles have given me more focus and direction to work on specific elements of training. Real-time feedback on times and heart rates (with polar OH1+ sensor on goggle strap) is great. The ability to easily build your own sessions in the app and transfer them to the goggles is fantastic, and the process is surprisingly straightforward. Definitely a fan!",5,,GooglePlayStore,0.0,3.3.0,3.3.0,form-swim,0.3361111111111111,0.5814814814814815
25,2023-10-29 03:00:00,"Update: The so continues to improve. The import from TP is excellent. Upgrading to 5* Suggestion: Link up with Magic 5 and get them to produce compatible eye cups/seals. Would be awesome. So far so good. Used the goggles and app for a week. It's been very good. Will come back and give an update after I have used it longer. Could be improved if workouts were CSS based, but I guess I'll get over that small issue.",5,,GooglePlayStore,0.0,3.1.0,3.1.0,form-swim,0.495,0.7225
26,2023-12-11 20:21:30,FORM smart goggles are the coolest thing I've bought for a long time! I rediscovered my interest in swimming with them. The app is also amazing although I don't think it has much value without the goggles.,5,,GooglePlayStore,0.0,3.3.1,3.3.1,form-swim,0.23794642857142861,0.5357142857142858
27,2023-09-23 08:12:26,"The app just works, syncing the swim from my goggles and uploading to Strava seamlessly. I couldn't ask for more. Update: They removed the ""premium membership expired"" messages from the goggle firmware in their latest update, so I'm reinstating a 5-star review for listening to user feedback.",5,,GooglePlayStore,0.0,3.0.1,3.0.1,form-swim,0.3666666666666667,0.5
28,2023-11-07 20:02:40,"The most recent update doesn't allow me to view lap times within intervals. I can only view the total time for the interval or lap time for every single lap, not traced to intervals.",2,,GooglePlayStore,0.0,3.2.2,3.2.2,form-swim,0.08571428571428572,0.5428571428571429
29,2023-12-01 00:52:53,"Best swim goggles ever. If you want to understand your swim technique and how to improve it, these goggles are unbeatable.",5,,GooglePlayStore,0.0,3.3.0,3.3.0,form-swim,1.0,0.3
30,2023-11-27 20:39:26,"Super product, I have been using this for 4 months, not going back to traditional goggles. Just empowering to see it all",5,,GooglePlayStore,1.0,3.2.3,3.2.3,form-swim,0.1111111111111111,0.47222222222222215
31,2023-11-04 08:03:14,Love these goggles and app! Have been using them for 2 years and it has made a huge difference in my training as well as motivation.,5,,GooglePlayStore,0.0,3.2.1,3.2.1,form-swim,0.5125000000000001,0.75
32,2023-11-13 03:58:08,Still figuring it out the app. Love that I can see my time and laps real time visually my goggles instead of having to stop to see it on a wrist device.,4,,GooglePlayStore,0.0,3.2.3,3.2.3,form-swim,0.2333333333333333,0.3
33,2023-11-19 01:33:16,"when I open videos on the coaching tab the app crashes:( Ive restarted my phone, cleared cache and uninstalled/reinstalled the app without success",1,,GooglePlayStore,0.0,3.2.3,3.2.3,form-swim,-0.15,0.5
34,2021-09-07 23:23:49,"I've had to knock some points off unfortunately. In general, the app is good and the Strava integration is great, but I have to reboot my phone (Pixel 3, Android 11) every single time to sync, which is a pain. Also, it constantly misregisters my strokes as 'mixed' rather than crawl – also a pain. There's still no way to see the current clock time in any of the dashboards (actual time, not minutes swam), which would be really useful for swimmers fitting in a session before work or in a lunch break.",3,,GooglePlayStore,2.0,2.0.4,2.0.4,form-swim,0.22785714285714284,0.3647619047619048
35,2021-11-27 05:25:40,"Everything is working fine. The goggles are really good and the App is also very straightforward and easy to use. One feature that would be great to see is to have the option to sync your own structured workouts from other platforms like TrainingPeaks, and do them on the goggles! I'm sure that would be a feature many swimmers and Triathletes would love to see since many Athletes follow a personalised Plan. Thank you for the great Product. I'm Looking forward to seeing more features.",5,,GooglePlayStore,0.0,2.1.2,2.1.2,form-swim,0.50625,0.6372863247863247
36,2020-11-26 20:55:52,"I love the goggles and the app! Spectacular! But why does the app need an internet connection to refresh the results? It should be done locally via Bluetooth. (In the same context, I didn't appreciate receiving a marketing email saying ""now that you've used the goggles a couple of times""... How do you know that? Who else has access to my data and where did I consent to that?) Could we also expect some further integrations in the future? (e.g. Google Fit?)",4,,GooglePlayStore,2.0,1.7.2,1.7.2,form-swim,0.25357142857142856,0.37857142857142856
37,2021-08-25 06:16:01,"The FORM app and goggles itself are of superb quality and I'm a very happy triathlete because of it. They have been fundamental to my training Why two stars then? While, that's all because I feel FORM is changing the rules of the game while we are playing. They have introduced guided workouts (great!) but decided to put it behind a subscription. I disagree with this decision but even worse - the price is completely ridiculous. 19 EUR by month? Really? I seriously thought this was a mistake..",2,,GooglePlayStore,3.0,1.10.0,1.10.0,form-swim,0.14166666666666672,0.7645833333333333
38,2023-07-28 03:44:06,Simple for looking to swim and monitor efficiency. Haven't tried workouts from them yet.,5,,GooglePlayStore,0.0,2.14.0,2.14.0,form-swim,0.0,0.35714285714285715
39,2019-12-05 12:41:54,"Amazing goggles and app, definitely helped me improve my swim times by a lot. Also, since they are kinda pricey (well worth) they are expensive enough to be an extra incentive to swim, cause besides swimming these goggles wont be used anywhere else! Def try em out if you like to swim and want to improve your timing!",5,,GooglePlayStore,0.0,1.3.0,1.3.0,form-swim,0.0666666666666667,0.46666666666666673
40,2023-01-29 06:32:33,"Generally good and clear but I frequently have to restart my android phone to synch, and now I'm not able to watch the video tutorials anymore which is a big problem (no idea why, it just says ""we can't open this file type""). If everything worked as expected would be a 5 stars",3,,GooglePlayStore,0.0,2.9.2,2.9.2,form-swim,0.07857142857142856,0.41547619047619044
41,2020-12-25 20:12:27,"Australian customer. When first opening the app and trying to create an account I can't get past the create bio page. Same error regardless of method of registration (Facebook, Gmail, email) ""something went wrong"". Goggles are useless without the app as can't update software. Expensive and disappointing. Don't bother if you don't live in the US.",1,,GooglePlayStore,4.0,1.7.2,1.7.2,form-swim,-0.2181818181818182,0.412037037037037
42,2023-11-26 00:25:11,Best bit of swim kit I have had for ages.,5,,GooglePlayStore,0.0,3.2.3,3.2.3,form-swim,1.0,0.3
43,2021-07-14 19:26:27,"Game changer!!! This is amazing! As a lifelong competitive swimmer I wish I had found this 20 years ago. It gives your pace per lap, you have a pace clock in your vision. It is easy to operate, easy to see and the actual goggle itself is watertight and comfortable. I absolutely love it!",5,,GooglePlayStore,2.0,1.10.0,1.10.0,form-swim,0.22005208333333337,0.6333333333333333
44,2021-01-28 02:20:24,"Form are the best tech for swimming. This is the most complete app for swimming I believe.. love it. Very easy to use, very clean design and a lot of metrics.. almost every thing you.can immagine is there...",5,,GooglePlayStore,1.0,1.8.0,1.8.0,form-swim,0.5233333333333333,0.6183333333333334
45,2021-04-11 13:30:16,"I rated a 5. However, the ""swim screen"" should really have a stopwatch counter that resets each turn (even for 25m). Without the polar heart rate monitor, there is little I find useful to display on that ""swim screen"" that couldn't already be displayed on the ""turn screen""",5,,GooglePlayStore,0.0,1.9.0,1.9.0,form-swim,0.05729166666666667,0.2375
46,2019-09-04 10:54:25,Not very good. The unit buttons were defective and so I couldn't save my first swim with it. Returned it and waiting for a refund. Quality control is essential for a device like this. Lacking here. Really disappointed.,1,,GooglePlayStore,3.0,1.0.1,1.0.1,form-swim,-0.1923076923076923,0.46121794871794874
47,2022-06-24 02:03:58,Loving these goggles. I use them for both open water and training with my club. If using for open water I suggest pairing with a garmin watch to get more tracking details but the pool information logged and tracked is amazing. It pushes me harder and keeps my stroke count and pace consistent when I need it.,5,,GooglePlayStore,1.0,2.5.3,2.5.3,form-swim,0.2642857142857143,0.5142857142857143
48,2020-11-07 08:38:52,I love being able to concentrate on my swim stroke rather than keeping count of my laps. I have found it to be very accurate and like being able to sync it to my phone and review all my swims.,5,,GooglePlayStore,0.0,1.7.1,1.7.1,form-swim,0.505,0.6683333333333334
49,2022-05-12 01:27:19,"Been using this app with the goggles for several months now and it's amazing! I have trouble keeping count of my laps, so having a device that helps keep track as well as give me my pace, makes all the difference.",5,,GooglePlayStore,0.0,2.4.1,2.4.1,form-swim,0.18333333333333335,0.3666666666666667
50,2022-08-31 01:25:04,"Works great with the swim goggles! The redesign is excellent. Make sure you enable gps/location services before pairing though, because the app doesn't prompt you.",5,,GooglePlayStore,0.0,2.7.1,2.7.1,form-swim,0.8333333333333334,0.8796296296296297
51,2020-01-13 04:28:56,"$200 lap counter. After 5 sessions in a 25m pool, I realize these googles are almost worthless. First and foremost: they do NOT ACCURATELY COUNT FREESTYLE STROKES. I mean way way off. I typically hit 16-17 strokes per length, these things will count towards of 40. So much for your SWOLF score. Also, you cannot add more than 150m of drills if you have a 25m pool selected. After getting in touch with support, they admit both these issues are known and 'keep an eye out for an update'. Return",1,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,-0.07559523809523812,0.5363095238095238
52,2019-11-09 01:29:03,"Does this not yet have an auto shutdown feature while in swimming mode. However, customer service was very friendly and responsive and promised to fix this. Will change review to 5 stars once fixed.",3,,GooglePlayStore,0.0,1.2.1,1.2.1,form-swim,0.29375,0.42500000000000004
53,2021-02-14 07:45:56,Easy to get set up and way more data available than I realized there would be. Love swimming with these googles and the app makes it super easy to sync and read results.,5,,GooglePlayStore,2.0,1.8.0,1.8.0,form-swim,0.4333333333333334,0.638888888888889
54,2020-08-11 01:46:33,"Great app & product, only thing i'd add is a real time lap timer. Right now theres only an overall timer, and timer for the lap you just completed, but seeing it in real time would be very beneficial.",5,,GooglePlayStore,2.0,1.6.4,1.6.4,form-swim,0.2107142857142857,0.5232142857142856
55,2020-01-03 08:38:26,I was not sure what to expect but Form is fantastic! The data is very clear and easy to interpret. When I realised that it synchronized with Strava and Garmin Connect I was 100% sold,5,,GooglePlayStore,1.0,1.4.0,1.4.0,form-swim,0.20333333333333334,0.7801388888888888
56,2021-06-01 07:46:12,"Out of the box, 2 hours later and still can't get past the Bio page. However, the company DID respond to my cry for help and worked on their end to fix the problem. I did not have to troubleshoot with them or get on a call. Thanks for helping me so quickly.",4,,GooglePlayStore,2.0,1.10.0,1.10.0,form-swim,0.07083333333333333,0.2375
57,2019-12-17 00:42:05,"Goggles themselves rock. App sucks. Need a way to edit swim length for laps the goggles don't pick up. Also, need a way to choose content to view in app: I care nothing about""following"" others, yet that's the default.",1,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,-0.15,0.2
58,2019-12-01 09:38:08,Great app. Super happy. How to make it better : Need to drill down within an interval to view each lap. Need to correct the app if style mislabeled. Need to tell the app if I'm using hand or foot palms,4,,GooglePlayStore,0.0,1.3.0,1.3.0,form-swim,0.4555555555555556,0.6411111111111111
59,2021-04-15 09:56:10,Ive had this for a week so far. Ive had zero issues. Im really enjoying my goggles and all the data they collect. The app is easy to navigate and there is a lot of info to look through.,5,,GooglePlayStore,0.0,1.9.0,1.9.0,form-swim,0.3444444444444444,0.8111111111111112
60,2023-07-24 18:00:12,Easy to learn and use. Useful information. Not overly complicated.,5,,GooglePlayStore,0.0,2.14.0,2.14.0,form-swim,0.07777777777777779,0.6111111111111112
61,2023-07-30 01:17:40,overall very user- friendly. however witnessed one glitch in my few days of using.,4,,GooglePlayStore,0.0,2.14.0,2.14.0,form-swim,0.09374999999999999,0.225
62,2023-08-20 10:47:13,Far more accurate than I would have thought Great for knowing what I need to hold to make interval with rest,5,,GooglePlayStore,0.0,2.14.0,2.14.0,form-swim,0.45,0.7208333333333333
63,2021-09-29 09:00:54,It's a great app. Very intuitive and stable. I only wish I can zoom in into the timeline and see particular time periods more granular,4,,GooglePlayStore,1.0,2.0.5,2.0.5,form-swim,0.33333333333333337,0.5766666666666667
64,2022-05-28 01:41:02,"Not much is working in this new update. Edit: All seems to work as long as I agree to let the App access my location. Please fix, I don't want to provide my location. Thanks",1,,GooglePlayStore,2.0,2.5.0,2.5.0,form-swim,0.046590909090909086,0.31363636363636366
65,2021-01-19 03:15:34,I cannot turn the goggles on to pair it. There is no screen. Tried to hard reset did not work battery is full. Tried to upgrade the goggles .after 5 hours still not done. Bluetooth and internet on. HELP ME PLEASE !!!!!!!!,1,,GooglePlayStore,0.0,1.7.2,1.7.2,form-swim,0.35416666666666663,0.5458333333333334
66,2019-11-28 23:06:08,"I dont know what I was doing this long without my FORM goggles. They're great. Splits,stoke count type total.meters swam. Wow all swimmers from beginnrs to world class should have a pair. Thanks for the great product. Norther Alberta Canada.",5,,GooglePlayStore,0.0,1.3.0,1.3.0,form-swim,0.37,0.62
67,2021-10-12 04:57:05,"Constantly over calculates swim distance. Did 1200 meters and form said I did 1,975 meters. Wish there is a way to configure pool length by pushing a button.",2,,GooglePlayStore,0.0,2.0.5,2.0.5,form-swim,0.0,0.3333333333333333
68,2019-12-18 08:48:57,Work like a charm and sync with the goggle seamlessly. Swim results presented in a well organized form. Love it!,5,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,0.3625,0.35
69,2021-02-08 08:25:08,It's great to just concentrate on technique and listen to my music and not count laps. Hopefully can save some money and get heart rate monitor.,5,,GooglePlayStore,4.0,1.8.0,1.8.0,form-swim,0.8,0.75
70,2020-11-17 02:10:52,I was so excited to finally get my pair! Having the ability to check my pace distance during my swim is absolutely amazing! (Especially during an open water swim) I am very much looking forward to see what else FORM has planned 🤗,5,,GooglePlayStore,0.0,,,form-swim,0.23083333333333333,0.735
71,2020-01-02 17:29:18,Amazing! One of the best ways to know how much your doing and the calorie you have lost and with the split times after every length.,5,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,0.65,0.4666666666666666
72,2022-05-10 11:47:11,Initially I had trouble getting the app to sync with Strava but the developer was quite responsive and fixed it relatively quickly.,5,,GooglePlayStore,1.0,2.4.1,2.4.1,form-swim,0.05833333333333333,0.225
73,2019-11-01 21:20:44,"Unable to update the newly bought Goggles, kept trying over and over with different troubleshooting and nothing worked. Probably got a defective set",1,,GooglePlayStore,1.0,1.2.1,1.2.1,form-swim,-0.12121212121212122,0.5181818181818182
74,2020-01-04 05:23:50,Great app to go along with my Form goggles. Bluetooth setup was so easy and everything is working flawlessly. Kudos to the team!,5,,GooglePlayStore,1.0,1.4.0,1.4.0,form-swim,0.7444444444444445,0.8611111111111112
75,2021-05-15 00:55:15,"Great app, easy to use with great custom options. I am really enjoying the goggles I think they are going to be a great tool in improving my performance.",5,,GooglePlayStore,2.0,1.10.0,1.10.0,form-swim,0.6666666666666666,0.7366666666666667
76,2021-12-09 02:49:22,"Incredible. It helped me design a swimfit program for myself that reversed my pre-diabetic state, and lost 20kg (sorry only metric 🤣) as a result. My swims are now relaxing and pure joy knowing exactly how many calories im burning. Ps, and Form, THANKS FOR THE SWIM CAPS 🇨🇦💗",5,,GooglePlayStore,0.0,2.2.0,2.2.0,form-swim,0.29553571428571435,0.56875
77,2020-10-01 06:58:46,The greatest advantage is seeing the swimming stats and heart rates during swimmining. Pace and heart-rate measurements are more accurate than most other devices.,5,,GooglePlayStore,2.0,1.7.0,1.7.0,form-swim,0.45500000000000007,0.6016666666666667
78,2021-12-08 04:38:41,"I have over 260 swim miles on my goggles. They remind me when I ""lose focus"" during a longer swim and start slowing down. In an open water swim along a beach, I can swim a 'half mile' turn around and swim a 'half mile' back, walk out of the ocean and my towel is right there. I don't swim without my FORM goggles.",5,,GooglePlayStore,0.0,2.2.0,2.2.0,form-swim,-0.03386243386243387,0.2763227513227513
79,2023-01-06 23:25:22,"Excellent app that accurately keeps track of my distance, strokes, and intensity.",5,,GooglePlayStore,0.0,2.9.1,2.9.1,form-swim,0.7000000000000001,0.8166666666666667
80,2020-07-07 02:57:45,A very neat piece of technology for swimming. Looking forward to the open water update.,5,,GooglePlayStore,1.0,1.5.1,1.5.1,form-swim,0.1,0.4
81,2020-01-18 01:24:57,The goggles are amazing. The app is pretty see less in terms of integration with the goggles. No complaints here.,5,,GooglePlayStore,1.0,1.4.0,1.4.0,form-swim,0.22777777777777783,0.6555555555555556
82,2023-03-01 21:24:09,Form goggles really move you to the next level. Clear precise instructions. They have thought of everything.,5,,GooglePlayStore,0.0,,,form-swim,0.17500000000000002,0.3458333333333333
83,2021-07-04 06:12:22,"Android requires a Bluetooth passkey to pair, the app does not over ride this therefore the goggles cannot be paired.",3,,GooglePlayStore,1.0,1.10.0,1.10.0,form-swim,0.0,0.0
84,2020-11-05 06:27:59,Great app. I like the format of a workout analysis screen. Even before got the goggles preferred analysis of Garmin swim data in this app compared to Garmin app.,5,,GooglePlayStore,0.0,1.7.1,1.7.1,form-swim,0.8,0.75
85,2023-05-03 08:58:30,This app has used up 1.44GB yes GB in 2 days? I streamed a whole soccer game and it didn't even come close to this apps usage. Why it uses this my data is beyond me!,2,,GooglePlayStore,0.0,2.12.1,2.12.1,form-swim,-0.15,0.4
86,2023-04-22 01:13:45,Formswim goggles are the best way of monitoring my swim training. The live heart rate helps me pace. Custom workouts boost my motivation.,5,,GooglePlayStore,0.0,2.12.1,2.12.1,form-swim,0.5681818181818181,0.4
87,2020-08-21 20:57:57,"Obviously this app is only useful if you have the goggles, which are great! If you don't have the goggles then it would be of zero value",5,,GooglePlayStore,1.0,1.6.4,1.6.4,form-swim,0.325,0.5625
88,2023-03-26 03:55:20,What an amazing piece of equipment designed to improve your swimming. Once you use it you'll never want to train with out it,5,,GooglePlayStore,0.0,2.11.2,2.11.2,form-swim,0.6000000000000001,0.9
89,2020-12-30 03:36:34,"Amazing stats, goals and shows areas to improve. 100 % recommended!",5,,GooglePlayStore,0.0,1.7.2,1.7.2,form-swim,0.7500000000000001,0.9
90,2023-10-24 16:15:15,A great companion app,5,,GooglePlayStore,0.0,3.1.0,3.1.0,form-swim,0.8,0.75
91,2021-11-18 12:10:02,It would be cool to be able to compare your performance on the same workout over time. Or just analyze your progress over time.,5,,GooglePlayStore,0.0,2.1.2,2.1.2,form-swim,0.2833333333333333,0.4666666666666666
92,2023-08-18 01:49:07,Unable to cancel subscription,1,,GooglePlayStore,0.0,2.14.0,2.14.0,form-swim,-0.5,0.5
93,2022-09-14 02:14:57,This is a great app paired with the goggles. I definitely pushed myself harder w/ the pair.,5,,GooglePlayStore,0.0,2.7.1,2.7.1,form-swim,0.23333333333333336,0.4166666666666667
94,2022-12-11 18:48:41,"After only a few days of using the goggles and the app, I am loving the amount of data that I'm getting. Now I just need to speed up.",5,,GooglePlayStore,0.0,2.9.1,2.9.1,form-swim,0.13333333333333333,0.6833333333333332
95,2022-05-04 01:32:24,Great analysis of my swims and the goggles are just brilliant. I feel like a swimming borg lol.,5,,GooglePlayStore,0.0,2.4.1,2.4.1,form-swim,0.8333333333333334,0.8166666666666668
96,2023-03-05 02:31:03,"Great insight to the details, however the real win is the dynamic feedback whilst swimming, happy dayz!!",5,,GooglePlayStore,0.0,2.9.2,2.9.2,form-swim,0.7,0.6291666666666667
97,2021-04-24 14:46:51,Excellent information. Very easy to use. Logical setup.,5,,GooglePlayStore,0.0,1.9.0,1.9.0,form-swim,0.6044444444444445,0.75
98,2021-08-16 02:41:20,"I cant create a profile there, i dont understand validation message. Weak efforts from UX and development team",1,,GooglePlayStore,0.0,1.10.0,1.10.0,form-swim,-0.375,0.625
99,2020-02-20 14:47:54,Works perfectly and has all the apropiate data with pretty cool visualizations.,5,,GooglePlayStore,2.0,1.4.1,1.4.1,form-swim,0.5333333333333333,0.8833333333333333
100,2020-01-07 07:10:50,A great training tool. Finally feedback during the swim.,5,,GooglePlayStore,0.0,1.4.0,1.4.0,form-swim,0.4,0.875
