Unnamed: 0,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app
1212,2021-08-14 06:04:48,"I can NOT recommend this app (for watches) & customer service/help desk I have had tried to connect my watch and it won't. I contacted the help desk -who seemed to be very helpful initially, however it has been over a month and I have not heard back (I have sent 2 follow up emails) it appears they have just put it in the 'too hard' basket. Very disappointed. If you want to track your swims I can HIGHLY recommend form swimwear, they have EXCELLENT customer service and I have had zero issues.",1,,GooglePlayStore,3.0,4.6.5,4.6.5,swim-com
1213,2020-02-05 04:33:33,"Having tested for a couple of weeks, here are my impressions: 1.) Much better detection than S health with the galaxy watch. 2.) Freestyle, fly and backstroke are detected accurately, but breaststroke is not captured at all in my case, whereas it is with S health. 3.) I am finding myself having to re-athorize synchronization to Google fit after every swim or it is not synced. 4.) Ideally implementing synchronization to S health would be great to avoid using Health Sync.",3,,GooglePlayStore,4.0,2.6.8,2.6.8,swim-com
1214,2018-11-11 12:19:55,"For samsung wearable devices, this is the most accurate swimming app I have come across. Much better compared to speedo on and Samsung health. Works awesome with the galaxy watch. Only downside I have is that for some reason, once you launch the app it turns the watch brightness to max. Wish it didnt but It's not much of a big deal. On the gear 2pro, the display could use some tweaking though. You can't scroll through pages once water lock is on; it does not scroll automatically either. All in all, It's a great app and would highly recommend it.",5,,GooglePlayStore,11.0,2.3.2,2.3.2,swim-com
1215,2021-04-16 14:43:58,"The app is OK to use, but it has horrible support for units. There are several options to change the units from miles to meters. But so far I found not a single screen where the units are actually correct like I set them. I have it set to meters, and everywhere you can see ""y"" (probably ""yards"") where it should say ""m"". This is the same for the app and the smartwatch interface. Very annoying if you live in a country where they don't use retarded units. Contacting their support didn't help.",2,,GooglePlayStore,8.0,4.6.0,4.6.0,swim-com
1216,2021-03-05 23:13:42,"All in all the app is great app with potential to be even better. The problem is the tracking accuracy! It never gets the tracks right. Whenever I go for 100yards, it thinks it was only 75 and my results look bad. When I correct it in the app, I find that one of the returns was usually not tracked. When I split the track to the correct number my results are not updated to the leadership board. I wonder how many users have that problem too and thus don't even make it into the leadership board?",2,,GooglePlayStore,8.0,4.3.0,4.3.0,swim-com
1217,2022-08-22 18:32:48,"I liked the app when I was just tracking my swims but when I started wanting to use the workouts I got incredibly frustrated. All of the workouts are in yards even though I specifically have it set to meters, ok fine I thought, I can just create my own workouts... Well technically yes, but if you don't swim it immediately well then it disappears. There is no way to save it, other than send yourself a PDF of it but I DO NOT WANT A PDF! If I wanted a PDF I would have just typed the damn thing!",1,,GooglePlayStore,5.0,5.1.9,5.1.9,swim-com
1218,2020-11-25 05:14:41,"Edit: 23 Nov Upgraded to a Samsung Active 2 and the latest app version consistently freezes when trying to end a swim, loosing the entire record in the process, only syncs 2 swims ... Samsung Health automatically tracks all swims ... Latest version update of the app does not install on Samsung Gear Fit 2 Pro, after old version worked more or less fine for months. Very little information on potential trouble shooting and no fallback solution, e.g. option to download/install previous version.",1,,GooglePlayStore,14.0,4.0.1,4.0.1,swim-com
1219,2023-08-30 22:05:11,It's wary good app I very love it but I want to ask 2 improves 1 they I can set thet all kilometer/half kilometer I get short vibrate 2 some times one I stop for second in the middle of the pool because someone thet calculate it like 2 pools thenks 🙏,5,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1220,2023-11-05 04:59:13,I like the workouts too much because it go with u in the water in the watch and be as coch swim beside u I just want more workouts for beginners Between 1 and 1.5 km during 45 to 60 minutes,5,,GooglePlayStore,0.0,5.4.6,5.4.6,swim-com
1221,2023-08-24 02:52:33,"Generally good. There seems to be an issue with the way the app estimates energy spent swimming. Today I swam 1700m and the app reports to Strava that I expended 30,000 calories? Weird.",4,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1222,2023-07-31 22:37:54,Great app. Love the option to do pre-loaded workouts or simply record your swim.,5,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1223,2021-11-16 06:28:51,"Swim app was absolutely great on my Galaxy Watch 1, having recorded around 40kilometres of pool swims....however it is utter rubbish on my galaxy watch 4. The menus have all changed and are a mess. Did a swimmer write these menu screens? I think not. You need direct menu choices such as pool length, start, stop, bpm, length count, this app just means you need to stop mid swim to prat about with navigating too many screen options, and how the he'll do you click the bezel to end the swim session!!",1,,GooglePlayStore,3.0,4.9.1,4.9.1,swim-com
1224,2019-12-11 07:01:34,"App is the best available swimming tracker for Wear OS. But it’s not great, especially compared to tomtom or garmin. Accuracy is poor, rest feature may not recognise beginning of the swim. Screen may unlock and lock back showing stats from previous swim. Bugs, bugs and more bugs. App is far away from being usable.",2,,GooglePlayStore,3.0,2.6.3,2.6.3,swim-com
1225,2023-02-10 22:01:38,Just got a Google fit watch and this is the only app I've found that will work on it to track swims. Easy to use but remember to turn the app on before you start then log your results on the Google fit app it won't do it automatically like my old fitbit used to! Also it gives you alot of different stats like rest time but it won't tell you how many calories you've burned you need to work that out yourself. Overall a good app I just hope the devs make it even better!,4,,GooglePlayStore,1.0,5.2.8,5.2.8,swim-com
1226,2023-04-11 17:58:47,"I must be missing something because I am finding no value to this app. It's not syncing with my Garmin connect, the workout selection is a bit subpar, it feels very redundant. I'll just stick with the Garmin platform because there's no way I'm buying a watch just for swimming when the app isnt great. Two stars for trying",2,,GooglePlayStore,1.0,5.3.5,5.3.5,swim-com
1227,2020-10-17 21:43:16,"Good start. Long way to go. Ease of use is OK (long lists of swimmers show v bad performance) . It's really a swim log viewer app rather than providing anything insightful. Analytical aspect is very weak. Needs to show progress over time such as best times (not just average) for various distances so you can see if you're improving and by how much. I'd like to see, by distance, my 1st 2nd 3rd best times. And for any set I'd like to see where it ranks for me by time (day, week, month, year).",2,,GooglePlayStore,0.0,3.9.5,3.9.5,swim-com
1228,2023-08-07 23:35:09,Watch data doesn't sync with phone. Error 60. Will go back to Samsung.,1,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1229,2019-08-30 07:32:53,"Created log in thru app, tried to connect my Samsung watch. Went to account menu like directed and got no code. Tried to log in thru web site. Told PW wrong. Tried to request reset. Never received and email. App is totally useless. If just getting connected takes that many steps, I can not imagine what the app it self is like NOT USER FRIENDLY!",1,,GooglePlayStore,1.0,,,swim-com
1230,2023-03-30 01:29:56,"All I want is swim tracking. Strokes, rest times, number of laps and distance traveled. Initially I was having trouble with accuracy. I had terrific response from the app developers. The app is getting better and better and better. Thanks",5,,GooglePlayStore,11.0,5.3.2,5.3.2,swim-com
1231,2022-04-26 02:40:34,"A good 10% - 20% out on every swim. Sometimes over, sometimes under, with no rhyme or reason. Inaccurate nearly to the point of uselessness. Interface is annoying and glitchty. It's impossible to see the lap count when you've got goggles on.",2,,GooglePlayStore,5.0,5.1.0,5.1.0,swim-com
1232,2020-10-07 09:37:32,"The app is slow, cumbersome, un-intuitive, and archaic looking. It tries to use the GPS constantly even if you tell it not to. It sometimes doesn't sync properly with Garmin Connect so you have to manually add the .fit file.",2,,GooglePlayStore,0.0,3.9.5,3.9.5,swim-com
1233,2021-02-16 04:03:48,"very poorly designed. only been able to add one workout to my Wear OS watch. won't let me delete it or add a new one. extremely difficult to find new workouts. always reverts my settings to ""Never"" when i try to find a workout. only using this app cause it barely tracks my swims",3,,GooglePlayStore,0.0,4.3.0,4.3.0,swim-com
1234,2022-05-14 13:59:01,"Samsung watch 4. Uncomfortable to use. The best way for the watch app is to freeze the touch sensor, but be always on main screen. With the besel turn it switches between, main face, description. To finish a training you have to unblock swimm mod.",2,,GooglePlayStore,6.0,5.1.2,5.1.2,swim-com
1235,2019-11-04 23:16:49,"Excellent swim app, calculates your stroke automatically and easily adds drills. It would get five stars but for the following 2 points. There have been isolated issues where workouts have not uploaded from the watch and also, a useful addition would be a calorie burn number.",4,,GooglePlayStore,9.0,2.5.9,2.5.9,swim-com
1236,2019-10-22 04:32:28,I track my swims on my Samsung galaxy active. I have found it to be fairly accurate most of the time. However tonight I finished my swim and my watch kept telling me to turn the bezel to end my swim. My watch doesn't have a bezel. Usually I just have to press the top right button to end but it wouldn't allow me. I ended up turning my watch off and therefore my swim was not recorded!,3,,GooglePlayStore,3.0,2.5.8,2.5.8,swim-com
1237,2022-12-02 08:02:38,Stopped working on the Fossil Gen 5 all of a sudden. Had to reset and now the watch is not compatible. I had a lot of swims saved and now I can't track them any longer. And now it's fixed. Better communication would help but thanks for the fix.,4,,GooglePlayStore,3.0,5.2.5,5.2.5,swim-com
1238,2020-02-14 03:39:39,"Waste of storage on my Gear Active...went back to native app. Clunky app that doesn't connect well between wearable and phone. Does a poor job of tracking the swim (no stroke detection), the native app on the Samsung Gear is just as detailed and works like a dream.",1,,GooglePlayStore,1.0,2.6.8,2.6.8,swim-com
1239,2019-10-09 00:31:41,"Swim reading was quite inaccurate. It did not read my breast strokes at all and it shows that I did back strokes which I didn't. It works at first but now, it only accurately measure freestyle accurately. Im using a Galaxy Watch to track all these.",3,,GooglePlayStore,3.0,2.5.8,2.5.8,swim-com
1240,2022-03-05 22:04:23,"Good enough so far, but haven't really used the Wear OS integration. But it's not good for non-imperial people, since 90% of the workouts are in weird yards instead of meters - it just doesn't show anything for me in a 25m pool 🤷🏼‍♂️",3,,GooglePlayStore,5.0,5.0.5,5.0.5,swim-com
1241,2022-03-01 01:26:10,"Latest update seems to have broke it a bit on Galaxy Watch 4, seems to only be recording half my swim. Looks like it just stays in resting when you restart occasionally. Oddly its more accurate for initial lengths by seemingly recording less when it used to over estimate but you could just merge your lengths back down.",2,,GooglePlayStore,4.0,5.0.5,5.0.5,swim-com
1242,2023-03-11 21:16:24,"Incredible pairing with Google Pixel watch. Stroke recognition is right about 75% of the time. In the app, you can adjust anything it didn't get right to make your workout history accurate. Honestly this app has motivated me to swim more.",5,,GooglePlayStore,0.0,5.3.2,5.3.2,swim-com
1243,2023-02-18 01:31:25,"Rare rarely gets the distance on an interval wrong. I would love the ability to customize screens (rest timer, etc.), but this is the best swim app I could find for my Pixel watch so I'm giving it 5 stars.",5,,GooglePlayStore,1.0,5.3.0,5.3.0,swim-com
1244,2019-08-14 22:47:20,"It is not perfect. I swim only freestyle and often times it says I am swimming another stroke, usually backstroke. It also misses lengths if I cool down with breaststroke. Today it added a length I did not swim. For the most part it does OK. I use a Gear Sport. It also would be nice if it hooked up with Samsung Health.",3,,GooglePlayStore,5.0,2.5.4,2.5.4,swim-com
1245,2019-05-05 05:41:50,"So far best app at tracking laps with gear fit2pro. Measures laps accurately. Has drill mode to help pacing laps with vibrations. I only wish it could pace strokes. Browser UI clear, all the stats are there as graphs and tables and details up for editing.",5,,GooglePlayStore,8.0,2.4.4,2.4.4,swim-com
1246,2020-10-15 11:34:30,Unfortunately with the latest Android 10 and version of the app/tinzen is very buggy. I can no longer reliably enter and exit water lock mode when switching between drill mode and swim without app getting stuck between swiping screens on galaxywatch. App then crashes and swim data is lost.,3,,GooglePlayStore,5.0,3.9.5,3.9.5,swim-com
1247,2020-12-22 19:07:22,"Useless on my Samsung Active2. Current version of 2.0.3 doesnt not sync with phone app. Cust serv said 2.0.4 will fix this..... great, but it isn't available on the google play store so it doesn't do anyone any good. This is stupid stuff that should have been flushed out in QA. Industry uses 2 week software sprints and CICD get with the program Swim!",1,,GooglePlayStore,4.0,4.1.0,4.1.0,swim-com
1248,2020-08-01 11:14:33,"Great so far. Speedo finally quit, so I had to switch. Once I found where to stop my workout, it was great. Love the colors (visible underwater), and the layout. I wish it had laps, but easily converted from yards.",5,,GooglePlayStore,2.0,3.6.0,3.6.0,swim-com
1249,2020-03-10 09:53:03,"Accurate,all info I need. Splits come up automatically. One issue is everything abbreviated, can be tough read. And doesn't allow a delete or clear when logged. At least not that I see. Minor problems aside, stellar.👍💪🍺🏊",5,,GooglePlayStore,0.0,2.6.9,2.6.9,swim-com
1250,2019-10-13 11:26:37,"Swim tracking just got a huge upgrade on my Galaxy Watch - much better than the stock swim app from S health. Swolf, HR, Distance till goal is all but a bezel rotation away ! 😎 Not a single touchscreen smartwatch can do swimming data this conveniently - the bezel + this app is amazing !",5,,GooglePlayStore,4.0,2.5.8,2.5.8,swim-com
1251,2020-09-25 00:36:28,I tried to swim with this app a few times. The app is really bad and very difficult to end a swim. I lost all my exercise data. What a waste of time is this app. I hope the Samsung galaxy watch 3 improves their standard swimming app quickly.,1,,GooglePlayStore,0.0,,,swim-com
1252,2020-02-12 20:27:34,"Not very accurate but only option on Wear OS at present. Needs to be better though at just the basics of knowing whether I'm swimming or resting, and assuming if I'm moving in a 25m pool that after 4 minutes swimming I've probably done more than 50m!.",3,,GooglePlayStore,0.0,2.6.8,2.6.8,swim-com
1253,2020-06-14 00:08:42,"Combined with Fossil Sport and WearOS, this is great app. Very accurate in recording length of swim. Still trying to figure out how to do kick with drill mode. Love the integration with Strava.",5,,GooglePlayStore,1.0,3.3.0,3.3.0,swim-com
1254,2019-08-18 18:40:49,"Best swimming app for Android Wear. Syncs well with Google FIt. Also like how it automatically turns on touch lock to avoid accidental touches when coming in contact with water, an issue I used to face all the time.",5,,GooglePlayStore,1.0,2.5.4,2.5.4,swim-com
1255,2021-01-29 00:19:05,The app does accept feeds from Garmin Connect and maybe even Strava. The app created a location for me that I am unable to modify. The app created a 27 yard pool for me (my regular pool is SCY). The app tried to link to my USMS account but could not/would not accept my email address for the link up.,2,,GooglePlayStore,0.0,4.2.0,4.2.0,swim-com
1256,2020-06-26 05:53:37,Loved this app and all the data it gave until the data it created was no longer accessible online. Its very difficult to edit and view data on the app. I lodged a support ticket to find out if this was permanent and heard nothing back. Hugely disappointing!,3,,GooglePlayStore,0.0,3.3.0,3.3.0,swim-com
1257,2020-08-05 00:50:50,Over all works good with my Samsung active watch. Training program on my watch while in the pool is a great advantage! I would add an option to write the program online on a PC instead of on my mobile phone.,5,,GooglePlayStore,0.0,3.7.0,3.7.0,swim-com
1258,2019-09-07 02:34:44,"Only recognizes freestyle or some kind of ""mixed"". Doesn't recognize turns properly -> sometimes over and sometimes underestimates distance. Didn't record HR at all, although my watch did measure HR and could show it in its own app.",1,,GooglePlayStore,2.0,2.5.5,2.5.5,swim-com
1259,2019-03-03 22:53:10,Highly inaccurate at tracking number of lengths. says I've done way more than I have. Complete faff to end swim as well as the back button also activates Samsung Pay.,1,,GooglePlayStore,0.0,2.3.10,2.3.10,swim-com
1260,2019-04-14 17:37:14,Good app very precise. It doesn't recognize breaststroke on gear sport but the intervals are full editable so it's easy to fix. Best swimming app in the market at the moment for Samsung wearables,5,,GooglePlayStore,5.0,2.3.10,2.3.10,swim-com
1261,2022-10-22 10:14:48,Works with US Master Swimming And Garmin very well. Been using for a few years. Does not actually support Challenges as a tab like the directions say it should. Wanted to acknowledge a Fall Series 1 mile Challenge but can see how.,3,,GooglePlayStore,1.0,5.2.1,5.2.1,swim-com
1262,2018-10-01 10:13:43,I was looking for the workouts feature but there's not much to see. It synced only one of my swims with Garmin connect. This can totally beat myswimpro just by adding default workouts.,3,,GooglePlayStore,0.0,,,swim-com
1263,2019-03-19 16:53:24,I'm not sure how much useless this can get. want me to open apple on phone to pair but no pin number. if you have a Samsung wearable use speedo on. at least you can record you lengths when swimming. this app is beyond help it all went wrong in han then update it got even worse. my pairing cider us a letter and 3 dots. submit ticket and theñ......,1,,GooglePlayStore,2.0,2.3.10,2.3.10,swim-com
1264,2020-08-01 01:05:13,"Wow, this app is really bad. I tried to connect it to garmin, it just gave me the pinwheel of death. I tried to add strava, it wouldn't let me add it because I sign up with Google and Google doesn't find their browser secure. So... I have to put everything directly...",1,,GooglePlayStore,2.0,3.6.0,3.6.0,swim-com
1265,2019-08-11 01:52:58,"Love using this app for swimming much better than samsung health. Only problem I have is the app puts the full brightness up on my Galaxy Watch 46 so every time I end a swim I have to turn the watch brightness back down, apart from that it's great.",5,,GooglePlayStore,1.0,2.5.3,2.5.3,swim-com
1266,2023-07-21 00:55:45,I connect it to my Samsung Galaxy watch but it skips intervals sometimes,4,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1267,2019-08-16 08:58:01,"Very good swim tracker. Mild learning curve to fully utilize all the features but can be used easily ""right out of the box.""",5,,GooglePlayStore,1.0,2.5.4,2.5.4,swim-com
1268,2022-12-12 09:59:44,An excellent swimming application. It will carry out all of your requests. I enjoy the Send to Device feature since it makes choosing a workout on my watch faster. 💫,5,,GooglePlayStore,0.0,,,swim-com
1269,2022-03-26 10:24:42,Great swim tracker when paired with the wearable app. Currently using an Apple watch that syncs to an old iPhone which updates on my Android app. Would be better if I had an android watch but this does work.,5,,GooglePlayStore,0.0,5.0.8,5.0.8,swim-com
1270,2023-05-26 16:25:04,It works! I've been wanting a swim tracking wear OS app for a while. And now one exists. I imagine the developers had to work hard to get a swimming app on Wear OS 2 but they did it. I'm happy!,5,,GooglePlayStore,1.0,5.4.0,5.4.0,swim-com
1271,2023-04-16 15:52:52,"Great app, works flawlessly on my TicWatch Pro 3 GPS. Accurate and also has heart beat, both of which the default app couldn't do! One suggestion, dark mode on the phone app would be nice #nitpick only!",4,,GooglePlayStore,0.0,5.3.5,5.3.5,swim-com
1272,2020-07-08 23:55:33,I have really been enjoying this app and tracking my open water feed. I am super excited about the new update today that shows open water leaderboards This will really make virtual competitions and personal tracking so much easier,5,,GooglePlayStore,2.0,3.4.0,3.4.0,swim-com
1273,2021-07-18 00:35:21,Pretty simple to use. Counts the laps accurately. Love the ability to do sets of a workout. Samsung watch vibrates to let me know when to go.,5,,GooglePlayStore,1.0,4.6.5,4.6.5,swim-com
1274,2021-09-04 02:50:19,Can't fault it really. And it syncs Strava. Thankfully it runs in the background as Samsung Health doesn't and needs to be on the screen. I would rather this on display but Samsung is rubbish.,5,,GooglePlayStore,2.0,4.8.1,4.8.1,swim-com
1275,2019-08-01 01:24:20,The new wear os integration is a massive improvement. Nice work. Still doesnt seem to link that well to Google fit. But im sure thats fixable.,4,,GooglePlayStore,1.0,2.5.1,2.5.1,swim-com
1276,2020-02-15 11:14:08,"Awful UX on the app. Even worse on the wear os app. Has dropped 3 / 7 swims, never synced never to be seen again. Algorithm is awful and always gets my swims wrong by 25m.",1,,GooglePlayStore,0.0,2.6.8,2.6.8,swim-com
1277,2021-10-31 20:17:48,"With the galaxy 4 watch, the app either does not count laps at all, or it looses the whole workout when you turn off the water lock to stop the workout.",1,,GooglePlayStore,5.0,4.9.1,4.9.1,swim-com
1278,2019-09-22 02:45:04,"It took a little while to get used to it, and I don't think it's always accurate, but it's still really handy and fun to use. At first it didn't recognize my breast consistently, but I got more careful with technique and it works!",5,,GooglePlayStore,1.0,2.5.5,2.5.5,swim-com
1279,2023-02-16 22:14:38,"Best of the available options, but can randomly loose an entire swimming session as I interact with it on the watch, and there is no way to export record's to CSV etc.",3,,GooglePlayStore,1.0,5.3.0,5.3.0,swim-com
1280,2023-07-20 06:36:25,No settings tab. Cannot add my wearable - menu is greyed out.,1,,GooglePlayStore,0.0,5.4.3,5.4.3,swim-com
1281,2023-01-14 05:27:20,"The update messed up the data vizualisation, which was not great to begin with, but now it's shown somehow reversed. Please fix.",2,,GooglePlayStore,1.0,5.2.6,5.2.6,swim-com
1282,2022-01-14 10:09:59,This app is fantastic...I love being able to edit my swims. My galaxy watch 3 is not the most accurate but I can merge my lengths easily..gives good overall swim info.,5,,GooglePlayStore,0.0,5.0.0,5.0.0,swim-com
1283,2020-09-29 20:46:29,I'm using swimming to get fit and lose weight. This app and the app for the galaxy watch really helps push me to my max and makes me want to do better each time I swim. Without it I would have given up by now. So thank you!,5,,GooglePlayStore,0.0,3.9.4,3.9.4,swim-com
1284,2021-11-21 20:51:17,"Tracks swim well on watch, but functionality there is very limited - can't upload some activities and no way to delete them (and clean up) on watch.",3,,GooglePlayStore,2.0,4.9.1,4.9.1,swim-com
1285,2021-11-16 16:56:57,"Doesn't track workout on galaxy watch 4. Difficult to get workouts to sync to watch, then deletes them when you turn off the water lock.",1,,GooglePlayStore,3.0,4.9.1,4.9.1,swim-com
1286,2019-10-30 19:20:19,I log a swim (no watch) and change the time and the app changes my distance. I can either have correct time or correct distance not both.,1,,GooglePlayStore,1.0,2.5.8,2.5.8,swim-com
1287,2021-02-24 22:00:06,"I love the app. Beautiful design, useful stats that give needed info for a workout analysis, interesting challenges. I recommend this app to my friends.",5,,GooglePlayStore,0.0,4.3.0,4.3.0,swim-com
1288,2022-01-27 00:22:35,"The app works and measure the strokes, but I have an issue with the meters. It remain counting meters although I am resting o still floating in the same place.",4,,GooglePlayStore,2.0,5.0.4,5.0.4,swim-com
1289,2021-10-07 19:51:53,"To hard to use. You can't just track your stroke on any pool, and you can't add a new one coz location option is broken.",1,,GooglePlayStore,0.0,4.8.3,4.8.3,swim-com
1290,2020-02-10 06:48:43,"This just doesn't work on my Fossil Gen 5. Installed on my phone and watch, but could NOT get them to communicate. Though I was logged into the App, the watch just kept saying to Log In or Join. Tried multiple times before giving up.",1,,GooglePlayStore,0.0,,,swim-com
1291,2020-10-22 16:22:37,Didnt even get to use it. Once installed it took over the screen on my watch. Only way I could stop it was to restart my watch. I opened up the app and it did exactly the same this. I have unstalled it,1,,GooglePlayStore,0.0,3.9.5,3.9.5,swim-com
1292,2023-01-03 22:45:21,"Terrible, When attempting to sign up - you have to enter your age, the only way to do it is by moving one month at a time, I am 50 - 2010-1973=37x12= 444 - tap the screen 444x just to enter my age, you've got to be kidding me 🤷🏻 I uninstalled the app",1,,GooglePlayStore,2.0,5.2.5,5.2.5,swim-com
1293,2019-01-26 19:12:06,I really like the metrics of the app. And I find it more reliable for stroke counts and ease of use than the native swimming app in the Galaxy Watch.,4,,GooglePlayStore,1.0,2.3.8.1,2.3.8.1,swim-com
1294,2022-03-15 22:28:14,"Update March 14/22: the WearOS app on the Galaxy Watch 4 Classic is now working just fine. Needed to turn on ""Allow Background Activity"" for the app in the Wear app on your phone. I'm back to loving this app!",5,,GooglePlayStore,1.0,5.0.7,5.0.7,swim-com
1295,2023-01-30 12:43:24,Works well for sustained swims. Seems confused by intervals with varying effort. Ignores kick sets altogether.,3,,GooglePlayStore,1.0,5.2.7,5.2.7,swim-com
1296,2023-05-09 22:32:32,I have a galaxy watch 5 pro and the latest swim apps installed. Swam 1375 yards then the app crashed the wearOS and lost all my workout data. Did the same thing yesterday after 500 yards. It happened during swimming,1,,GooglePlayStore,0.0,5.3.5,5.3.5,swim-com
1297,2019-04-01 11:17:18,"Will not pair with the galaxy watch. You enter the code and it just hangs before taking you back to the same screen asking for the code, and the watch says pairing failed. useless.",1,,GooglePlayStore,7.0,2.3.10,2.3.10,swim-com
