Unnamed: 0,date,review,rating,title,platform,thumbs_up_count,review_version,app_version,app
253,2023-08-14 12:56:03,"Says in app purchases in description, not that you get a 7 day free trial then pay a fortune. The free version advertised was not an option. You had to subscribe to set up app. Misleading and uninstalling",1,,GooglePlayStore,9.0,7.8.133,7.8.133,myswimpro
254,2023-12-09 06:27:44,App is broken. Videos don't play and freeze the app. Have to exit out.,2,,GooglePlayStore,0.0,7.8.150,7.8.150,myswimpro
255,2023-07-09 00:36:58,"I have the book ""swim like a pro"" signed by Mr. Fares Ksebati himself. Yes, I met him in person. He is very energetic in person, super cool and kind. He is the best remote swim coach ever. I have read the book (all time helpful in all things swimming your questions will be answered) and down loaded the app ( You can learn to swim like a pro). Best thing you can do for yourself, no matter what your swim level. Join the community. Thank you, coach.",5,,GooglePlayStore,2.0,7.8.127,7.8.127,myswimpro
256,2023-02-25 06:08:54,It works well to sync with Garmin and the workouts are well planned out. But it is extremely annoying that everytime I need to open the app to get a workout. I need to input the same information before it shows me the main page. I always have to reconfigure the distance and reselect my goals. It would be nice if it would save what had been input since the beginning. Plus drill videos should be included at all time even if seen previously.,3,,GooglePlayStore,8.0,7.8.99,7.8.99,myswimpro
257,2023-01-30 05:09:11,"The application needs a lot of work. There too many bugs such as broken videos, not able to keep my personal settings (level, measurement of the pool) which leads me to renter them in every login. The UX is not easy to understand, you have to invest time and effort to use it. The perks of the application doesn't reconcile with the price in my opinion. Hence the two stars, just for the effort and the intention. I would suggest to find a proper testing team and redesign it to a simpler version.",2,,GooglePlayStore,14.0,7.8.95,7.8.95,myswimpro
258,2022-02-18 10:28:06,"This app does not look like what is shown on YouTube videos or even the photos used here. I think it is optimized more for Apple(?) I am guessing that is where all the nice layout of the app is from because I don't see it on mine. Also, I'm only able to sync the workout from the app to my garmin and can't load my stats back into the app which I'm supposedly able to. But workouts are good if subscribed to premium, just lacking some clarity.",2,,GooglePlayStore,15.0,7.8.44,7.8.44,myswimpro
259,2022-02-26 13:26:40,"Hardly any updates in the past 2 years and now you ratchet up the price? Yeah no. Good luck being greedy. Coach section rarely loads, app is extremely slow, ads show up on the videos provided to you on paid subscription. This is a fairly expensive app and I expected much much more. Wish I hadn't have paid for the subscription. Great idea, great potential, fail on execution and delivery.",1,,GooglePlayStore,23.0,7.8.45,7.8.45,myswimpro
260,2023-10-20 07:49:18,App worked great for 3 weeks and is now crashing everyrime it is opened.,1,,GooglePlayStore,0.0,7.8.143,7.8.143,myswimpro
261,2023-11-19 23:11:40,I just purchased the plan on android and I don't know why the workouts are not opening it says 0 workouts kindly fix this problem,3,,GooglePlayStore,0.0,7.8.145,7.8.145,myswimpro
262,2022-04-22 18:37:09,"(Disclaimer: I'm using unpaid version) Many features/buttons not functioning. Unable to update profile through settings button and unable to join any of the April challenges. Also, there's nothing to see in the feed unless you're following people, but as a new user, you're not following anyone yet, so feed is dead. Just white space. White disappointed with the whole thing. I'm an average swimmer and want to improve my strength and speed. Hoping this app would've helped.",2,,GooglePlayStore,10.0,7.8.50,7.8.50,myswimpro
263,2023-06-14 22:36:55,App is not at all as per expectations. Workout videos are not loading. It takes hell lot of time to see the video and the video don't stream properly. It's very annoying to wait for video to buffer. Even response from customer support is very poor. Overall not a good experience.,1,,GooglePlayStore,7.0,7.8.119,7.8.119,myswimpro
264,2023-08-06 08:01:00,"Love it. Great workouts good videos, works perfect with applewatch. Cons only seems to be sync with apple and garmin",5,,GooglePlayStore,0.0,7.8.132,7.8.132,myswimpro
265,2023-07-12 17:02:51,"I can't even setup my profile as the app doesn't recognise the size of the pool I swim in, which is 14m. Please fix this issue.",1,,GooglePlayStore,0.0,7.8.129,7.8.129,myswimpro
266,2023-02-06 14:03:23,"Was led to this app by the youtube video's but to my dismay, it's a money grab. Expected more (silly me) from their youtube videos being so helpful. Will only let you see 1 swim workout unless you pay the monthly or yearly subscription. Thanks for this. As im new to swimming, i needed something to help me, but it seems I'll just do it myself, and if not, I'll just stick to running. I'm very disappointed.",1,,GooglePlayStore,12.0,7.8.96,7.8.96,myswimpro
267,2019-02-05 17:57:10,"Not very functional: the app adjusted the swims I imported to include rest times within the swim times within sets, so that is frustrating. Every training plan requires a membership subscription. $120, upfront? When there are loads of good free pans out there? I was expecting to see more metrics of my swims but, no. Slow. Disappointing. Avoid.",1,,GooglePlayStore,9.0,5.0.23,5.0.23,myswimpro
268,2019-07-31 18:00:47,"$119.00! You only receive vocabulary definitions unless you pay ""Premium"" subscriptions. There are three video packages total cost $119.00!. The videos are like 30 seconds. Rather defeating because the app seems good if you pay. Otherwise useless. Access to nothing. I am not seeing $120 value. Very misleading.",1,,GooglePlayStore,14.0,5.0.56,5.0.56,myswimpro
269,2021-07-30 14:59:45,"I downloaded and subscribed to the app after following the YouTube channel which is very informative. The app is slow and extremely non-user friendly! Haven't been able to get a hang of it. Secondly, I canceled my subscription the very same day due to the stated reason, however, the refund has also been rejected. Every app gives an initial free trial. Been trying to make use of it for the month now, but not a fan for obvious reason. So all in all, quite a bad experience.",1,,GooglePlayStore,26.0,7.8.28,7.8.28,myswimpro
270,2022-07-22 22:43:19,"You keep saying a big update is coming. I got a compatible watch (garmin 945) and no matter what I try I can't pair the watch. I can't connect Garmin Sync. Or Strata. The sync turns on. I log in. It completes and as soon as the app is closes or I Simply go back, the switch simply turns off again. Incredibly frustrating.",1,,GooglePlayStore,11.0,7.8.68,7.8.68,myswimpro
271,2023-09-04 20:41:25,Taking much money cant take free only want money. I think they should not take money. They only want money sports is not for money. I am also a swimmer I thought this app is cool but they are taking a lot amount of money. I can afford it but the other people those who want to be a swimmer and are middle class they can not afford it! I know you have a youtube channel I see your videos in 1 video you told about your app so I downloaded it but a lot amount of money your app will not work at all!!!!,1,,GooglePlayStore,0.0,,,myswimpro
272,2023-11-28 23:18:57,"I didn't appreciate that the app asks you a bunch of detailed questions and then puts up a big paywall. It's a dark pattern aka a psychological hack because it creates a feeling of ""sunk cost"" to get you to pay for a subscription. Give me something of real value and I'm happy to pay for it but please don't play tricks on me.",2,,GooglePlayStore,0.0,,,myswimpro
273,2022-04-13 15:30:27,So many bugs in this app. Synchronization issues are among the most annoying but many other smaller bugs. The Android version is super far behind of what is advertised on their webpage. Very misleading! The workouts are good but useless if you can't properly sync it.,1,,GooglePlayStore,12.0,7.8.50,7.8.50,myswimpro
274,2023-11-23 01:28:18,The videos is not working!,1,,GooglePlayStore,0.0,7.8.149,7.8.149,myswimpro
275,2023-07-23 18:37:31,Cannot log into the app. Tried resetting my password and creating a new account with a different email but the app just gets stuck in the loading screen. Real shame as I love the toutube videos.,1,,GooglePlayStore,0.0,,,myswimpro
276,2023-03-07 01:36:54,"€200 for a yearly membership? Making it one of the most expensive sport apps in history. You have lost your ever loving mind if you think I am paying that insane price for your app. There is no talking that greedy grab right, or you have a really bad business model. In any case: NO WAY! Also from other reviews, reading about lots of issues and bugs. Making it even more outrageous. You have lost a user, account deleted and app uninstalled",1,,GooglePlayStore,10.0,7.8.100,7.8.100,myswimpro
277,2023-07-09 22:42:15,Technical terms were not explained. My goal is not to get faster yet that's the plan I was given.,1,,GooglePlayStore,0.0,7.8.127,7.8.127,myswimpro
278,2021-05-21 14:25:29,"The content is great but the app itself is awful to use and the woman's robot voice is horrendous. The app doesn't seem to open things when you press on them, or it'll play the wrong video or open the wrong thing. It takes you back a page or two when you are trying to look at something. Overall really horrible to use sadly.",3,,GooglePlayStore,16.0,7.8.25,7.8.25,myswimpro
279,2023-10-19 16:49:12,"Way less better than I thought. Repeatedly approaches you with offers that obviously cost money and more than half of the features aren't available without payment. Everytime I start a workout, it just exits out and doesn't even start anything.",1,,GooglePlayStore,0.0,,,myswimpro
280,2019-10-02 09:40:23,"Great workouts on it, but no easy way for basic swim tracking. UPDATE: Thanks for the response, but I am not swimming much anymore. My rating was a bit low before; it's nice that it works on watches, even if it's a bit convoluted.",3,,GooglePlayStore,2.0,5.0.56,5.0.56,myswimpro
281,2020-06-30 04:14:42,There is almost no information on the swim session. A simple workout in fitbit records so much more information. I'm very disappointed with the app. And they expect almost 200€ per year. Total waste of money.,1,,GooglePlayStore,14.0,7.0.4,7.0.4,myswimpro
282,2020-09-27 07:17:52,"Just installed again to start a swim plan, it was ok before but now I can't even get the app to sync with my Forerunner 945... my watch just freezes. I wanted something to structure and track workouts for me.... looks like this isn't it, thankfully only losing 10 bucks.",1,,GooglePlayStore,5.0,7.1.1,7.1.1,myswimpro
283,2019-09-13 06:13:55,Beginner swimmer who never was on a team but always loved the water. So far I have already learned new things about how to better swim freestyle. Also the video explaining workout jargon was priceless. I can't believe how I instantly started swimming faster. Surreal! Love it!,5,,GooglePlayStore,6.0,5.0.62,5.0.62,myswimpro
284,2019-07-06 04:38:20,"This app has changed the way I swim and the way I train. The developers are responsive and helpful whenever I've had questions, and the training programs and coaching ideas and tips make swim training fun, different and never boring. I only started swimming for exercise as an adult and now love the water.",5,,GooglePlayStore,3.0,5.0.56,5.0.56,myswimpro
285,2022-01-06 17:56:09,"This app does not work according to the details on an android phone. I created / built my own swim workouts and I not only can send them to my Garmin, I cant even edit the workouts. The pen and three dots at the top of the page are frozen and cannot be selected... fix this so the app works in free mode as advertised....",1,,GooglePlayStore,8.0,7.8.37,7.8.37,myswimpro
286,2019-06-23 19:39:56,"I pay for the subscription and the app wouldn't let me start a plan. I cancelled the subscription and reactivated it again and I was promt to an error message, ""app will continue in a few minutes "". Never worked. I was looking forward to this app. If anyone has suggestions let me know or a new app for beginners. thanks",1,,GooglePlayStore,3.0,5.0.48,5.0.48,myswimpro
287,2019-02-01 15:49:48,Unable to download workout to my watch despite it being compatible. Support very helpful but after multiple emails it still wouldn't work so have given up. It's a shame as its a great concept but not willing to pay for full membership if have to print out training plans.,2,,GooglePlayStore,2.0,4.7.7,4.7.7,myswimpro
288,2021-08-13 13:02:04,NOT USER FRIENDLY! Having difficulties navigating. Can't access some of the workouts even with my subcription. I feel like I just got jipped! Just lost close to a hundred dollars on my subscription which is worthless and pointless since I cant get the workout I want to load and doesnt others. Disapointing!!😡,1,,GooglePlayStore,2.0,,,myswimpro
289,2022-11-22 02:12:35,"Not a great integration with Garmin watch (Venu 2). The app for the phone is useless and the integration does not properly reads laps and rest time. Also, no updated of the app that match the features of the Apple version.",1,,GooglePlayStore,3.0,7.8.84,7.8.84,myswimpro
290,2019-04-24 03:43:39,"This app is brilliant, great integration with my Garmin fenix 5 plus, really good workouts and personal coaching. Live the app and won't swim without it. The help desk at myswimpro team are really helpful and hit me up and running with the minimal of fuss, great communication throughout. I highly recommend this app if you swim competitively or are serious about your swim sessions.",5,,GooglePlayStore,1.0,5.0.40,5.0.40,myswimpro
291,2018-12-26 03:20:12,Helped me go from not knowing the first thing about swimming proper to pounding out 2500 yard workouts in three months. As a former collegiate athlete (tennis) I understand and appreciate the value that structured training plans can provide in accelerating along the path toward a fitness goal. Five stars for this app ... especially with a premium membership plan.,5,,GooglePlayStore,13.0,5.0.7,5.0.7,myswimpro
292,2019-03-14 22:48:20,"I use this with my Fitbit Iconic and I love that my workout is all on my wrist - I don't have to worry about memorizing intervals or keeping my workout dry on a piece of paper. I also feel much more motivated since I don't have to put any more energy into creating a workout, I just hop in the pool!",5,,GooglePlayStore,6.0,5.0.30,5.0.30,myswimpro
293,2023-05-20 08:17:58,"I have been following the YouTube channel for over a year now. Thought of using the app, however, I am not able to go past the sign up page. I used log in using Facebook option, but after that nothing happens. It says on the log in screen. I had to Uninstall the app.",1,,GooglePlayStore,2.0,,,myswimpro
294,2019-05-29 03:33:32,"My original 1 star review is below. This was changed to four star after their quick response and action. The app is not for me but the customer support has been highly competent, punctual and understanding.My advice would be to use the trial period effectively to comprehend the structure of what is being offered.  ""Trial period automatically taxes a yearly subscription without explicit gated consent even if app is uninstalled. Avoid""",4,,GooglePlayStore,2.0,,,myswimpro
295,2019-02-01 23:18:52,"Doesn't really offer anything beyond what a can get with a pen & paper & local pool membership. Billing is annual, so $120 upfront which, for me is better spent for specific training / advice. Not really what I was looking for. YMMV",2,,GooglePlayStore,8.0,5.0.23,5.0.23,myswimpro
296,2019-01-06 01:39:02,does not work. I had a paid subscription and everytime I go to my plan it keeps trying to get me to sign up again. I went to my subscriptions and it billed me 3 times and I still couldn't get to my swim plan. looks like a great idea if it worked.,1,,GooglePlayStore,10.0,5.0.12,5.0.12,myswimpro
297,2020-08-27 08:22:49,"5 swims in and loving it. Some adjustment using with my Garmin watch, but that is mostly on me, I think. I really like the variety in the workouts and the dynamic intervals make the workouts achievable for me!",5,,GooglePlayStore,0.0,7.1.1,7.1.1,myswimpro
298,2022-05-25 05:41:01,Won't save anything under your profile. Coach doesn't seem to change. Can't organize workouts right. Custom workout builder barely works at all. buggy mess. Doesn't save any workouts or workout changes. Going to ask for my money back.,1,,GooglePlayStore,6.0,7.8.59,7.8.59,myswimpro
299,2022-04-12 18:14:03,"No good for free membership! If you want to learn and achieve better technique go to a different app unless you wanna pay monthly. All plans that theu recommended to me are under Premium membership, absolutely pointless when I know I could get others for free.",1,,GooglePlayStore,4.0,7.8.50,7.8.50,myswimpro
300,2019-04-26 14:31:35,"it took my payment details/ google password for the free trial offer saying that after the trial period, payment will start. however , once i shared the details, it didnt let me see the trial programme on offer (7 day trial programme) . very unhappy with the experience. i suspect this app is a hoax. i dont want to be charged for anything as i have not used any service.",1,,GooglePlayStore,4.0,,,myswimpro
301,2021-08-14 12:15:12,"There is no short free trial to test this app out. They ask for you to subscribe before even seeing any other screen in the app. Somehow that seems fishy to me, asking for $90 a year before even seeing the product. To trial the app, you must commit to an annual $90 subscription. There is no other trial available, even with the monthly $15 plan.",1,,GooglePlayStore,13.0,7.8.28,7.8.28,myswimpro
302,2019-06-05 04:10:45,amazing app. I signed up for the app about 2 weeks ago. straight away I got a lovely message inviting any questions. I asked about how I set the app up on my fitbit and I got a reply straight away and Charlie stayed messaging until I had it all sorted out. the app has lots of amazing features on training and technique and if you have any questions some one replies. it really is like having your own personal coach. love this app well worth the money for all the help.and advice you are given.,5,,GooglePlayStore,12.0,5.0.41,5.0.41,myswimpro
303,2019-07-12 23:11:33,This app is the most usefull app I have ever bought. I do a lot of cross-training and wanted to do more than fight the water for hours on end. I find this app brings me what I need to improve my skill both programming and showing how to. I had some problems learning how to sync my results but got help with that from the TeamSwimPro. ##THIS APP IS THE BEST##,5,,GooglePlayStore,5.0,5.0.56,5.0.56,myswimpro
304,2019-04-05 22:03:30,"The app was laggy and it kept returning me back every time I tried to chose a plan, the plans are really confusing and not a lot of explanation is available. It feels hacky and cheap to spend that much money on such an app",2,,GooglePlayStore,3.0,5.0.30,5.0.30,myswimpro
305,2021-12-07 08:38:48,There's nothing you could use unless you get premium. I uninstalled it after a few mins since its useless unless you pay. There's 30 days trial but you should have atleast some free vidoes or a shorter workout plan so users can test it out before we give you our credit card info. I cant access anything.,1,,GooglePlayStore,4.0,7.8.32,7.8.32,myswimpro
306,2023-12-02 23:49:13,Really easy to use apps!,4,,GooglePlayStore,0.0,7.8.145,7.8.145,myswimpro
307,2022-05-12 12:29:41,"They tell you is free. But once you download the app, all the exercises and techniques and practically EVERYTHING has a cost. They want you to pay ""$179.99"" for a yearly membership if you want to actually use the app or see anything. I'm so piss... BEWARE OF THIS APP",1,,GooglePlayStore,6.0,7.8.58,7.8.58,myswimpro
308,2023-12-18 01:55:37,Once the videos start working I will update as 5 stars,4,,GooglePlayStore,0.0,7.8.152,7.8.152,myswimpro
309,2021-01-11 00:11:04,"I would have likely subscribed had the app integrated with Garmin's pool swim and workouts instead of MSP CIQ app. Good: - auto create & send workouts to device - technique videos - auto detection of improvement (dynamic intervals) - workouts and plans Improve: - CIQ app inferior to stock Garmin pool swim/workouts (alerts, rest screens, etc) - more plans for intermediate swimmers - All ""leave on"" sets; no ""Rest Interval"" - un-exusable bugs (delete/rename activities broken entire 30-day trial)",3,,GooglePlayStore,8.0,7.8.9,7.8.9,myswimpro
310,2021-04-14 19:16:25,Way too expensive for what it offers on the Android side. Definitely more geared towards an Apple wearable. There are plenty of free workouts online and on USMS. Save your money.,2,,GooglePlayStore,6.0,4.7.1,4.7.1,myswimpro
311,2019-07-10 06:01:26,I was disappointed that the app does not do basic recording of the distance swam. Most options on offer require premium payment which is expensive at 119 US dollars for a year's subscription.,1,,GooglePlayStore,12.0,5.0.56,5.0.56,myswimpro
312,2023-09-25 03:41:40,Slow and unresponsive when trying to log workouts but unusual fast and responsive when trying to get you to buy a subscription.,1,,GooglePlayStore,0.0,,,myswimpro
313,2023-08-14 13:42:51,Does not work as intended. Can not manage account or cancel free trial.,1,,GooglePlayStore,0.0,7.8.133,7.8.133,myswimpro
314,2020-05-08 04:10:58,"It's ok, the subscription is really pricey, $120! The integrated workouts aren't great, but you can design your own to print which is nice.",3,,GooglePlayStore,9.0,7.0.0,7.0.0,myswimpro
315,2019-07-24 07:12:57,the app was messing up my pool yards. when I listened to the email regarding it they said uninstall the app the reinstall it. I than lost everything. I logged into my account and everything was gone even my premium membership.,1,,GooglePlayStore,3.0,,,myswimpro
316,2020-11-16 15:58:38,"I did the test of 3 most famous Apps: I. Pool Swim Garmin (native). II. SwimSports+ Garmin Connect IQ. III. MySwimPro Garmin Connect IQ & Android App. I must say, that MySwimPro works much-much better than other ones (including measuring and convenience to use in pool almost w/o necessity to look at watch every couple minutes). Still, Can developer explain the critical issues below (which prevent me to use App): 1. Activities cannot be deleted from Feeds item screen (activity's context menu item ""Delete"" does nothing) neither from Profile screen (no ""Delete"" option at all), if you have wrong or test activities - that garbage left forever. 2. Parameter Settings->Workouts->RestTimeBetweenSets does not work, if you point 10 secs, 15 secs, etc. - on watch side (Garmin F6XP) the MySwimPro app ALWAYS countdowns 30 secs between Sets and 60 secs between Groups. 3. After Workout ended, saved and watch synced (App option ""Garmin pair & authorized sync"" are turned on) - App's Activities had not shown in my Feeds/Profile until I re-installed App. 4. Watch App (Garmin) does not vibrate a watch device while you are out of / back to HR Zone described for Sets.",2,,GooglePlayStore,16.0,7.7.5,7.7.5,myswimpro
317,2022-04-29 17:04:07,"App seems OK, but Russian translation is of terrible quality, only half-done (literally 50% is Russian and 50% is still English, that`s awful), and is enforced - there is no way to switch to English. Please add a language selector.",1,,GooglePlayStore,0.0,7.8.50,7.8.50,myswimpro
318,2020-01-18 22:15:28,"Provides some coaching and workout plans, but is generally worthless otherwise. It just transfers actual data to whatever parent app you have installed.",1,,GooglePlayStore,2.0,5.2.4,5.2.4,myswimpro
319,2021-05-24 16:42:25,"It looked good enough at the first glance, but ALL of the dryland plans come only with the premium version, and the free part of the swim plans are uninteresting. How do you want users to pay for something they cannot test? Very sad.",2,,GooglePlayStore,3.0,,,myswimpro
320,2019-09-11 14:35:10,"After one day using it the app just lag for hours and I can't transfer any workout on the Fitbit watch. I reinstall the whole thing and now it won't even log-in. Crappy app, badly designed.",1,,GooglePlayStore,2.0,5.0.62,5.0.62,myswimpro
321,2021-04-12 04:20:12,Used to be able to sync my workouts with my fitbit versa 2. Worked great. Can no longer do this. Not much available for someone on a tight budget.,1,,GooglePlayStore,7.0,7.8.20,7.8.20,myswimpro
322,2023-01-15 12:02:52,Seems to be a nice app but costly. I was led into this app from the YouTube videos of Fares. Installed on my android phone and could not get any plan for free. I feel you should let users try out the app before making the purchase. Also 1300 Indian Rupees per month seems costly for an app. Will come back to this app if the rates are brought down,3,,GooglePlayStore,7.0,7.8.91,7.8.91,myswimpro
323,2019-04-11 10:35:22,i love having every workout pre-planned. having it poolside really helps. the videos are great. i've learned a lot.,5,,GooglePlayStore,4.0,5.0.40,5.0.40,myswimpro
324,2021-03-17 12:16:47,"Nice app, neatly organised. Guided instructions, technique video, training drills, and white board Wednesday's makes your workouts more structured and streamlined. The science behind the app is effectively managed by team MySwimPro.",5,,GooglePlayStore,10.0,7.8.16,7.8.16,myswimpro
325,2022-06-07 20:58:26,Deceitful app and feel cheated. Took all my personal info and then wanted to charge $179.00 for use. No acces to any basic features. No mention of payment at all until end.,1,,GooglePlayStore,0.0,,,myswimpro
326,2021-05-21 15:16:46,"Uninstalling after 30 mins of checking the app. Cost almost $300/yr for premium. Free plans is useless. The free youtube videos are better, and it's free.",1,,GooglePlayStore,9.0,7.8.25,7.8.25,myswimpro
327,2021-06-10 20:50:34,"It's the next best thing to having a coach on deck with you. A must have for any serious swimmer who trains on their own. I'm getting so much more out of it than I expected. Wish I'd bought it sooner! UPDATE: This app is backed by a team of folks committed to making it better and better. I reported a couple of bugs, a",5,,GooglePlayStore,6.0,7.8.27,7.8.27,myswimpro
328,2019-08-31 16:17:09,So the app is free but theres literally nothing free on it? Not a single simple training video or anything I can see to give me any idea of how the app actually is and how your videos are presented. Or am I missing something because everything I look at says premium?,1,,GooglePlayStore,8.0,5.0.56,5.0.56,myswimpro
329,2020-02-10 06:48:01,"This just doesn't work on my Fossil Gen 5. Installed on my phone and watch, but the watch keeps saying it needs Pro features, and even though I started the 7 day trial, the app wouldn't allow me to use any of the Pro features.",1,,GooglePlayStore,8.0,5.2.5,5.2.5,myswimpro
330,2021-05-28 03:57:15,"Everything is premium I installed the app to learn different swimming technics, after about 5 mins I decided to come here and write that I found nothing free to look at. Every video I checked is premium, every workout is premium, all I pressed on was premium, are you serious???",1,,GooglePlayStore,12.0,7.8.25,7.8.25,myswimpro
331,2022-06-19 20:28:35,There's nothing free in this app. It's too bad because I cannot afford to subscribe. I was able to do custom workouts and send to my watch but now for even that I need to subscribe.,1,,GooglePlayStore,0.0,,,myswimpro
332,2021-11-26 04:38:04,Can't so anything with the free version. Every action prompts you to sign up to a subscription. Including watching videos that are available for free on YouTube. Why offer a free version??,1,,GooglePlayStore,5.0,,,myswimpro
333,2022-05-02 17:24:56,Android user here. The app failed to register my details. I was actually looking forward getting back to swimming and have a more structured approach but I'll probably wait until this gets fixed. As of now its a 1 out of 5.,1,,GooglePlayStore,2.0,,,myswimpro
334,2020-05-19 18:24:38,"Opened the app, and uninstalled in a few minutes. $120 subscription, really? Maybe make it $5/month or something. You will lose a lot of potential customers because of this annually charged crazy price.",1,,GooglePlayStore,6.0,5.0.41,5.0.41,myswimpro
